Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2024-М01,2024-М02,2024-М03,2024-М04,2024-М05,2024-М06,2024-М07,2024-М08,2024-М09,2024-М10,2024-М11,2024-М12,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-М01,2026-М02,2026-М03,2026-М04
1,YIGʻMA INDEKS,СВОДНЫЙ ИНДЕКС,COMPOSITE INDEX,ЙИҒМА ИНДEКС,100.62,100.22,100.64,100.74,102.41,99.7,99.71,100.55,101.32,100.92,101.16,101.08,100.72,100.48,100.87,100.94,102.17,99.66,99.67,100.39,100.55,100.64,100.59,100.83,100.7,100.5,100.6,100.6
1.02,OZIQ-OVQAT MAHSULOTLARI,ПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,FOOD PRODUCTS,ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.78,100.16,100.92,100.35,97.91,98.19,98.5,100.39,101.45,101.17,100.94,101.79,100.87,100.47,101.47,100.79,99.17,98.92,98.93,100.59,100.89,100.87,100.95,101.39,100.8,100.9,101.3,101.0
01.1,Uzun boshoqli guruch,Рис длиннозерный,Long-grain rice,Узун бошоқли гуруч,100.34,98.99,101.08,102.67,101.5,100.06,101.61,100.34,101.06,97.85,97.18,97.3,98.56,96.04,97.39,99.56,99.41,100.31,100.41,100.06,99.94,97.91,94.7,98.58,98.6,99.4,99.8,98.6
01.2,Yumaloq boshoqli guruch,Рис круглозерный,Round grain rice,Юмалоқ бошоқли гуруч,101.28,98.72,100.85,101.58,100.43,99.32,100.13,100.45,100.77,97.57,96.43,97.73,99.17,97.03,97.77,99.05,98.49,100.88,99.4,99.82,100.22,97.21,96.96,97.53,99.3,98.0,99.8,98.8
01.3,Guruch oqshogʻi,Рисовая сечка,Chopped rice,Гуруч оқшоғи,100.91,100.0,100.0,100.3,100.0,100.01,100.0,100.0,101.11,96.7,96.7,98.62,98.43,95.83,96.36,99.99,100.0,100.98,100.01,99.99,99.99,99.04,95.08,98.06,98.5,100.0,100.0,99.1
01.4,Manniy yormasi,Крупа манная,Semolina groats,Манний ёрмаси,100.0,100.0,99.21,100.0,100.0,100.0,100.65,101.68,104.16,100.0,95.0,101.43,99.36,100.0,101.29,100.0,100.61,100.64,100.0,100.54,100.0,100.0,100.0,100.0,100.0,100.9,100.0,100.6
01.5,Grechixa (doni),Гречиха (зерно),Buckwheat (grain),Гречиха (дони),99.64,98.96,99.47,99.76,101.22,96.05,99.84,101.21,98.74,97.22,99.19,98.87,99.7,99.25,99.4,100.35,101.1,100.02,100.17,100.52,101.87,100.48,99.64,100.03,100.0,100.9,100.9,100.8
01.6,Suli yormasi,Крупа овсяная,Oat groats,Сули ёрмаси,100.0,100.33,100.33,99.44,102.89,100.9,99.99,100.25,101.05,100.88,98.0,99.58,100.42,99.17,100.1,101.39,102.27,100.34,100.32,100.51,101.16,100.51,100.53,100.22,99.8,100.6,101.1,99.6
01.7,Arpa yormasi,Перловка,Pearl barley,Арпа ёрмаси,100.0,98.91,100.33,100.27,102.1,101.33,100.07,100.39,100.25,98.48,101.79,99.52,100.61,100.38,99.08,100.7,100.52,101.06,100.45,100.02,100.28,99.88,100.74,100.9,99.9,100.1,100.5,100.3
01.8,"Soʻk (yorma), jumladan briketlarda","Пшено (крупа), в том числе в брикетах","Millet (groats), including in briquettes","Сўк (ёрма), жумладан брикетларда",100.0,100.72,102.61,99.82,101.58,100.5,100.94,98.71,102.84,100.21,97.0,100.39,102.32,98.66,101.22,100.97,100.08,100.01,100.4,99.82,100.71,100.77,100.06,99.34,100.7,101.3,99.9,100.2
