Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,6169.0,6766.2,7310.9,7885.5,8431.6,9027.8,9703.4,10047.9,10466.4,10714.3,10976.9,11274.2,11627.2,11968.7,12443.8
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,183.6,201.9,224.8,272.0,296.5,322.1,347.0,364.0,378.0,386.3,404.8,418.8,434.4,447.7,469.7
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,540.9,598.4,655.4,712.6,763.2,822.2,892.6,899.2,929.8,953.6,978.2,997.5,1040.2,1090.1,1117.8
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,539.3,580.0,625.0,674.2,724.0,779.1,852.8,905.8,940.7,965.6,1002.6,1021.0,1051.8,1088.9,1133.1
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,334.3,367.0,400.2,438.2,468.8,501.0,536.7,566.1,593.9,609.5,627.2,650.5,675.3,693.8,714.4
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,657.2,720.6,772.0,830.1,887.1,952.2,1023.1,1089.0,1131.2,1149.0,1179.4,1239.1,1277.0,1311.4,1380.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,271.8,294.1,315.6,335.9,359.9,388.5,415.1,444.8,454.0,468.8,483.0,497.9,521.0,539.3,567.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,384.9,422.3,464.5,498.8,536.3,581.0,637.4,665.5,678.3,696.3,724.2,738.2,756.7,770.8,804.7
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,759.3,862.5,930.1,994.4,1064.6,1132.3,1228.3,1240.9,1241.8,1273.9,1307.3,1321.0,1371.2,1402.1,1456.6
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,508.2,567.6,624.9,672.8,706.4,750.2,781.5,809.6,844.6,867.1,885.7,910.2,937.6,950.9,976.4
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,200.4,219.8,237.3,252.9,270.5,290.3,318.9,317.2,341.5,350.3,356.2,372.5,382.4,395.3,414.5
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,568.0,608.1,653.3,688.8,735.7,787.0,838.2,860.9,896.7,917.8,922.0,958.0,970.7,1022.9,1074.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,588.8,650.1,696.4,750.9,802.5,854.5,909.6,921.4,1022.0,1038.4,1050.4,1075.5,1104.3,1138.4,1191.2
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,632.3,673.8,711.4,763.9,816.1,867.4,922.2,963.5,1012.3,1035.8,1054.0,1072.0,1098.5,1110.9,1137.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.9,1.9,2.0,6.1,6.2,6.4
