Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2024-М01,2024-М02,2024-М03,2024-М04,2024-М05,2024-М06,2024-М07,2024-М08,2024-М09,2024-М10,2024-М11,2024-М12,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-М01,2026-М02,2026-М03,2026-М04
01.9,Oliy navli bugʻdoy uni,Мука пшеничная высшего сорта,Premium wheat flour,Олий навли буғдой уни,98.84,99.53,101.11,98.15,101.59,100.28,100.83,99.19,100.95,101.32,100.55,101.08,100.68,95.03,99.89,100.71,100.82,100.21,101.19,100.4,100.16,100.27,100.34,100.36,100.5,100.2,100.7,101.1
01.10,Birinchi navli bugʻdoy uni,Мука пшеничная первого сорта,First grade wheat flour,Биринчи навли буғдой уни,98.13,98.49,100.65,100.48,99.45,99.83,99.1,99.55,100.38,99.64,98.54,97.5,100.54,93.47,98.68,100.47,100.0,100.93,99.85,100.32,100.3,100.71,100.49,100.0,100.9,101.1,100.5,100.9
01.11,Oliy navli bugʻdoy unidan tayyorlangan non,Хлеб пшеничный из муки высшего сорта,Wheat bread made from premium flour,Олий навли буғдой унидан тайёрланган нон,100.0,100.0,100.0,100.0,101.67,98.36,104.17,100.0,100.0,99.04,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.1,100.0,100.32,100.59,100.1,100.0,100.0,100.0
01.12,Birinchi navli bugʻdoy unidan tayyorlangan non,Хлеб пшеничный из муки первого сорта,Wheat bread made from first grade flour,Биринчи навли буғдой унидан тайёрланган нон,100.96,100.27,100.0,99.91,100.0,98.7,100.48,100.0,100.0,101.02,99.64,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,101.01,100.0,100.0,100.0,100.0,100.2
01.13,Obinon,Лепешки,Flatbreads,Обинон,101.73,100.0,100.0,99.98,100.0,100.0,100.12,100.0,100.0,100.0,100.46,100.0,100.0,100.18,100.0,100.22,100.0,100.0,100.0,100.0,99.88,100.0,100.0,100.0,100.0,100.0,101.1,100.3
01.14,Javdar va javdar-bugʻdoy noni,Хлеб ржаной и ржано-пшеничный,Rye and rye-wheat bread,Жавдар ва жавдар-буғдой нони,100.23,100.41,100.0,100.0,100.0,100.0,101.54,100.0,100.0,100.0,100.0,100.0,100.3,100.0,100.0,100.0,100.0,100.0,100.0,100.19,100.0,100.0,100.0,100.3,100.5,100.0,100.0,99.9
01.15,"Bulochka, bublik va boshqa yogʻli mahsulotlar","Булочки, бублики и другие сдобные изделия","Buns, bagels, and other pastry items","Булочка, бублик ва бошқа ёғли маҳсулотлар",101.24,100.66,100.0,100.0,100.0,100.0,100.0,100.57,100.0,100.0,100.0,100.96,100.0,100.31,99.89,100.0,100.0,100.0,100.0,101.48,100.16,101.0,100.1,100.0,100.0,101.0,100.3,99.6
01.16,"Suxari (qoq non), qarsillama non, galeta","Сухари, хрустящие хлебцы, галеты","Rusks, crispbread, crackers","Сухари (қоқ нон), қарсиллама нон, галета",101.31,100.61,99.81,100.0,100.0,100.0,100.0,100.0,100.0,100.97,100.01,101.47,100.21,101.29,101.52,100.0,102.27,100.0,99.87,100.2,100.42,100.97,100.1,100.29,100.3,100.6,100.5,100.1
01.16.1,"Pirojki, ponchik (goʻshtli pirojkidan tashqari)","Пирожки, пончики (кроме пирожков с мясом)",Pirozhki and doughnuts (excluding meat pirozhki),"Пирожки, пончик (гўштли пирожкидан ташқари)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0
01.17,Pechenye,Печенье,Cookies,Печене,103.21,99.95,100.24,100.22,100.0,100.93,99.23,100.13,100.47,100.19,100.77,99.79,101.27,99.45,98.88,101.29,100.38,99.77,99.92,99.39,100.35,101.0,100.87,99.9,100.3,99.8,100.7,100.2
01.18,Vafli,Вафли,Wafers,Вафли,102.57,100.0,99.74,100.0,100.4,100.23,100.44,100.24,100.0,101.27,100.24,100.9,101.3,100.13,100.81,100.59,100.01,100.0,99.28,100.24,99.66,100.23,100.14,100.33,100.1,100.4,100.1,100.2
01.19,Pryaniklar,Пряники,Gingerbread,Пряниклар,104.1,101.02,99.98,100.13,100.0,100.08,100.53,100.53,100.24,100.29,100.58,100.67,100.13,100.85,100.5,100.13,100.03,100.0,99.87,100.42,100.3,100.49,100.0,100.0,101.1,100.7,100.0,100.7
01.20,Tortlar,Торты,Cakes,Тортлар,101.69,100.55,101.99,100.98,100.45,100.0,101.62,102.07,100.72,98.02,100.01,100.58,101.57,100.4,100.36,100.34,100.19,100.26,99.27,100.42,101.05,100.72,99.96,99.52,100.5,100.6,100.6,101.3
01.21,Turli xil pirojniylar,Пирожные разных видов,Pastries of various types,Турли хил пирожнийлар,100.0,101.01,98.33,100.88,100.1,100.0,102.12,99.86,101.21,100.17,103.24,100.33,100.01,100.83,100.72,100.14,99.54,101.09,100.0,99.85,100.04,100.68,100.09,100.73,100.1,101.0,100.0,99.5
01.22,Kekslar,Кексы,Cupcakes,Кекслар,100.31,100.0,98.96,100.48,100.29,100.13,100.52,99.88,100.7,100.51,101.09,100.5,100.31,100.98,101.17,100.27,99.56,100.71,100.12,101.27,100.52,100.24,100.85,100.47,100.0,100.0,101.1,100.6
01.23,Korjiklar,Коржики,Biscuits,Коржиклар,100.0,100.0,100.0,100.0,100.0,100.13,97.65,101.34,101.06,102.63,100.61,100.81,100.0,100.84,100.17,101.76,100.9,100.0,100.0,101.95,100.0,100.0,101.04,100.67,0.0,0.0,0.0,0.0
01.24,Chak chak,Чак чак,Chak-chak,Чак чак,101.77,102.2,100.0,101.59,100.87,100.47,100.42,101.12,100.0,100.4,99.01,99.71,103.3,100.0,100.48,100.28,100.0,100.0,100.11,99.18,101.52,101.55,100.0,99.94,100.0,100.0,101.0,101.0
01.25,"Tayyor nonushtalar shaklidagi boshoqli donlar (""quruq nonushtalar"")","Зерна злаков в виде готовых завтраков (""сухие завтраки"")","Ready-to-eat cereal grains (""breakfast cereals"")","Тайёр нонушталар шаклидаги бошоқли донлар (""қуруқ нонушталар"")",100.39,100.0,100.07,100.18,100.0,100.0,100.46,100.12,100.25,100.24,100.0,100.07,100.26,100.0,99.63,100.0,100.78,100.0,100.28,101.82,100.37,100.75,100.0,100.55,100.0,100.1,100.2,101.7
01.26,Vermishel,Вермишель,Vermicelli,Вермишел,101.33,99.8,101.15,98.71,99.18,98.09,99.56,99.7,99.16,104.96,101.54,99.33,99.04,98.52,100.7,101.87,100.2,100.0,100.12,100.13,99.5,100.51,101.25,100.0,99.8,100.4,100.0,100.0
01.27,Ugra (shu jumladan lagʻmon uchun),Лапша (в том числе для лагмана),Noodles (including for lagman),Угра (шу жумладан лағмон учун),100.0,100.2,99.27,100.42,100.58,98.12,102.02,100.21,100.39,99.93,102.24,100.28,100.39,99.78,98.71,100.0,101.37,100.69,99.75,100.13,100.74,100.27,99.72,101.0,100.7,100.4,100.0,101.6
01.28,"Makaronlar, spagetti","Макароны, спагетти","Pasta, spaghetti","Макаронлар, спагетти",100.0,99.31,101.82,100.0,101.06,99.82,98.3,99.32,100.0,102.51,101.54,99.13,101.01,99.5,99.83,100.0,100.11,100.0,99.97,100.33,100.33,100.87,100.12,99.85,99.8,101.5,99.9,100.4
01.29,"Shakldor mahsulotlar (chigʻanoqlar, yulduzchalar va shu kabilar)","Фигурные изделия (ракушки, звездочки и аналогичные)","Shaped products (shells, stars and similar)","Шаклдор маҳсулотлар (чиғаноқлар, юлдузчалар ва шу кабилар)",100.0,99.61,99.35,100.0,102.94,100.35,100.11,99.1,100.38,101.22,101.67,100.1,99.21,100.26,100.6,100.0,99.61,100.0,99.89,99.94,100.43,100.43,99.77,100.5,100.0,101.1,100.7,100.2
01.30,"Chuchvaralar va shu kabi mahsulotlar, xom","Пельмени и аналогичные изделия, сырые","Dumplings and similar products, raw","Чучваралар ва шу каби маҳсулотлар, хом",100.95,100.0,100.35,100.14,102.65,100.82,99.41,100.83,100.83,100.53,100.99,99.49,100.17,100.98,100.18,100.31,101.58,100.13,99.87,100.0,101.05,100.27,100.0,101.08,100.3,100.3,100.2,100.6
01.31,Boshqa toifalarga kiritilmagan makaron mahsulotlari (tez tayyorlanadigan ugra),"Прочие макаронные изделия, не отнесенные к другим категориям",Other noodle products not elsewhere classified,Бошқа тоифаларга киритилмаган макарон маҳсулотлари (тез тайёрланадиган угра),101.41,100.44,101.26,100.0,100.0,102.58,99.4,100.23,101.3,99.26,100.0,99.53,103.75,100.12,100.71,100.2,100.0,100.13,100.34,100.38,100.36,100.39,100.62,100.59,100.4,100.5,100.8,100.8
01.32,Pop-korn,Поп-корн,Popcorn,Поп-корн,100.13,100.0,100.0,100.0,100.0,100.0,100.0,100.14,100.0,102.94,100.0,100.17,100.25,100.41,100.38,100.0,100.27,100.0,100.0,100.71,100.83,100.81,100.22,100.0,100.1,100.3,100.0,100.4
01.33,Non-bulka mahsulotlarini tayyorlash uchun aralashmalar va xamir,Смеси и тесто для приготовления хлебобулочных изделий,Mixes and dough for bakery products,Нон-булка маҳсулотларини тайёрлаш учун аралашмалар ва хамир,100.45,100.0,99.54,99.18,100.0,100.0,101.44,100.87,100.0,100.47,100.88,100.0,100.41,100.78,101.07,100.0,99.76,100.19,100.0,100.3,100.0,100.19,100.14,101.0,100.4,100.4,99.6,100.0
01.34,Mol goʻshti (suyaksiz goʻshtidan tashqari),Говядина (кроме бескостного мяса),Beef (except boneless meat),Мол гўшти (суяксиз гўштидан ташқари),99.75,99.26,99.73,100.38,100.15,100.83,100.9,105.14,103.7,100.87,99.88,100.95,101.04,102.99,106.48,101.98,100.98,100.94,102.25,100.5,101.22,101.75,100.28,100.5,100.8,101.4,101.9,103.2
01.35,Suyaksiz mol goʻshti,Говядина бескостная,Boneless beef,Суяксиз мол гўшти,99.92,99.34,99.7,100.6,100.12,100.48,101.51,104.71,101.81,103.19,102.07,100.49,100.26,102.74,107.34,101.7,100.98,101.44,102.51,100.78,101.87,101.27,100.43,100.43,100.9,101.1,101.9,103.0
01.36,Qoʻy goʻshti,Баранина,Mutton,Қўй гўшти,99.65,99.55,99.65,100.57,100.24,100.7,100.89,103.86,102.4,101.03,103.42,100.0,102.13,102.23,106.19,101.88,101.12,101.23,102.28,101.61,101.03,101.94,100.66,100.53,101.6,101.4,101.6,103.1
01.37,Choʻchqa goʻshti,Свинина,Pork,Чўчқа гўшти,100.0,104.0,98.72,100.0,100.0,100.0,100.0,101.3,100.0,98.08,103.96,100.59,100.0,102.5,103.66,100.0,100.0,100.0,100.0,100.0,100.88,100.0,102.45,102.74,0.0,0.0,0.0,0.0
01.38,Parranda goʻshti (butun tana),Мясо птицы (тушка),Poultry meat (whole carcass),Парранда гўшти (бутун тана),103.38,97.45,99.04,98.45,99.01,97.01,99.61,100.78,99.82,102.02,100.49,103.27,99.22,99.73,98.57,100.0,99.02,104.16,100.47,102.11,102.16,98.33,97.92,100.62,101.7,101.1,98.6,96.7
01.39,"Tovuq boldiri, son va tovuqning boshqa qismlari","Голень куриная, окорочка и другие части курицы","Chicken drumsticks, leg quarters, and other chicken parts","Товуқ болдири, сон ва товуқнинг бошқа қисмлари",102.4,99.27,99.61,99.29,99.16,99.04,98.91,101.36,99.69,101.02,100.91,99.02,99.3,100.64,98.85,101.23,100.35,102.23,100.76,102.73,101.69,97.91,98.98,100.55,101.8,101.7,99.6,98.7
01.40,"Qiyma (yogʻli, yarim yogʻli)","Мясной фарш (жирный, полужирный)","Meat mince (fatty, semi-fatty)","Қийма (ёғли, ярим ёғли)",99.96,99.49,99.92,99.4,100.0,100.0,100.98,102.37,102.44,102.54,100.06,101.56,100.05,101.14,105.25,101.96,100.44,101.0,101.85,100.43,100.0,101.18,100.7,100.67,101.5,101.7,101.6,102.6
01.41,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan mol va qoʻy jigari","Печень говяжья, баранья, парная, охлажденная или мороженая, сушеная, соленая, в рассоле  или копченая","Beef/lamb liver (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган мол ва қўй жигари",100.14,99.24,100.0,99.33,100.0,99.24,100.77,102.05,102.87,102.78,102.29,100.0,100.0,101.24,101.98,102.64,101.03,101.13,101.76,100.92,102.04,101.62,100.0,100.91,101.9,101.0,101.5,100.7
01.42,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan mol oyoqlari","Ножки говяжьи, парные, охлажденные или мороженые, сушеные, соленые, в рассоле  или копченые","Beef feet (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган мол оёқлари",100.07,104.69,99.59,100.09,99.53,100.0,98.22,100.3,100.62,102.87,103.15,103.33,100.24,101.63,104.18,102.66,101.31,99.41,99.29,100.0,100.43,102.13,101.16,103.13,101.3,101.6,101.5,101.2
01.43,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan til","Язык, парной, охлажденный или мороженый, сушеный, соленый, в рассоле  или копченый","Tongue (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган тил",100.0,98.93,99.5,99.5,100.0,100.0,100.0,103.74,101.5,103.98,101.05,100.0,100.0,101.13,102.0,102.87,101.05,100.09,100.0,100.52,101.38,100.0,100.5,101.33,100.1,100.4,103.3,101.7
01.44,Pishirilgan kolbasa,Колбаса вареная,Cooked sausage,Пиширилган колбаса,101.91,100.6,100.06,100.0,100.33,100.86,100.62,100.63,101.08,100.12,100.2,101.53,99.43,101.35,100.37,101.32,100.24,100.56,100.01,100.66,100.73,100.77,99.77,100.48,100.6,100.1,101.5,102.6
01.45,"Sosiskalar, sardelkalar","Сосиски, сардельки","Sausages, frankfurters","Сосискалар, сарделкалар",102.17,100.24,100.69,100.0,99.74,100.08,101.07,100.25,100.33,100.46,100.44,100.15,100.02,100.76,100.74,100.27,100.12,100.11,100.29,101.25,101.36,100.08,100.8,100.81,100.6,100.3,101.2,101.3
01.46,Dudlangan va yarim dudlangan kolbasa,Колбаса копченая и полукопченая,Smoked and semi-smoked sausage,Дудланган ва ярим дудланган колбаса,101.24,100.12,99.24,100.0,100.46,101.43,100.24,100.52,100.09,102.46,100.53,100.77,100.21,100.95,99.75,100.68,100.16,99.98,99.86,100.56,100.18,100.56,100.91,100.17,101.5,100.7,101.5,103.1
01.47,Qazi,Казы,Kazi,Қази,99.51,100.2,99.47,99.68,100.18,99.24,99.08,100.55,100.49,106.16,100.59,103.03,100.19,100.0,100.68,100.0,100.47,100.15,99.65,100.15,100.58,100.62,100.0,100.78,101.1,100.0,100.1,100.9
01.48,Konservalangan dimlangan mol goʻshti,Говядина тушеная консервированная,Canned stewed beef,Консерваланган димланган мол гўшти,100.5,100.0,100.23,100.81,100.93,101.08,100.26,100.0,100.0,100.72,100.73,101.11,100.45,101.0,99.57,101.27,100.4,100.0,99.4,100.8,100.05,99.9,100.08,100.0,100.9,100.3,100.3,100.7
01.49,"Tirik, yangi, sovutilgan  baliq","Рыба, живая, свежая, охлажденная","Fish, live, fresh, chilled","Тирик, янги, совутилган  балиқ",98.58,100.07,101.26,101.99,100.08,103.58,102.37,101.32,100.04,96.32,98.2,101.64,102.28,100.76,101.76,100.7,100.34,99.18,100.21,99.78,100.63,98.79,100.12,101.21,100.7,99.1,101.6,102.6
01.50,Muzlatilgan baliq,Рыба мороженая,Frozen fish,Музлатилган балиқ,98.63,102.23,99.36,101.3,100.84,99.36,99.31,100.97,98.95,101.19,98.62,100.6,100.31,100.0,100.46,101.14,101.09,100.37,100.56,100.27,99.41,99.4,99.02,100.81,100.0,100.6,101.7,101.6
01.51,"Quritilgan, tuzlangan, namakobga solingan  yoki dudlangan baliq","Рыба, вяленая, соленая, в рассоле или копченая","Fish, dried, salted, in brine or smoked","Қуритилган, тузланган, намакобга солинган  ёки дудланган балиқ",100.0,100.24,100.91,100.54,100.0,100.5,101.37,100.34,100.0,102.17,100.91,100.0,100.41,100.93,100.75,100.21,100.29,101.76,99.21,100.29,100.5,100.94,99.41,101.15,100.5,100.6,100.4,101.4
01.52,Moyga solingan sardinalar,Сардины в масле,Sardines in oil,Мойга солинган сардиналар,100.82,100.56,100.0,100.64,101.58,101.37,101.07,100.26,100.2,101.11,100.73,100.53,100.34,101.54,101.39,100.45,100.43,100.17,99.99,100.77,100.03,100.46,99.7,101.52,100.0,100.3,101.4,100.4
01.53,Moyga solingan shprotlar,Шпроты в масле,Sprats in oil,Мойга солинган шпротлар,100.74,100.03,100.24,100.84,101.0,100.7,101.39,100.46,100.29,102.95,100.66,100.62,100.78,101.25,99.04,100.89,101.23,100.45,100.21,100.92,99.47,99.79,100.06,100.0,100.4,100.0,101.0,100.0
01.54,Pomidor qaylasiga solingan kilka,Килька в томатном соусе,Sprat in tomato sauce,Помидор қайласига солинган килка,100.8,100.04,99.59,102.02,101.59,101.07,100.28,99.57,100.88,101.29,99.57,102.28,100.53,101.34,100.84,100.99,100.5,100.3,100.12,99.57,100.84,101.91,99.97,100.0,99.9,101.0,100.7,100.0
01.55,Xom sut (yangi sogʻilgan),Молоко сырое (свежее),Raw milk (fresh),Хом сут (янги соғилган),100.0,100.0,102.24,101.57,98.49,98.06,100.0,100.0,100.0,102.34,100.23,102.08,100.0,100.0,100.49,100.0,99.95,100.0,99.81,100.0,100.0,102.31,101.11,100.9,101.0,100.3,100.8,100.8
01.56,Pasterizatsiya qilingan sut,Молоко пастеризованное,Pasteurized milk,Пастеризация қилинган сут,100.0,99.59,99.45,100.06,100.34,100.02,100.3,100.0,100.0,102.5,99.68,101.49,100.75,100.98,100.92,100.07,100.54,100.83,100.53,100.0,99.59,100.6,100.24,100.2,100.4,100.7,100.2,101.5
01.57,Qaymoq,Каймак,Sweat Cream,Қаймоқ,100.26,100.0,99.52,101.9,100.0,101.74,100.23,100.61,100.21,100.0,100.0,101.74,100.2,100.44,101.0,101.84,99.5,100.11,100.8,100.44,100.18,100.0,100.3,100.0,101.0,100.0,100.4,99.4
01.58,Quyultirilgan sut,Молоко сгущенное,Condensed milk,Қуюлтирилган сут,100.9,100.13,100.0,100.4,100.46,101.14,100.54,101.79,100.21,100.77,100.6,100.25,100.53,101.01,99.9,100.58,100.22,100.37,99.86,100.07,100.1,99.16,99.08,101.3,100.5,100.1,100.0,101.5
01.59,Quruq qaymoq,Сливки сухие,Dry cream,Қуруқ қаймоқ,100.0,99.34,99.85,100.21,100.0,100.0,100.04,100.0,100.17,105.59,99.51,100.13,100.32,101.23,99.57,99.73,100.0,100.7,99.57,100.0,99.28,100.92,99.9,100.0,100.0,100.0,100.0,100.2
01.60,Qattiq pishloqlar,Сыры твердые,Hard cheeses,Қаттиқ пишлоқлар,99.24,100.6,99.82,100.45,100.0,99.65,99.84,100.47,100.0,102.35,101.46,100.56,100.87,100.77,99.75,100.27,100.44,100.0,100.11,100.64,99.76,100.11,100.37,101.82,100.1,100.0,101.2,101.2
01.61,"Yumshoq pishloqlar, kolbasa shaklidagi pishloq","Сыры плавленые, колбасный сыр","Processed cheeses, sausage cheese","Юмшоқ пишлоқлар, колбаса шаклидаги пишлоқ",100.0,101.4,101.85,100.24,99.38,100.98,100.43,101.21,101.17,100.05,102.55,100.19,101.5,99.35,100.65,100.07,101.05,99.79,99.52,100.21,100.23,100.27,100.46,100.27,100.5,100.8,100.4,100.9
01.62,Brinza,Брынза,Feta cheese,Бринза,100.06,100.0,99.78,100.0,100.0,100.0,97.86,100.56,100.0,105.21,102.29,100.27,100.0,101.34,100.0,100.0,101.64,100.39,97.89,100.11,100.52,100.51,100.18,100.68,100.0,100.0,100.3,100.1
01.63,Tvorog,Творог,Cottage cheese,Творог,101.83,101.38,99.46,100.96,99.44,100.47,99.21,100.91,100.0,99.79,101.58,100.97,98.87,101.03,100.85,100.17,100.19,100.71,99.94,100.98,100.0,100.53,100.63,100.35,100.8,100.6,100.4,101.1
01.64,Tvorogli siroklar va sirok massasi,Сырки творожные и сырковая масса,Curd cheese and curd mass,Творогли сироклар ва сирок массаси,100.84,100.0,102.15,101.94,102.26,100.0,100.54,100.0,100.0,100.0,100.96,100.87,100.88,101.0,102.06,100.22,100.0,100.0,99.93,100.28,100.61,101.0,100.0,100.0,100.2,100.7,101.4,102.1
01.65,Tayoqcha shaklidagi pishloqlar,Сырные палочки,Cheese sticks,Таёқча шаклидаги пишлоқлар,100.72,100.87,100.3,102.16,99.9,100.0,100.0,100.43,100.13,100.0,100.0,100.14,100.89,100.58,100.25,100.26,100.41,100.0,100.71,100.43,99.1,100.76,100.13,101.0,100.0,100.0,100.9,101.0
01.66,Smetana,Сметана,Sour cream,Сметана,100.59,101.0,101.41,100.98,100.0,100.56,101.89,99.52,100.0,100.24,100.0,101.96,101.3,101.19,98.87,100.54,99.68,100.56,100.03,100.24,100.19,100.33,101.11,100.2,100.7,100.0,100.6,100.6
01.67,"Kefir, prostokvasha va boshqalar","Кефир, пpостокваша и т.п.","Kefir, sour milk, etc.","Кефир, простокваша ва бошқалар",101.35,101.08,102.29,100.03,101.04,100.3,101.25,100.75,100.64,101.57,98.4,100.12,102.33,100.49,99.0,100.96,100.49,100.0,101.07,100.32,100.99,100.42,100.31,100.19,101.5,100.3,100.2,101.3
01.68,Yogurt,Йогурт,Yoghurt,Йогурт,100.0,100.16,101.77,100.46,100.38,100.0,99.5,100.0,101.98,101.02,101.58,101.13,101.22,101.39,100.04,100.5,100.0,100.28,98.86,100.57,100.4,100.0,100.4,99.9,101.5,100.0,100.3,101.5
01.69,Suzma,Сузьма,Suzma,Сузма,100.0,99.5,99.71,97.73,100.29,101.65,101.95,101.88,102.73,96.09,100.0,102.2,99.91,100.04,99.96,100.68,101.93,100.69,101.84,100.31,100.49,99.13,98.47,100.87,100.6,100.0,101.8,100.4
01.70,Qurt,Курт,Kurt,Қурт,100.87,100.83,101.75,102.34,100.0,98.57,101.11,100.0,100.0,100.0,102.57,101.65,100.53,100.0,99.98,100.5,100.38,100.0,100.0,98.99,100.81,101.13,100.66,101.84,100.7,99.9,101.0,100.5
01.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,101.15,97.36,97.73,87.24,84.35,99.08,97.42,101.11,102.04,100.66,105.13,119.51,83.31,88.68,100.17,96.99,94.64,104.13,95.5,103.01,106.18,104.59,102.68,103.85,100.5,100.8,102.4,95.4
01.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,99.22,98.74,98.86,99.97,92.6,99.0,101.55,102.64,102.26,104.61,106.49,110.16,101.19,100.67,100.27,103.86,104.56,100.15,100.79,101.14,100.58,101.03,99.52,100.43,100.3,100.7,100.9,100.6
01.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,99.34,98.62,98.77,100.38,100.32,99.71,101.11,101.55,102.9,103.15,102.58,106.47,101.63,101.33,100.0,103.15,103.44,99.16,101.18,100.19,100.84,100.54,100.54,99.66,100.6,100.6,100.7,100.6
01.74,Sariyogʻ,Масло сливочное,Butter,Сариёғ,100.0,100.06,99.99,100.97,99.73,100.22,100.74,100.2,100.89,102.55,100.81,100.89,99.38,99.54,101.71,101.4,99.48,99.73,101.5,100.47,99.71,100.31,100.89,101.83,100.5,100.6,100.2,100.6
01.75,Margarin,Маргарин,Margarine,Маргарин,100.0,99.49,100.71,99.76,99.6,98.71,97.77,100.48,100.62,102.88,102.65,100.43,99.53,99.35,99.29,102.33,100.64,100.0,100.11,99.33,99.6,100.19,100.76,99.69,100.2,101.0,100.0,99.1
