Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,878.5,929.6,1002.5,1048.4,1098.0,1170.2,1158.3,1286.2,1389.4,1347.9,1362.9,1460.9,1536.7,1625.4,1728.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,18.0,19.5,21.9,22.6,25.4,28.9,28.1,27.5,33.2,37.1,37.3,41.9,46.9,48.8,49.3
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,184.3,203.6,223.9,231.6,238.4,241.4,224.4,265.1,308.6,302.4,303.9,324.7,338.1,369.7,383.8
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,57.8,63.1,70.1,77.0,82.9,89.0,101.5,95.9,100.2,102.7,110.7,154.1,133.1,141.4,139.4
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,44.6,48.4,51.8,58.4,58.4,61.5,55.4,59.1,50.6,53.1,55.1,55.2,59.1,68.0,70.4
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,48.6,50.2,53.5,59.5,70.2,81.2,90.4,94.4,117.9,109.9,96.6,99.4,113.4,118.9,129.5
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,29.8,32.7,38.5,42.5,43.5,43.6,42.1,52.1,44.4,49.6,50.4,53.0,53.5,54.5,57.6
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,67.1,72.0,84.9,74.2,87.9,94.6,103.6,107.8,129.5,129.2,158.2,163.9,174.4,199.5,215.6
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,159.0,174.3,175.9,197.7,220.1,232.9,238.2,272.9,241.2,218.9,207.6,208.5,219.0,219.9,255.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,46.4,25.9,29.8,29.4,38.3,43.4,48.1,56.7,71.9,67.2,74.0,82.5,85.8,88.8,92.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,12.1,13.1,15.2,15.7,18.8,23.4,28.5,28.7,19.7,20.8,18.8,21.7,24.9,26.6,26.8
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,54.5,53.6,50.7,45.1,53.1,65.6,49.8,54.5,81.0,69.3,54.0,52.3,68.4,69.3,76.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,67.7,79.2,85.8,86.6,46.6,50.6,47.0,70.5,85.8,78.6,94.1,96.1,106.6,102.1,108.8
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,88.6,94.0,100.5,108.1,114.4,114.1,101.2,100.8,105.0,108.4,101.6,107.2,113.1,117.2,121.4
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.7,0.6,0.4,0.4,0.7,0.7
