Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2022-Q4,2023-Q1,2025-Q3,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q4,2026-Q1
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,218891.1,32983.2,243764.8,115127.3,196632.6,261304.7,36451.2,123643.2,217982.7,286737.6,42065.8,140167.2,317236.3,47682.4
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,8183.0,1005.7,7915.6,3288.2,6329.8,9738.1,1125.3,3588.6,7102.6,10906.2,1279.0,3866.5,11884.8,1497.2
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,22137.4,2685.6,22963.2,11057.2,18899.7,26798.1,2947.7,12264.1,21249.8,28933.1,3439.9,13551.4,29636.3,3959.3
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,20929.7,3152.7,23759.9,11042.9,18893.0,24707.6,3430.7,11768.8,20936.9,27267.7,4025.5,13219.0,30693.9,4454.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,14950.4,2467.2,16662.7,6729.4,12657.5,17791.4,2737.9,7296.7,14292.3,19491.7,3174.6,8512.0,21756.2,3716.3
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,22016.5,2839.1,25315.0,11943.0,19754.9,27060.0,3096.8,13121.1,21702.4,30066.2,3679.0,15801.3,34691.9,4421.3
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,10843.0,1599.6,12616.1,5359.2,10130.6,13441.7,1765.1,5851.8,11237.6,14942.5,2077.2,6754.1,16984.5,2375.9
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,14861.2,1826.2,17640.2,7628.2,14319.4,17435.8,2059.6,8083.1,15819.8,18891.4,2391.2,9029.9,21024.6,2647.6
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,23576.0,4293.0,26334.3,12586.0,21539.7,28744.7,4841.3,13594.9,24042.3,31896.8,5518.5,15488.7,34552.6,6094.9
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,18634.0,2663.3,21074.0,11602.4,17830.9,23074.4,2962.2,12364.6,19631.2,25121.6,3398.3,13759.6,28189.9,4044.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,5614.9,963.0,6965.5,2970.6,5304.0,6719.1,1071.3,3219.9,6039.1,7525.7,1214.1,3633.0,8603.3,1407.2
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,22506.8,3771.0,24618.3,12361.5,19963.8,25644.4,4125.2,12833.9,21997.8,27780.4,4642.3,14224.0,30234.2,5193.8
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,18866.8,2907.3,20603.4,10630.1,17275.8,22150.6,3181.7,11099.0,18603.1,24022.6,3654.7,12465.1,26448.1,3966.3
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,15771.4,2809.5,17296.6,7928.6,13733.5,17998.8,3106.4,8556.7,15327.8,19891.7,3571.5,9862.6,22536.0,3904.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
