Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M04,2025-M03,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M1,2026-M2,2026-M03
404,Keniya,Кения,Kenya,Кения,179.8,409.4,1052.2,1613.2,1736.0,2228.4,2933.5,3310.9,4030.1,4374.9,4617.7,4872.2,394.7,461.4,1074.7,1425.1,1717.3,2219.1,2724.1,2773.3,3107.6,3446.0,3751.1,4091.6,729.2,1020.1,1083.0,1237.9,2070.4,2155.2,2937.4,3184.9,3430.2,3971.5,4139.2,4361.2,248.4,589.1,770.9,1136.8,1306.4,1596.1,1962.3,2408.4,2687.4,2945.1,3430.3,3997.9,429.8,413.2,791.0,586.1,1554.5,1786.4,2016.3,2461.0,2872.7,3153.5,3423.0,4080.3,630.6,906.4,980.6
020,Andorra,Андорра,Andorra,Aндорра,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.1,0.5,1.0,1.0,1.0,1.0,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7,0.8,0.8,0.0,0.0,0.0
212,Dominika,Доминика,Dominica,Доминика,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,0.0,0.0,0.0,0.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.8,0.0,0.0,0.0,0.7,1.2,1.2,1.2,1.2,1.7,1.7,3.0,4.0,0.0,0.0,1.3,0.0,1.5,1.6,1.6,1.6,1.7,2.4,2.6,2.6,0.0,0.4,0.4
408,Koreya Xalq Demokratik Respublikasi,Корейская Народно-Демократическая Республика,Democratic People's Republic of Korea,Корея Халқ Демократик Республикаси,20.9,252.1,442.8,442.8,470.5,364.9,378.4,391.0,399.6,412.2,424.9,453.3,12.5,25.2,41.3,53.8,68.8,99.0,126.6,168.5,214.8,259.3,300.1,1167.4,451.4,82.9,125.6,169.1,214.9,261.2,316.7,366.4,419.2,473.6,521.1,1182.2,45.8,123.1,126.5,149.9,193.6,235.2,269.5,303.3,339.3,374.7,408.5,458.5,28.5,51.1,102.0,76.1,132.1,168.0,201.1,237.0,245.5,279.7,283.6,291.6,6.6,10.6,21.6
604,Peru,Перу,Peru,Перу,716.7,1118.9,1750.7,1988.2,2045.9,2049.7,2491.9,2960.5,3358.0,3558.2,4011.8,4097.9,13.0,65.4,289.3,1063.6,2573.4,3379.5,3387.3,3746.9,3912.5,4128.6,4297.1,4314.5,632.8,107.6,126.1,171.5,180.6,232.6,243.0,362.6,468.2,534.9,721.2,1206.8,545.3,1406.4,1874.3,2065.8,2069.9,2316.0,2802.4,3388.3,3871.1,4404.1,4758.9,5168.8,415.9,522.1,1006.2,908.7,1276.4,1695.5,2041.9,2594.6,2710.4,3335.7,3820.8,4458.7,219.8,465.2,821.2
807,Shimoliy Makedoniya,Северная Македония,North Macedonia,Шимолий Македония,9.6,95.1,142.1,301.6,328.8,470.8,543.0,706.5,992.2,1196.1,1378.5,1486.6,109.3,506.6,935.9,1131.4,1213.9,1270.8,1321.8,1395.9,1399.0,1400.5,1509.2,1588.7,807.8,9.7,113.2,228.6,305.9,378.1,418.0,418.1,440.0,584.4,634.0,1129.8,35.0,146.7,189.5,266.8,270.0,349.2,460.1,465.5,514.0,558.5,589.6,806.4,31.8,31.8,45.8,36.7,143.5,188.6,274.8,619.3,699.2,757.6,1022.1,1098.9,7.4,140.0,284.2
166,Kokos Orollari,Кокосовых островов,Cocos Islands,Кокос Ороллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Tokelau,Токелау,Tokelau,Токелау,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.4,0.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Pitkern,Питкэрн,Pitcairn,Питкерн,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
024,Angola,Ангола,Angola,Aнгола,0.4,1.0,2.4,2.4,3.6,3.9,4.5,4.3,4.9,5.5,6.5,7.1,0.6,1.0,1.3,2.0,2.7,4.2,4.8,74.2,74.8,75.5,76.2,79.9,25.0,1.9,3.2,4.3,5.4,6.9,15.3,50.2,91.4,124.4,204.7,206.5,0.0,0.0,0.0,41.6,41.6,41.6,41.6,81.5,81.9,81.9,82.6,82.6,0.7,165.3,179.0,165.2,179.0,179.0,179.0,179.0,179.0,179.0,1479.6,1618.9,0.0,33.5,41.2
214,Dominika Respublikasi,Доминиканская Республика,Dominican Republic,Доминика Республикаси,33.6,33.6,33.9,33.9,33.9,175.6,251.3,337.7,390.5,390.9,390.9,559.9,0.0,0.0,0.0,0.0,0.0,261.6,261.6,261.6,261.6,261.6,261.9,262.4,214.1,0.1,175.1,175.1,178.5,185.9,187.7,187.7,189.1,306.5,420.6,427.5,9.0,183.3,316.7,321.2,323.4,330.1,330.1,331.1,337.3,550.8,1381.6,1539.4,122.8,122.8,170.1,132.8,182.2,185.0,188.4,198.5,250.0,272.4,289.0,290.7,17.1,17.1,79.3
831,Gernsi,Гернси,Guernsey,Гернси,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,66.5,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Niderlandiya Antillari,Нидерландские Антильские Острова,Netherlands Antilles,Нидерландия Aнтиллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
032,Argentina,Аргентина,Argentina,Aргентина,3818.2,6530.8,8533.0,14772.8,19277.5,23144.5,30201.1,35194.4,39659.4,46563.6,55790.5,60491.4,3838.8,6348.1,9650.6,11107.9,14758.4,17086.2,17718.9,19229.6,20425.9,22546.0,25306.0,26828.9,3649.3,6299.1,8090.9,9419.4,9901.8,10529.9,12014.1,13509.4,14330.0,15414.9,16020.2,17284.0,118.0,260.9,377.0,767.2,1234.4,2036.1,3491.7,4968.5,5985.6,8243.7,9373.5,10541.5,2398.5,4346.2,6628.4,5698.7,7902.7,9787.0,10764.8,12213.9,13487.4,15001.2,17842.9,22679.0,2157.3,3598.0,5092.8
218,Ekvador,Эквадор,Ecuador,Еквадор,3095.3,5225.8,7784.5,10457.0,11533.0,12896.3,14193.4,15429.1,16933.6,19223.6,22788.7,30840.9,6112.6,11094.1,16997.1,21462.9,23093.3,26022.8,28954.3,33702.9,39415.3,43903.4,52408.9,62692.2,9288.5,14008.6,19724.2,29886.0,40974.9,47001.7,54104.8,59493.4,66648.0,74319.0,83597.5,92372.3,12598.6,23974.3,32177.6,36029.4,38916.9,41186.2,43266.3,58408.3,47624.8,50343.6,53496.9,57668.2,13784.7,8048.6,18461.4,12737.8,23620.4,28213.6,31459.6,35345.9,39806.0,41578.0,47191.3,52509.6,3514.1,6808.4,13431.8
422,Livan,Ливан,Lebanon,Ливан,52.1,52.2,55.3,64.8,102.8,242.0,242.1,388.1,493.5,1450.5,1523.7,1639.3,0.0,269.1,291.9,321.0,664.9,1232.1,1284.5,1397.3,1397.6,1607.9,1635.2,1648.2,492.8,70.8,148.0,277.8,317.3,375.5,400.5,438.1,539.1,583.4,735.9,806.6,28.2,63.0,70.3,106.7,108.4,257.0,381.0,562.7,664.0,754.0,790.7,800.8,87.2,88.1,200.0,130.7,377.3,435.8,469.4,516.3,654.2,815.8,868.8,1046.9,20.2,51.5,293.3
630,Puerto-Riko,Пуэрто-Рико,Puerto Rico,Пуерто-Рико,0.0,0.0,0.0,0.0,0.0,2.6,3.5,6.6,10.6,10.8,10.8,10.8,0.0,0.0,0.0,0.0,0.2,0.2,1.2,1.2,1.2,2.1,2.1,2.9,0.0,3.5,3.5,3.5,5.7,30.4,31.3,206.8,211.8,211.8,212.8,215.7,0.0,1.1,1.1,1.1,1.6,1.9,2.2,2.2,2.2,2.2,2.8,2.8,0.0,0.4,0.4,0.4,0.6,0.8,0.8,4.8,5.0,5.3,5.5,5.8,0.3,0.7,1.0
044,Bagam orollari,Багамские Острова,Bahamas,Багам ороллари,0.0,0.0,0.1,0.1,0.3,0.4,0.5,0.7,0.8,1.1,1.2,247.4,0.1,0.1,0.2,0.2,0.3,0.3,0.9,1.0,1.0,1.0,1.1,339.1,44.0,0.0,3.3,3.3,3.3,3.3,3.3,3.4,3.7,3.8,3.9,49.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,2.4,0.0,0.0,0.1,0.0,0.1,0.1,3.8,3.8,6.6,6.6,6.6,6.6,0.0,0.0,0.0
031,Ozarbayjon,Азербайджан,Azerbaijan,Озарбайжон,7336.4,14902.8,27607.0,37981.1,44512.5,51704.4,59074.5,72561.3,82875.4,95885.0,106722.8,118898.7,8527.5,18703.7,32717.9,50042.4,66104.4,83728.8,100784.2,116298.7,130422.6,142872.4,162160.8,183204.8,9894.4,26138.6,39244.2,57741.4,77282.3,84630.9,141869.2,163680.5,178859.3,193559.3,211412.8,236190.8,10236.9,24412.6,45815.1,57479.5,79476.3,101938.0,120549.1,150351.8,182647.3,211462.0,233141.0,253534.9,14133.1,35264.8,79280.0,56256.8,99520.6,130048.8,152620.9,177753.9,206349.4,240798.0,275054.6,307274.7,19765.3,51271.6,80147.9
004,Afg'oniston,Афганистан,Afghanistan,Aфғонистон,58183.2,109293.7,178862.2,247526.3,299755.6,354171.3,407979.5,444896.2,489902.3,539886.8,604764.6,673676.2,38177.6,95651.3,185921.5,252121.8,310520.7,369220.2,419911.6,470515.1,520702.1,586470.6,673079.6,765626.7,52679.4,111558.1,180306.5,260268.3,329319.0,370692.0,470707.0,543619.6,615309.9,693487.6,784074.6,867543.9,46270.9,131222.1,238846.2,319398.7,382130.5,457985.3,571046.6,666715.8,762109.5,886263.7,1004964.4,1134266.3,153731.3,276189.4,504515.5,402000.1,621991.3,723283.7,862235.6,1008496.4,1149805.5,1316927.7,1474051.1,1678501.1,139644.5,298434.6,507994.6
276,Germaniya,Германия,Germany,Германия,44499.9,78122.1,135137.0,197744.7,275783.3,334143.6,396318.3,457711.2,546193.2,611492.1,675417.8,765700.6,45268.5,176109.6,384200.5,452209.1,499781.3,558434.7,636741.9,706738.0,783077.3,870398.4,941563.4,1170246.3,496909.4,573370.1,672872.4,789814.3,896976.5,928834.2,608863.3,708252.7,784203.1,876679.2,962411.6,1072266.3,96747.5,174710.7,268879.9,346760.6,428173.6,508037.7,602484.5,682035.9,859876.0,973260.1,1074254.4,1213911.9,169290.4,256413.3,423790.7,302667.6,552453.8,647216.1,750473.5,854428.6,957578.9,1056430.9,1166255.3,1427731.6,106866.0,208140.4,304837.5
417,Qirg'iziston,Кыргызстан,Kyrgyzstan,Қирғизистон,53899.0,118907.9,187603.0,250717.1,338854.5,425507.6,506558.7,598180.4,684587.7,773322.6,852886.3,953637.8,60343.3,140690.9,234610.1,343386.0,444411.4,589185.9,659943.9,756538.4,867026.3,989948.3,1120006.8,1263268.9,61943.6,168283.6,232181.1,332097.6,420391.0,484043.6,623210.2,679161.0,753767.9,814112.5,877708.3,968264.2,45028.5,96190.7,154111.6,219974.8,290126.2,381522.5,466216.2,529943.9,586826.3,674411.2,737156.1,846379.6,48937.7,163020.1,225082.9,154627.5,322381.7,430233.1,504653.9,597035.9,672835.2,787293.5,903744.6,1199174.2,64754.4,136379.1,221674.5
156,Xitoy,Китай,China,Хитой,484196.5,923294.5,1493588.3,2147806.1,2713661.5,3367497.2,4035658.1,4789667.1,5381500.3,6103111.9,6723588.1,7452511.7,620959.8,1358578.8,2187465.4,3123764.1,3786282.0,4532467.9,5224641.5,6028424.0,6788403.4,7501078.2,8178097.2,9059705.9,544200.6,1330105.3,2367315.6,3350067.2,4561197.4,5276172.6,6899786.1,8282505.8,9454947.2,10804312.3,12231368.5,13825656.4,1128147.2,2131366.7,3025529.9,3960934.7,5059388.4,5892897.9,6848040.7,8016669.6,9035258.9,10237034.5,11257832.1,12486702.3,994718.0,2081046.6,4183738.3,3014634.7,5398346.6,6556775.5,8077240.1,9705386.1,11413907.7,13110306.8,14648054.4,17226652.8,1624345.3,3192643.8,4617016.9
068,Boliviya,Боливия,Bolivia,Боливия,0.2,0.2,0.2,0.2,0.2,21.1,21.1,40.5,40.8,40.8,40.8,40.9,6.9,6.9,6.9,7.1,7.1,7.5,7.5,7.5,7.5,7.5,7.5,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.5,0.6,0.0,6.8,6.8,13.7,13.7,20.7,20.7,21.8,21.8,21.9,21.9,21.9,0.0,0.0,9.2,9.2,9.2,9.4,9.4,9.4,9.4,9.4,15.0,15.0,0.0,5.2,5.2
226,Ekvatorial Gvineya,Экваториальная Гвинея,Equatorial Guinea,Екваториал Гвинея,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Lixtenshteyn,Лихтенштейн,Liechtenstein,Лихтенштейн,44.2,44.5,44.5,86.4,86.5,92.7,101.2,109.4,111.5,112.0,127.4,127.5,0.0,2.7,2.8,3.4,4.7,7.2,7.3,12.8,13.1,13.5,16.4,18.4,445.6,8.2,9.4,14.3,15.5,17.3,17.4,17.9,17.5,23.5,26.2,309.6,6.0,11.2,15.2,15.7,18.8,25.3,44.5,50.4,51.4,52.5,56.8,56.9,15.3,44.3,122.1,98.9,222.4,244.7,272.5,314.7,362.1,423.8,696.3,761.8,5.8,5.8,109.1
642,Ruminiya,Румыния,Romania,Руминия,1528.7,2592.1,3748.5,5536.0,7012.1,10056.9,12331.2,13598.0,15042.5,17445.3,21555.9,24850.3,2418.2,5480.1,7392.2,9458.0,12793.8,16834.4,20585.1,26249.3,30472.1,50080.9,55536.1,60431.1,4913.3,7596.0,10001.4,13972.1,17593.0,20307.0,22932.8,28761.2,35112.1,44433.6,57960.4,68338.8,3869.2,6920.9,11923.7,15777.8,20406.6,25110.4,29456.1,33883.6,45383.4,59320.5,66010.9,78475.5,7257.8,16567.1,27394.4,22328.7,34302.0,38439.3,45977.6,57235.1,65050.8,72519.3,78325.4,87351.5,6184.1,11677.0,14996.2
688,Serbiya,Сербия,Serbia,Сербия,364.6,861.5,1152.9,3442.1,4017.6,4284.7,4493.2,4740.8,5238.7,5702.8,6157.8,6822.0,1033.7,1825.3,2973.6,4201.4,6024.1,7971.9,9384.9,10674.7,12236.9,13172.1,14884.0,15876.5,2413.8,3865.9,5154.7,6504.5,7246.5,8324.8,9318.6,9602.2,10123.5,11238.3,11890.7,12806.5,1021.2,2434.1,3708.0,5128.2,6422.6,7469.1,8225.6,8742.9,9987.0,10628.2,11387.8,12093.2,1863.4,3601.3,5541.9,4498.1,6709.0,8039.3,9021.7,9860.4,10234.8,10746.6,11427.9,11977.6,398.2,2101.5,3533.8
710,JAR,ЮАР,South Africa,ЖAР,2466.6,2575.8,2623.4,2764.1,2767.5,6043.1,6186.0,6488.5,6664.3,6776.5,6896.7,7201.3,265.1,311.3,330.4,358.4,366.1,2416.5,2435.7,4362.0,4853.1,5769.0,6598.8,6649.1,1269.6,642.3,8574.3,11274.6,11506.8,12277.6,12357.7,14201.3,19564.7,24411.6,44940.0,51357.1,484.0,629.1,895.0,1055.9,1833.4,2218.2,12253.1,12587.3,13073.2,15178.1,15884.9,17673.3,290.5,335.1,1540.6,1240.1,1860.0,2019.8,2305.1,3880.4,4882.9,9650.6,11925.2,13424.8,2086.1,2849.3,3589.6
620,Portugaliya,Португалия,Portugal,Португалия,853.8,2035.8,3605.4,4533.3,5396.6,6236.3,8751.2,9663.4,12312.4,13479.4,14519.3,16065.9,645.1,1806.9,2633.7,4201.1,5619.0,7384.4,8908.0,9418.3,9887.6,10543.4,11442.8,12194.6,1746.1,2401.9,3440.3,5296.6,6802.6,7643.9,9211.0,9880.6,10694.3,11780.2,12727.1,13602.4,1162.1,3156.2,5639.1,8820.9,10836.7,12582.8,14242.9,16592.5,18955.1,20614.9,23060.6,25030.7,1999.5,3339.0,6120.8,4748.4,8218.0,10357.7,11638.2,13014.1,14841.6,17476.0,19557.1,21646.7,46968.5,48355.9,51130.4
072,Botsvana,Ботсвана,Botswana,Боцвана,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,8.2,8.2,8.2,8.2,0.0,0.0,0.0,0.0,8.3,17.4,17.4,17.4,17.4,17.4,17.4,17.4,0.0,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9,12.7,12.7,12.7,6.3,12.5,41.6,41.5,41.6,43.8,43.9,43.9,45.3,45.3,46.7,46.6,0.0,1.0,3.6
233,Estoniya,Эстония,Estonia,Естония,2580.6,7833.3,10092.4,15170.3,18922.3,22154.1,25623.6,28822.3,33361.9,37949.0,43468.0,52957.4,16556.6,23219.6,30800.2,41610.2,47885.5,53620.6,55055.3,63896.9,70167.4,78737.0,85503.3,98763.8,6734.9,10069.2,19720.2,30346.6,44689.4,42019.2,49772.5,64813.5,68126.5,71051.0,74288.0,118581.0,5504.9,16159.9,21091.8,29885.1,48949.2,64073.5,67875.0,86628.0,96248.5,110638.3,126349.9,141695.6,6312.5,16645.1,28677.9,21298.7,32059.9,34934.7,37798.8,43715.1,51382.2,55525.8,59396.4,63029.5,1962.9,5294.4,7851.2
446,Makao,Макао,Macao,Макао,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.4,0.4,0.5,0.5,0.0,0.2,0.3,0.4,0.4,4.2,21.5,24.8,24.9,118.3,118.3,142.1,446.0,0.0,30.0,30.4,30.5,30.9,30.9,31.8,32.2,33.3,33.7,33.9,0.0,0.0,2.0,9.6,9.6,9.6,9.6,9.6,9.6,9.6,389.3,2172.5,375.1,881.0,921.5,921.4,972.2,973.2,973.2,1016.8,1017.4,1017.6,1017.8,1017.8,0.0,0.0,51.1
