Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,128.2,126.6,121.6,103.8,103.65,107.76,106.78,106.84,107.84,107.37,107.34,107.64,107.0,106.8,106.13,105.6,105.7,114.4,114.3,115.2,111.1,110.0,112.3,108.8,109.8,107.3
