Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,548.0,694.4,902.7,1177.2,1494.6,1801.6,2270.1,2754.1,3485.5,3927.1,4342.1,5592.6,6774.8,7780.4,9880.3,12797.6
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,16.2,21.3,28.0,39.6,48.7,59.6,71.1,90.7,113.8,136.8,152.7,176.4,224.1,233.6,350.4,476.6
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,33.6,42.3,53.3,70.7,86.6,110.1,137.9,169.6,212.1,242.9,280.9,377.8,405.5,465.7,583.2,761.3
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,30.4,44.0,59.7,75.3,98.0,115.9,132.1,150.6,178.2,216.0,223.3,314.0,367.1,396.0,507.1,699.7
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,13.8,18.1,23.1,29.6,37.6,47.9,58.5,62.8,82.4,102.9,111.8,139.0,188.2,152.0,200.4,259.8
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,31.9,40.6,52.0,72.4,88.1,111.2,136.0,160.7,201.3,241.7,262.3,326.5,386.8,443.9,550.9,710.4
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,11.0,15.4,19.4,25.6,31.7,42.1,48.3,56.7,67.9,86.1,100.0,121.0,139.0,150.6,193.9,249.3
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,24.8,32.4,41.5,53.5,66.6,76.8,94.2,111.9,141.1,159.4,204.7,239.6,307.6,299.7,358.7,442.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,45.2,59.1,74.9,97.9,127.0,142.3,274.9,312.8,349.6,419.1,438.9,568.9,685.6,815.5,1056.3,1374.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,18.8,25.5,34.0,52.3,73.2,85.1,98.5,110.8,149.0,184.1,196.1,246.5,274.0,274.1,329.0,459.2
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,8.4,10.9,13.3,15.9,18.0,21.3,23.9,36.6,55.7,65.8,73.3,102.0,125.7,99.5,174.2,196.5
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,78.1,98.5,121.7,150.4,187.6,217.8,274.5,321.9,370.6,435.5,495.9,655.8,804.9,883.4,1103.0,1496.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,45.9,59.3,76.7,111.9,128.9,162.8,202.4,231.9,268.9,318.7,328.5,418.1,459.7,539.4,670.4,900.7
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,17.3,22.2,28.0,37.1,46.1,57.8,73.7,89.1,111.4,122.9,143.5,169.9,207.8,207.2,257.9,319.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,171.2,203.3,275.8,342.8,453.5,550.4,643.9,847.8,1183.5,1195.1,1330.1,1736.6,2198.3,2818.7,3543.9,4451.9
