Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2013-M01,2013-M02,2013-M03,2013-M04,2013-M05,2013-M06,2013-M07,2013-M08,2013-M09,2013-M10,2013-M11,2013-M12,2014-M01,2014-M02,2014-M03,2014-M04,2014-M05,2014-M06,2014-M07,2014-M08,2014-M09,2014-M10,2014-M11,2014-M12,2015-M01,2015-M02,2015-M03,2015-M04,2015-M05,2015-M06,2015-M07,2015-M08,2015-M09,2015-M10,2015-M11,2015-M12,2016-M01,2016-M02,2016-M03,2016-M04,2016-M05,2016-M06,2016-M07,2016-M08,2016-M09,2016-M10,2016-M11,2016-M12,2017-M01,2017-M02,2017-M03,2017-M04,2017-M05,2017-M06,2017-M07,2017-M08,2017-M09,2017-M10,2017-M11,2017-M12,2018-M01,2018-M02,2018-M03,2018-M04,2018-M05,2018-M06,2018-M07,2018-M08,2018-M09,2018-M10,2018-M11,2018-M12,2019-M01,2019-M02,2019-M03,2019-M04,2019-M05,2019-M06,2019-M07,2019-M08,2019-M09,2019-M10,2019-M11,2019-M12,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03,2026-M04
001,Guruch,Рис,Rice,Гуруч,3289.0,3299.0,3292.0,3245.0,3246.0,3315.0,3438.0,3547.0,3503.0,3577.0,3619.0,3721.0,3846.0,3986.0,4179.0,4322.0,4394.0,4422.0,4551.0,4808.0,5001.0,5057.0,4825.0,4851.0,5063.0,5264.0,5447.0,5497.0,6265.0,6730.0,6910.0,7072.0,6381.0,5992.0,5539.0,4943.0,4507.0,4596.0,4610.0,4552.0,4553.0,4622.0,4663.0,4700.0,4650.0,4533.0,4477.0,4424.0,4415.0,4443.0,4453.0,4483.0,4546.0,4627.0,4672.0,4719.0,4802.0,4905.0,4751.0,6552.0,8192.0,8574.0,8159.0,8330.0,8450.0,8477.0,8913.0,9132.0,9132.0,9132.0,9132.0,9132.0,8907.0,9235.0,9160.0,9142.0,9131.0,9068.0,9133.0,9539.0,9761.0,9829.0,9499.0,9325.0,9267.0,9130.0,9121.0,9891.0,9989.0,9989.0,10110.0,10224.0,10326.0,10307.0,10186.0,10072.0,10053.0,10125.0,10202.0,10392.0,10503.0,10529.0,10579.0,10612.0,10626.0,10693.0,10681.0,10656.0,10561.0,10669.0,10742.0,10874.0,10934.0,11293.0,11129.0,11405.0,11155.0,11412.0,11744.0,12182.0,13915.0,15088.0,15630.0,16066.0,16425.0,17076.0,17352.0,17851.0,18279.0,18550.0,18518.0,18651.0,18631.0,18358.0,18440.0,18611.0,18677.0,18765.0,18842.0,18937.0,19084.0,19078.0,18781.0,18429.0,18398.0,18350.0,18372.0,18345.0,18252.0,18016.0,17704.0,17624.0,17511.0,17251.0,16879.0,16543.0,16306.0,16155.0,15955.0,15590.0
003,Arpa,Ячмень,Barley,Арпа,996.0,966.0,984.0,1023.0,1040.0,1087.0,1100.0,1176.0,1065.0,1113.0,1197.0,1249.0,1309.0,1332.0,1361.0,1385.0,1395.0,1397.0,1329.0,1251.0,1276.0,1341.0,1402.0,1429.0,1467.0,1487.0,1502.0,1505.0,1528.0,1501.0,1350.0,1349.0,1357.0,1357.0,1382.0,1431.0,1455.0,1467.0,1492.0,1521.0,1566.0,1593.0,1596.0,1480.0,1437.0,1444.0,1479.0,1507.0,1540.0,1555.0,1583.0,1609.0,1803.0,1935.0,1905.0,1865.0,1818.0,1823.0,1824.0,1899.0,1985.0,2056.0,2093.0,2093.0,2093.0,2093.0,2093.0,1992.0,1992.0,2003.0,2008.0,2013.0,2013.0,2013.0,2013.0,2013.0,2056.0,2056.0,2075.0,2075.0,2075.0,2075.0,2224.0,2267.0,2311.0,2316.0,2320.0,2364.0,3349.0,3280.0,2890.0,2829.0,2829.0,2829.0,2829.0,2830.0,2835.0,2844.0,2865.0,2915.0,2957.0,2929.0,2894.0,2898.0,2938.0,3004.0,3044.0,3160.0,3428.0,3456.0,3550.0,3819.0,3908.0,4134.0,4148.0,4283.0,4238.0,4248.0,4287.0,4236.0,4275.0,4362.0,4372.0,4351.0,4331.0,4292.0,4227.0,4296.0,4227.0,4200.0,4130.0,4059.0,4040.0,4026.0,4012.0,4016.0,4014.0,3988.0,3933.0,3932.0,3936.0,3940.0,3926.0,3886.0,3859.0,3882.0,3936.0,4015.0,4074.0,4121.0,4094.0,4103.0,4101.0,4099.0,4102.0,4100.0,4189.0,4200.0,4208.0,4236.0
0004,Bug'doy,Пшеница,Wheat,Буғдой,849.0,855.0,860.0,856.0,867.0,877.0,834.0,806.0,828.0,825.0,855.0,882.0,920.0,961.0,1015.0,1086.0,1124.0,1120.0,948.0,816.0,830.0,868.0,916.0,954.0,987.0,1016.0,1052.0,1097.0,1220.0,1330.0,1369.0,1411.0,1365.0,1325.0,1334.0,1371.0,1429.0,1380.0,1384.0,1411.0,1444.0,1388.0,1344.0,1301.0,1287.0,1295.0,1329.0,1366.0,1400.0,1417.0,1445.0,1470.0,1663.0,1704.0,1614.0,1565.0,1586.0,1606.0,1624.0,1719.0,1755.0,1775.0,1793.0,1818.0,1923.0,1977.0,1866.0,1787.0,1779.0,1847.0,2030.0,2083.0,2076.0,2076.0,2175.0,2292.0,2330.0,2337.0,2204.0,1996.0,1996.0,1996.0,2059.0,2138.0,2191.0,2199.0,2329.0,2837.0,3468.0,3175.0,2911.0,3107.0,3146.0,3200.0,3266.0,3283.0,3288.0,3282.0,3266.0,3308.0,3364.0,3245.0,2953.0,2967.0,3041.0,3098.0,3202.0,3360.0,3505.0,3582.0,3640.0,3929.0,4089.0,4338.0,4347.0,4390.0,4375.0,4373.0,4414.0,4449.0,4376.0,4385.0,4421.0,4389.0,4351.0,4306.0,3994.0,3789.0,3636.0,3649.0,3584.0,3513.0,3495.0,3497.0,3477.0,3462.0,3462.0,3411.0,3302.0,3259.0,3277.0,3284.0,3264.0,3256.0,3264.0,3330.0,3383.0,3460.0,3486.0,3449.0,3439.0,3481.0,3488.0,3513.0,3604.0,3654.0,3751.0,3768.0,3788.0,3849.0
005,Jo'hori,Кукуруза,Corn,Жўҳори,982.0,934.0,918.0,921.0,940.0,940.0,927.0,961.0,1022.0,1015.0,1040.0,1044.0,1100.0,1142.0,1185.0,1220.0,1240.0,1243.0,1109.0,1040.0,1077.0,1110.0,1142.0,1171.0,1218.0,1249.0,1269.0,1286.0,1515.0,1592.0,1629.0,1632.0,1623.0,1629.0,1595.0,1363.0,1325.0,1392.0,1427.0,1465.0,1488.0,1465.0,1423.0,1455.0,1481.0,1512.0,1547.0,1568.0,1596.0,1612.0,1641.0,1672.0,1834.0,1949.0,1936.0,1904.0,1904.0,1952.0,2003.0,2097.0,2269.0,2409.0,2531.0,2631.0,2631.0,2796.0,2781.0,2728.0,2475.0,2274.0,2284.0,2289.0,2289.0,2404.0,2439.0,2569.0,2761.0,2769.0,2784.0,2792.0,2655.0,2387.0,2374.0,2378.0,2467.0,2514.0,2652.0,2909.0,3382.0,3412.0,3323.0,3522.0,3460.0,3432.0,3401.0,3313.0,3257.0,3290.0,3368.0,3470.0,3552.0,3555.0,3554.0,3556.0,3513.0,3505.0,3496.0,3546.0,3568.0,3588.0,3646.0,3892.0,4072.0,4419.0,4721.0,4642.0,4600.0,4526.0,4447.0,4451.0,4417.0,4427.0,4466.0,4497.0,4446.0,4475.0,4403.0,4338.0,4219.0,4118.0,4020.0,3925.0,3906.0,3855.0,3820.0,3830.0,3854.0,3867.0,3902.0,3867.0,3895.0,3897.0,3882.0,3857.0,3868.0,3964.0,4079.0,4427.0,4506.0,4594.0,4820.0,4871.0,4652.0,4569.0,4549.0,4554.0,4514.0,4553.0,4575.0,4647.0
006,Kepak,Отруби,Bran,Кепак,673.0,682.0,692.0,688.0,691.0,700.0,678.0,672.0,694.0,704.0,740.0,767.0,796.0,828.0,863.0,896.0,917.0,898.0,823.0,786.0,821.0,853.0,888.0,918.0,951.0,976.0,991.0,994.0,1005.0,1025.0,1047.0,1074.0,941.0,929.0,921.0,913.0,918.0,923.0,929.0,963.0,979.0,950.0,888.0,887.0,908.0,941.0,970.0,995.0,1024.0,1044.0,1070.0,1090.0,1276.0,1409.0,1381.0,1321.0,1495.0,1565.0,1224.0,1378.0,1467.0,1487.0,1488.0,1488.0,1488.0,1498.0,1498.0,1498.0,1498.0,1571.0,1571.0,1571.0,1571.0,1571.0,1582.0,1606.0,1608.0,1608.0,1610.0,1612.0,1603.0,1598.0,1612.0,1642.0,1644.0,1646.0,1647.0,1664.0,1709.0,1747.0,1774.0,1822.0,1886.0,1901.0,1952.0,2001.0,2061.0,2138.0,2201.0,2425.0,2658.0,2626.0,2562.0,2548.0,2558.0,2576.0,2604.0,2682.0,2668.0,2803.0,2853.0,2957.0,2990.0,3134.0,3169.0,3146.0,3126.0,3158.0,3166.0,3164.0,3154.0,3151.0,3157.0,3168.0,3222.0,3270.0,3335.0,3353.0,3360.0,3348.0,3253.0,3156.0,3123.0,3099.0,3086.0,3087.0,3115.0,3132.0,3127.0,3124.0,3121.0,3130.0,3121.0,3080.0,3071.0,3067.0,3094.0,3174.0,3210.0,3229.0,3247.0,3262.0,3245.0,3170.0,3168.0,3187.0,3239.0,3309.0,3353.0,3402.0
0008,Shrot,Шрот,Schroth,Шрот,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2808.0,2774.0,2586.0,2551.0,2553.0,2553.0,2553.0,2824.0,2847.0,2848.0,2848.0,2860.0,2870.0,2870.0,2877.0,2904.0,2910.0,2918.0,2952.0,2973.0,3088.0,3363.0,3458.0,3401.0,3317.0,3304.0,3317.0,3522.0,3679.0,3651.0,3900.0,3951.0,3958.0,3954.0,3949.0,3949.0,3832.0,3883.0,3993.0,4000.0,4025.0,4220.0,4225.0,4225.0,4225.0,4250.0,4405.0,4425.0,4558.0,4775.0,4752.0,4650.0,4683.0,4683.0,4683.0,4683.0,4685.0,4689.0,4434.0,4218.0,4177.0,4196.0,4190.0,4208.0,4288.0,4326.0,4394.0,4467.0,4545.0,4754.0,4717.0,4705.0,4701.0,4693.0,4791.0,4939.0,5038.0,5132.0,5201.0,5273.0,5309.0,5229.0,5127.0,5120.0,5057.0,5072.0,5127.0,5162.0
009,Shulxa,Шелуха,Husk,Шулха,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2208.0,2208.0,1900.0,1785.0,1828.0,1925.0,1940.0,1984.0,2003.0,2015.0,2016.0,2024.0,2031.0,2033.0,2042.0,2067.0,2075.0,2077.0,2085.0,2109.0,2199.0,2349.0,2460.0,2456.0,2423.0,2310.0,2311.0,2472.0,2908.0,2926.0,2941.0,2941.0,2959.0,2975.0,2998.0,3033.0,3071.0,3176.0,3257.0,3334.0,3369.0,3380.0,3412.0,3335.0,3295.0,3365.0,3356.0,3327.0,3686.0,3544.0,3564.0,3632.0,3616.0,3631.0,3631.0,3653.0,3653.0,3654.0,3661.0,3616.0,3570.0,3498.0,3474.0,3472.0,3511.0,3510.0,3578.0,3597.0,3733.0,3750.0,3687.0,3679.0,3679.0,3658.0,3780.0,3965.0,4067.0,4128.0,4157.0,4193.0,4299.0,4272.0,4161.0,4036.0,4044.0,4088.0,4102.0,4110.0
010,Kombikorm,Комбикорм,Compound feed,Комбикорм,767.0,758.0,749.0,730.0,733.0,739.0,699.0,683.0,770.0,834.0,815.0,785.0,807.0,833.0,868.0,892.0,909.0,892.0,850.0,821.0,837.0,864.0,888.0,911.0,953.0,980.0,996.0,1002.0,1012.0,1048.0,1062.0,1075.0,1083.0,1065.0,1062.0,1123.0,1183.0,1199.0,1206.0,1234.0,1249.0,1235.0,1186.0,1178.0,1179.0,1205.0,1232.0,1258.0,1291.0,1309.0,1339.0,1369.0,1434.0,1477.0,1467.0,1422.0,1435.0,1465.0,1520.0,1544.0,1587.0,1607.0,1607.0,1607.0,1607.0,1614.0,1614.0,1614.0,1614.0,1656.0,1973.0,2211.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,2117.0,2062.0,1886.0,1901.0,1901.0,1902.0,1903.0,1903.0,1906.0,1906.0,1908.0,1910.0,1910.0,1913.0,1947.0,1962.0,1976.0,1984.0,2017.0,2093.0,2132.0,2297.0,2462.0,2521.0,2593.0,2617.0,2625.0,2663.0,2767.0,2836.0,2855.0,2893.0,2946.0,3067.0,3116.0,3274.0,3379.0,3446.0,3498.0,3519.0,3510.0,3541.0,3572.0,3520.0,3531.0,3560.0,3618.0,3632.0,3642.0,3674.0,3700.0,3702.0,3701.0,3667.0,3632.0,3571.0,3558.0,3559.0,3544.0,3545.0,3566.0,3583.0,3611.0,3658.0,3631.0,3630.0,3627.0,3633.0,3665.0,3729.0,3762.0,3768.0,3770.0,3804.0,3808.0,3803.0,3813.0,3801.0,3815.0,3865.0,3893.0,3926.0
011,Oliy navli bug'doy uni,Мука пшеничная высшего сорта,High-grade wheat flour,Олий навли буғдой уни,1173.0,1198.0,1207.0,1208.0,1209.0,1217.0,1211.0,1230.0,1222.0,1248.0,1295.0,1327.0,1356.0,1380.0,1392.0,1411.0,1427.0,1442.0,1432.0,1413.0,1430.0,1463.0,1473.0,1483.0,1520.0,1555.0,1567.0,1575.0,1579.0,1612.0,1640.0,1647.0,1849.0,1909.0,2003.0,2098.0,2130.0,2146.0,2165.0,2181.0,2189.0,2194.0,2184.0,2194.0,2225.0,2254.0,2294.0,2328.0,2375.0,2394.0,2419.0,2449.0,2461.0,2467.0,2453.0,2443.0,2450.0,2463.0,2474.0,2477.0,2638.0,2906.0,2962.0,2967.0,2967.0,2967.0,2967.0,2967.0,2971.0,2979.0,3135.0,3189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6309.0,6417.0,6490.0,6733.0,6846.0,7573.0,7665.0,7697.0,7727.0,8189.0,8302.0,8295.0,8388.0,8285.0,8253.0,8078.0,7966.0,8036.0,8062.0,7984.0,8404.0,8865.0,8845.0,8812.0,8347.0,8320.0,8295.0,8329.0,8345.0,8340.0,8342.0,8334.0,8308.0,8328.0,8278.0,8278.0,8303.0,8309.0,8310.0,8329.0,8338.0,8335.0,8319.0,8315.0,8307.0,8298.0,8258.0,8255.0,8293.0,8346.0,8500.0,8671.0
0012,1-navli bug'doy uni,Мука пшеничная первого сорта,First grade wheat flour,1-навли буғдой уни,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4302.0,4357.0,4394.0,4628.0,5010.0,6106.0,6082.0,6085.0,6081.0,6536.0,6598.0,6599.0,6672.0,6580.0,6527.0,6312.0,6200.0,6115.0,6036.0,5981.0,6473.0,6844.0,6732.0,6701.0,6046.0,5996.0,5974.0,6067.0,6060.0,6034.0,6022.0,5990.0,5943.0,5984.0,6133.0,6118.0,6106.0,6087.0,6081.0,6061.0,6040.0,6030.0,6022.0,6039.0,5988.0,5935.0,5920.0,5894.0,5931.0,5974.0,5955.0,5999.0
