Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,122.3,118.5,117.6,118.7,116.7,115.9,117.2,102.1,102.9,108.0,92.2,117.8,106.7,106.9,112.1,114.2
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,125.0,123.1,118.4,126.2,128.5,129.0,110.1,100.6,103.8,106.3,89.5,122.2,101.9,107.7,114.8,119.1
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,121.6,117.5,118.9,124.8,120.5,119.1,116.2,102.6,107.1,106.8,88.0,114.8,108.7,105.9,119.2,110.5
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,117.2,119.1,117.2,122.4,115.3,113.5,113.4,102.9,102.6,113.3,90.2,111.4,102.3,110.3,110.2,115.7
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,129.7,120.8,124.6,118.8,108.9,114.7,114.0,102.0,104.2,110.9,100.5,118.6,101.0,110.5,114.1,110.3
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,126.8,121.9,121.7,119.8,119.8,117.6,116.7,101.9,103.5,105.7,90.5,127.2,106.1,106.0,108.8,118.7
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,130.1,114.5,128.0,123.3,119.3,120.1,116.9,101.0,110.3,118.8,88.9,114.7,107.6,108.7,112.6,117.4
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,128.5,124.4,120.7,124.5,124.9,118.2,128.5,100.8,110.2,111.0,82.8,123.6,105.7,108.1,114.7,116.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,122.5,118.4,120.4,122.1,121.6,115.8,114.3,102.0,100.4,122.4,88.9,122.6,107.7,108.1,115.4,113.2
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,120.6,119.7,128.2,114.3,127.7,117.1,116.8,103.3,104.8,114.3,85.9,117.4,105.3,105.4,107.6,116.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,124.4,124.8,117.9,119.2,116.9,117.5,116.0,101.5,103.8,141.8,102.6,100.3,99.9,102.3,119.7,111.6
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,130.8,113.4,111.2,115.6,114.7,108.7,121.9,101.5,100.5,113.8,100.8,117.2,105.5,108.5,115.5,112.8
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,127.2,125.4,121.7,123.2,122.8,116.5,122.1,101.5,102.9,104.5,96.9,120.0,108.9,107.0,108.4,113.5
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,117.9,122.8,117.5,125.2,115.1,115.4,116.1,103.2,103.1,106.0,94.5,118.3,108.1,102.8,106.0,110.3
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,113.7,117.5,111.8,108.4,104.1,116.0,115.2,103.0,100.4,109.2,93.1,114.0,109.3,105.0,110.2,111.2
