Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,351216.6,37760.2,153439.7,290195.9,414190.6,42360.4,168708.8,321503.3,455073.6,49142.5,186821.8,352689.4,508711.1,58451.8
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,13676.8,1181.1,4223.0,9070.7,15688.4,1330.0,4650.4,10111.5,17132.2,1534.0,5009.6,11415.4,19932.0,1751.5
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,36303.3,3042.4,15579.9,28972.0,42008.7,3391.9,17242.8,31888.7,45589.3,3986.3,18568.6,33187.9,50263.3,4772.4
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,33534.1,3633.4,14160.9,26759.4,38156.9,4038.7,15433.1,29420.4,41989.2,4722.5,17142.5,32692.9,47116.6,5589.8
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,23538.1,2644.7,9142.9,18655.2,27156.7,2971.5,9983.0,20145.0,29166.6,3486.3,11291.1,23782.6,34823.4,4117.5
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,32621.7,3104.6,14968.9,27890.9,39081.4,3475.9,16570.2,30997.6,43586.9,4125.9,19240.6,34301.1,49950.0,4977.9
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,15384.7,1925.1,6918.3,13429.9,18680.1,2168.1,7702.0,14890.3,20769.6,2557.5,8757.2,16633.7,23574.3,3098.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,25793.8,2141.1,10595.8,21007.8,30936.6,2450.7,11391.7,23039.7,33770.4,2809.4,12469.2,25475.6,37620.5,3325.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,40738.1,4832.5,16185.6,35788.3,49496.5,5531.8,17955.8,41140.7,55759.2,6371.1,20344.8,42933.3,57963.3,7642.3
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,27550.5,3161.2,15147.8,24793.1,34110.2,3533.3,16651.1,27582.2,37118.1,4061.0,17731.1,29431.9,41023.8,5000.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,11564.8,1129.2,4658.4,9536.2,13302.5,1291.3,5176.8,10162.3,14404.5,1478.9,5655.9,11453.1,17263.2,1790.8
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,33876.4,4470.4,15773.1,28208.7,40003.0,4995.0,16930.8,30636.9,43206.7,5736.3,18741.9,34264.5,48794.1,6664.1
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,33327.5,3300.2,16247.5,27339.8,39096.4,3654.3,18075.3,30470.4,43616.4,4233.5,19479.5,33689.1,47840.8,4927.1
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,23306.8,3194.3,9837.6,18743.9,26473.2,3527.9,10945.8,21017.6,28964.5,4039.8,12389.8,23428.3,32545.8,4793.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
