Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,763.1,1027.4,1385.3,1793.0,2154.4,2681.4,3263.0,5997.6,7311.8,9596.3,11235.0,15769.8,20572.3,25831.2,32110.5,39626.7
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,34.0,44.8,58.1,77.0,94.5,114.2,135.5,185.2,240.9,324.1,394.9,606.9,741.4,811.3,923.4,1200.1
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,44.6,67.7,96.9,124.1,149.7,185.4,216.4,333.9,397.0,491.6,552.3,933.9,1100.4,1258.2,1573.6,1894.3
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,36.8,50.5,66.7,87.0,104.9,127.2,150.7,246.6,321.1,471.8,585.1,817.1,874.0,1243.7,1618.5,1943.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,19.2,25.1,35.9,46.6,57.2,70.9,86.6,130.9,151.6,221.4,264.4,378.1,467.8,500.5,480.6,604.2
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,33.9,41.0,52.7,70.5,89.8,104.3,118.2,218.6,293.3,327.0,459.4,605.5,785.5,1126.6,1282.5,1696.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,26.9,33.6,41.6,51.2,58.5,71.0,83.4,128.2,144.2,187.8,239.0,312.8,410.4,570.5,436.2,501.4
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,37.0,49.1,67.2,89.8,107.4,130.5,156.3,280.7,302.2,420.2,514.5,731.0,938.0,1140.1,1598.2,2362.7
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,52.1,78.5,120.1,147.3,179.3,219.2,266.9,515.5,605.0,771.5,945.8,1354.6,1615.1,2040.4,2592.7,3114.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,15.4,24.9,32.2,47.5,58.0,72.4,89.1,139.8,200.5,231.4,360.0,535.1,746.7,794.4,847.1,1292.6
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,11.3,15.5,20.0,25.8,30.2,37.5,44.9,70.1,97.0,114.3,156.0,223.5,240.0,260.4,309.4,390.3
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,34.1,49.0,63.4,79.1,92.9,122.3,146.6,349.7,443.8,771.3,650.6,825.0,1044.9,1355.4,1744.9,2156.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,58.2,79.5,107.4,153.6,172.3,213.8,255.3,449.5,484.9,687.9,772.9,1057.4,1445.8,1619.5,1853.8,2409.3
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,22.0,32.3,39.7,54.0,59.3,72.2,91.4,148.4,208.0,280.3,328.8,392.1,599.2,733.6,884.9,1258.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,337.6,435.9,583.4,739.5,900.4,1140.5,1421.6,2800.4,3422.4,4295.6,5011.3,6996.8,9563.1,12376.6,15964.7,18803.4
