Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2019,2020,2021,2022,2023,2024
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,0.0,2961.0,3222.0,3282.0,3397.0,3527.0
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,0.0,3242.0,3242.0,3307.0,3773.0,3805.0
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,0.0,3359.0,3380.0,3395.0,3447.0,3480.0
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,109.0,1868.0,1889.0,2034.0,2107.0,2118.0
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,0.0,1726.0,1737.0,1737.0,1891.0,1899.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,61800.0,62939.0,71697.0,75799.0,76842.0,78456.0
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,9152.0,9222.0,9372.0,9470.0,9611.0,9786.0
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,1060.0,1073.0,1602.0,2771.0,2396.0,3045.0
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,8643.0,8776.0,8929.0,9044.0,9166.0,9331.0
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,5429.0,5472.0,6238.0,7478.0,7355.0,7519.0
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,2514.0,2518.0,2449.0,2451.0,2511.0,2576.0
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,8679.0,8736.0,8933.0,9073.0,8908.0,8873.0
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,8529.0,8671.0,8885.0,8931.0,9149.0,8715.0
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,4605.0,5030.0,7202.0,8365.0,9006.0,9377.0
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,3031.0,3190.0,3185.0,3164.0,3233.0,3199.0
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,5813.0,5901.0,7041.0,7113.0,7268.0,7456.0
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,3502.0,3460.0,3731.0,3976.0
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,4345.0,4350.0,4359.0,4479.0,4508.0,4603.0
