Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,223907.0,271357.0,310459.0,358003.0,413417.0,441913.0,538933.0,667842.0,727999.0,826396.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,9372.0,10692.0,12594.0,15431.0,17788.0,21882.0,23958.0,31555.0,35983.0,40757.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,7950.0,8839.0,11972.0,14699.0,17830.0,20173.0,22450.0,26791.0,30546.0,31722.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,9963.0,12565.0,14073.0,16041.0,19513.0,23101.0,28666.0,33826.0,40122.0,41218.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,9257.0,11796.0,12822.0,14200.0,14822.0,9251.0,19924.0,20314.0,20411.0,20982.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,6430.0,11491.0,13179.0,14857.0,18006.0,18631.0,27573.0,43673.0,49019.0,50435.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,8516.0,10403.0,11190.0,14490.0,17686.0,18246.0,21025.0,28631.0,29976.0,31900.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,6615.0,8942.0,10499.0,13800.0,17292.0,20408.0,22960.0,34032.0,35360.0,38575.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,12803.0,16775.0,23569.0,26955.0,32001.0,33970.0,39367.0,58895.0,59966.0,66781.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,4728.0,5561.0,6907.0,8611.0,9323.0,8840.0,14509.0,24329.0,25621.0,29456.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,3961.0,4542.0,5488.0,6327.0,7849.0,10245.0,12753.0,13705.0,12624.0,13567.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,12695.0,15484.0,18371.0,23393.0,29228.0,36050.0,45031.0,52032.0,57325.0,63968.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,10833.0,14035.0,15489.0,18449.0,21508.0,27590.0,32638.0,38029.0,39226.0,50854.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,7533.0,8578.0,9410.0,11962.0,14811.0,17600.0,20297.0,25788.0,28910.0,33352.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,113251.0,131654.0,144896.0,158788.0,175760.0,175926.0,207782.0,236242.0,262910.0,312829.0
