Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,11081.0,11076.0,11045.0,11017.0,11012.0,11012.0,11013.0,10998.0,11006.0,11015.0,10996.0,10996.0,10964.0,10990.0,10989.0,10987.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,1132.0,1130.0,1130.0,1128.0,1128.0,1128.0,1128.0,1128.0,1128.0,1130.0,1131.0,1124.0,1126.0,1126.0,1126.0,1126.0
1735401,Nukus shahri,Город Нукус,Nukus city,Нукус шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,Aмударё тумани,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,119.0,121.0,122.0,129.0,129.0,129.0,129.0,129.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,Беруний тумани,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0
1735209,Bo‘zatov tumani,Бозатауский район,Bozatau district,Бўзатов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,25.0,25.0
1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,105.0,97.0,97.0,97.0,97.0,97.0
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,130.0,130.0,130.0,130.0,130.0,130.0
1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,43.0
1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,23.0,23.0,23.0,23.0,23.0
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,41.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,43.0,43.0,43.0,43.0,43.0
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
1735230,Taxtako‘pir tumani,Тахтакупырский район,Takhtakupyr district,Тахтакўпир тумани,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,39.0,39.0,39.0,39.0,39.0
1735233,To‘rtko‘l tumani,Турткульский район,Turtkul district,Тўрткўл тумани,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,88.0,88.0,88.0,88.0,88.0
1735236,Xo‘jayli tumani,Ходжейлийский район,Khojeyli district,Хўжайли тумани,111.0,95.0,95.0,94.0,94.0,94.0,94.0,94.0,64.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0
1735240,Chimboy tumani,Чимбайский район,Chimbay district,Чимбой тумани,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,129.0,113.0,115.0,115.0,115.0,115.0
1735243,Shumanay tumani,Шуманайский район,Shumanai district,Шуманай тумани,92.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,104.0,104.0,104.0,104.0,104.0
1735250,Ellikkala tumani,Элликкалинский район,Ellikkala district,Елликкала тумани,85.0,85.0,85.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,91.0,91.0,91.0,91.0,91.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,456.0,456.0,456.0,456.0,456.0,456.0,456.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0
1703401,Andijon shahri,Город Андижан,Andijan city,Aндижон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1703408,Xonobod shahri,Город Ханабад,Khanabadcity,Хонобод шаҳри,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1703202,Oltinko‘l tumani,Алтынкульский район,Altynkul  district,Олтинкўл тумани,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
1703203,Andijon tumani,Андижанский район,Andijan district,Aндижон тумани,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
1703206,Baliqchi tumani,Балыкчинский район,Balykchi district,Балиқчи тумани,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
1703209,Bo‘ston tumani,Бустонский район,Bustan district,Бўстон тумани,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
1703210,Buloqboshi tumani,Булакбашинский район,Bulakbashi district,Булоқбоши тумани,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
1703211,Jalaquduq tumani,Жалакудукский район,Jalаquduk district,Жалақудуқ тумани,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
1703214,Izboskan tumani,Избасканский район,Izbaskan district,Избоскан тумани,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
1703217,Ulug‘nor tumani,Улугноpский район,Ulugnor district,Улуғнор тумани,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1703220,Qo‘rg‘ontepa tumani,Кургантепинский район,Kurgantepa district,Қўрғонтепа тумани,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0
1703224,Asaka tumani,Асакинский район,Asaka district,Aсака тумани,14.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
1703227,Marxamat tumani,Мархаматский район,Markhamat district,Мархамат тумани,49.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1703230,Shaxrixon tumani,Шахриханский район,Shakhrikhan district,Шахрихон тумани,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,25.0,49.0,49.0,49.0,49.0,49.0,49.0
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,49.0,25.0,25.0,25.0,25.0,25.0,25.0
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,1471.0,1470.0,1474.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1469.0,1467.0,1473.0,1473.0,1473.0,1473.0,1473.0
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,66.0,66.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0
