Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,7.2,9.0,3.2,2.9,4.1,3.8,4.1,5.1,4.7,5.2,9.0,10.6,10.3,9.7,10.4,11.0,10.8,12.6,17.8,13.8,7.6,8.0,6.6,3.8,2.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,14.8,13.5,1.2,0.4,1.6,1.1,1.7,1.0,3.6,3.9,9.3,7.3,9.5,5.6,3.9,5.0,6.1,12.2,14.1,7.1,7.7,6.1,6.2,4.1,2.1
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,4.6,6.3,5.3,2.0,4.9,1.8,3.6,9.6,14.5,6.4,7.8,11.4,11.8,11.9,13.2,18.1,17.4,18.1,25.7,12.3,8.7,6.8,4.0,1.9,1.2
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,6.1,4.5,0.4,2.3,0.5,1.3,2.1,2.9,1.9,1.3,2.4,3.9,4.6,5.4,6.3,5.9,4.1,3.8,13.9,9.1,7.4,4.4,3.6,1.8,1.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,0.7,12.3,4.9,3.3,6.1,1.1,2.6,5.9,9.2,10.7,13.7,12.8,17.6,13.3,12.6,17.6,16.6,18.6,26.8,15.6,9.3,9.9,6.9,2.2,0.6
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,11.0,6.5,0.4,0.1,0.5,0.4,1.0,0.7,0.8,1.6,3.6,5.0,5.0,4.8,4.1,6.4,4.3,5.6,6.3,3.0,3.8,4.1,3.5,1.3,0.5
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,17.6,10.9,0.4,0.3,0.5,1.3,0.6,1.9,2.6,6.9,10.1,12.1,13.2,7.5,11.0,9.4,6.3,10.9,6.0,22.1,2.3,4.6,2.7,2.2,0.9
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,4.0,6.8,4.1,2.9,4.5,1.6,2.7,6.6,8.4,11.5,11.7,11.3,16.0,14.6,9.5,10.7,17.3,11.6,15.7,15.9,14.3,23.3,19.2,1.9,1.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,4.4,8.4,2.2,2.4,6.5,7.7,6.4,4.6,6.5,8.1,8.2,7.9,8.1,10.3,13.7,12.3,9.9,18.6,27.1,20.0,10.7,7.8,4.3,6.6,3.6
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,1.1,0.5,1.0,0.5,0.8,0.8,5.3,3.1,4.5,7.3,12.5,9.7,11.6,15.3,14.0,15.8,14.2,14.3,28.9,11.1,7.6,7.3,6.7,2.2,2.4
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,7.2,18.9,0.2,1.7,19.8,0.3,4.8,5.9,11.0,10.9,14.6,12.2,19.1,14.3,16.9,13.4,17.8,30.2,36.1,22.4,11.2,9.2,3.6,1.7,4.7
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,6.5,5.6,5.3,0.6,2.3,5.9,4.3,9.4,8.0,7.7,19.8,23.5,14.7,14.1,15.8,17.6,18.5,21.3,20.7,16.2,8.8,10.8,9.5,3.4,1.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,11.0,15.8,1.6,1.8,13.1,5.7,6.3,7.6,3.1,9.3,10.8,11.9,17.8,9.3,13.0,14.2,13.2,14.7,22.9,13.7,7.0,6.2,7.5,4.8,5.800000000000001
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,1.6,5.6,0.5,3.1,0.3,1.8,4.0,5.9,4.2,6.9,11.1,15.8,14.4,13.6,13.7,13.4,13.1,13.3,25.0,13.6,14.5,7.7,7.7,1.8,2.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,4.3,11.3,7.7,8.2,6.3,7.8,8.7,10.1,6.6,6.6,7.9,9.3,7.7,9.6,12.5,12.0,13.0,16.2,20.3,16.1,6.1,7.5,6.4,7.6,2.9
