Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,707.0,1624.5,2778.7,3628.1,5310.5,6626.7,7556.2,8776.0,10115.0,11600.4,13260.0,16035.2,9256.2,21260.8,33656.5,48067.1,62359.4,77327.1,89395.8,104594.4,131244.7,148739.3,167386.6,182929.5,11514.8,26546.3,41527.7,59004.7,77194.5,96533.9,113312.8,132967.3,167913.2,190160.6,215491.5,237634.6,15171.7,33663.4,49804.5
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,12.9,32.1,57.2,75.2,111.7,137.6,151.9,175.9,203.1,232.7,270.2,332.6,569.0,1309.8,2075.9,2963.6,3844.1,4760.3,5501.4,6436.5,8089.6,9168.3,10319.8,11288.6,707.7,1634.1,2559.6,3635.6,4751.8,5933.2,6959.4,8160.0,10317.2,11688.0,13245.3,13395.7,847.6,1887.1,2702.46
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,21.9,49.9,75.7,109.3,141.6,175.4,201.8,231.3,266.1,304.0,348.6,427.2,645.8,1482.5,2348.8,3355.0,4355.9,5389.6,6229.0,7287.1,9206.0,10431.6,11738.4,12780.2,803.6,1853.3,2899.8,4116.8,5387.7,6721.1,7884.4,9251.2,11758.3,13314.3,15085.8,16425.2,1045.8,2313.7,3400.97
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,33.6,81.1,132.7,190.7,243.4,298.7,338.7,393.6,452.5,518.9,597.2,725.4,509.4,1171.7,1860.5,2651.5,3436.4,4243.9,4902.9,5733.0,7198.2,8156.2,9178.1,10058.3,633.8,1462.1,2295.5,3252.8,4250.4,5291.6,6209.7,7283.7,9217.6,10430.7,11805.5,12120.0,767.7,1719.3,2503.64
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,16.6,36.4,60.4,82.6,116.7,144.1,159.4,185.1,214.4,246.8,287.9,354.7,286.3,659.4,1045.7,1492.8,1935.5,2388.8,2759.7,3228.2,4070.4,4613.4,5192.1,5681.2,355.7,821.1,1287.2,1827.6,2389.6,2971.9,3483.4,4087.4,5183.5,5872.7,6648.0,7155.5,453.8,1011.9,1455.07
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,23.5,59.8,106.7,143.3,198.7,245.1,273.1,318.4,368.5,423.1,497.8,607.5,892.4,2053.5,3251.6,4640.6,6018.1,7446.7,8606.3,10067.2,12706.4,14399.9,16205.1,17645.1,1107.8,2558.7,4004.8,5688.5,7436.9,9280.4,10892.9,12782.7,16231.7,18385.9,20830.1,21504.6,1367.0,3038.6,4406.55
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,19.4,47.2,86.0,109.7,164.4,207.6,234.0,268.0,308.6,345.8,397.8,480.4,270.2,620.3,987.1,1405.3,1824.0,2267.1,2616.4,3057.6,3836.8,4344.5,4886.9,5345.8,336.5,773.8,1214.9,1721.7,2250.8,2803.1,3285.8,3858.9,4878.3,5523.0,6258.1,7050.6,450.1,1001.6,1642.88
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,20.0,52.3,82.5,101.5,157.5,193.1,215.3,249.3,284.5,325.1,371.7,456.3,934.9,2148.9,3403.7,4866.1,6312.8,7760.8,8970.0,10496.1,13278.9,15049.1,16935.2,18536.6,1164.3,2686.8,4204.0,5976.4,7820.3,9718.7,11388.9,13352.3,16989.4,19219.8,21763.6,25261.6,1606.8,3567.9,5274.89
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,44.1,100.4,206.6,257.7,398.8,528.3,606.0,680.4,778.1,904.0,1027.9,1218.0,996.2,2287.2,3621.3,5174.0,6703.2,8229.5,9508.4,11155.4,14039.7,15934.3,17935.5,19753.0,1243.1,2863.4,4478.8,6357.9,8304.0,10296.8,12090.3,14200.8,17997.7,20390.1,23091.8,27386.3,1742.8,3873.7,5645.7
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,21.1,51.6,87.8,118.9,163.1,203.8,232.0,271.3,314.4,360.7,429.1,519.8,423.6,976.3,1546.0,2204.6,2857.5,3523.0,4071.6,4762.0,6032.9,6836.9,7693.5,8376.0,526.7,1216.1,1904.4,2700.2,3527.1,4388.1,5149.6,6040.3,7693.9,8716.6,9871.7,10315.3,658.0,1462.0,2164.42
