Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2019,2020,2021,2022,2023,2024
1703232,Paxtaobod tumani,Пахтаабадский район,Pakhtaabad district,Пахтаобод тумани,670.0,712.0,1477.0,5336.0,5340.0,5349.0
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,141.0,189.0,725.0,2713.0,2752.0,2763.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,36574.0,41458.0,42384.0,42573.0,42734.0,42788.0
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,2419.0,2490.0,2604.0,2628.0,2651.0,2559.0
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,628.0,630.0,1050.0,1037.0,1047.0,1061.0
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,2145.0,2194.0,2213.0,2218.0,2219.0,2218.0
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,4192.0,5278.0,5368.0,5398.0,5390.0,5425.0
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Вобкент тумани,2768.0,3063.0,3206.0,3230.0,3246.0,3251.0
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,5540.0,6007.0,6047.0,6060.0,6052.0,6060.0
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,2799.0,3350.0,3350.0,3397.0,3398.0,3424.0
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,2230.0,3069.0,3077.0,3084.0,3116.0,3120.0
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,263.0,343.0,343.0,355.0,357.0,359.0
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,3263.0,3390.0,3390.0,3395.0,3403.0,3408.0
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,3012.0,3594.0,3602.0,3618.0,3631.0,3637.0
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,4332.0,4883.0,4884.0,4889.0,4958.0,5003.0
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,2983.0,3167.0,3250.0,3264.0,3266.0,3263.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,12603.0,13107.0,22754.0,23377.0,28764.0,28764.0
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,231.0,261.0,2941.0,2992.0,3211.0,3211.0
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,389.0,407.0,428.0,441.0,484.0,484.0
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,1564.0,1599.0,546.0,594.0,1796.0,1796.0
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,2284.0,2302.0,1142.0,1163.0,2217.0,2217.0
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,2531.0,2597.0,5279.0,5318.0,6901.0,6901.0
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,1106.0,1138.0,1148.0,1155.0,1626.0,1626.0
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,2715.0,2851.0,5357.0,5507.0,5507.0,5507.0
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,319.0,345.0,1111.0,1145.0,1145.0,1145.0
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,225.0,243.0,314.0,362.0,635.0,635.0
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,209.0,223.0,246.0,263.0,466.0,466.0
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,352.0,366.0,1171.0,1192.0,1390.0,1390.0
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,477.0,540.0,2039.0,2169.0,2310.0,2310.0
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,201.0,235.0,1032.0,1076.0,1076.0,1076.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,58021.0,71306.0,71905.0,72157.0,72480.0,72774.0
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,3708.0,4201.0,4222.0,4222.0,3486.0,3546.0
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,1683.0,3080.0,3102.0,3156.0,3208.0,3229.0
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,6698.0,6698.0,6700.0
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,3562.0,3517.0,3563.0,3599.0,3634.0,3660.0
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,1691.0,2871.0,2939.0,3043.0,3225.0,3230.0
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,5629.0,6366.0,6410.0,6508.0,6515.0,6521.0
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,4951.0,6301.0,6301.0,6438.0,6224.0,6278.0
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,3832.0,6053.0,6053.0,6073.0,6121.0,6132.0
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,4005.0,5495.0,5560.0,5587.0,5677.0,5677.0
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,2208.0,2972.0,3033.0,3038.0,3153.0,3161.0
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,1668.0,2036.0,2079.0,2082.0,2152.0,2156.0
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,1982.0,1890.0,1893.0,1893.0,2451.0,2463.0
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,3519.0,2793.0,2851.0,2862.0,2930.0,2935.0
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,11801.0,12521.0,12640.0,5660.0,5843.0,5854.0
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,4226.0,6412.0,6412.0,6433.0,6434.0,6475.0
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,3556.0,4798.0,4847.0,4865.0,4729.0,4757.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,13239.0,13506.0,15858.0,16368.0,17957.0,19197.0
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,1432.0,1453.0,1561.0,1589.0,1641.0,1866.0
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,71.0,74.0,112.0,126.0,589.0,592.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,88.0,109.0,118.0,119.0,157.0
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,674.0,690.0,840.0,847.0,755.0,753.0
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,2020.0,2043.0,2326.0,2343.0,2427.0,2552.0
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,3006.0,3015.0,3019.0,3022.0,2999.0,3323.0
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,2500.0,2552.0,2928.0,3237.0,3886.0,4166.0
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,694.0,619.0,1113.0,1139.0,1129.0,1372.0
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,43.0,43.0,80.0,80.0,129.0,176.0
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,149.0,151.0,179.0,188.0,429.0,384.0
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,2650.0,2778.0,3591.0,3679.0,3854.0,3856.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,49949.0,54594.0,57945.0,59719.0,60951.0,61455.0
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,17918.0,18442.0,19144.0,19721.0,20313.0,20509.0
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,2313.0,2500.0,2592.0,2696.0,2767.0,2800.0
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,3730.0,3910.0,4016.0,4193.0,4261.0,4299.0
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,2197.0,2288.0,2359.0,2434.0,2486.0,2519.0
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,2692.0,2714.0,2717.0,2779.0,2811.0,2816.0
1714219,Pop tumani,Папский район,Pop district,Поп тумани,2886.0,3882.0,4306.0,4437.0,4525.0,4570.0
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,2681.0,3668.0,4092.0,4142.0,4168.0,4175.0
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,2634.0,3110.0,3394.0,3495.0,3595.0,3656.0
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,1686.0,1873.0,2315.0,2473.0,2517.0,2534.0
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,3676.0,3776.0,3978.0,4041.0,4041.0,4053.0
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,4040.0,4177.0,4544.0,4687.0,4776.0,4813.0
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,3496.0,4254.0,4488.0,4621.0,4691.0,4711.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,425.0,1185.0,90521.0,91208.0,94628.0,93497.0
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,0.0,16.0,7796.0,8203.0,8203.0,7879.0
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,3.0,9.0,1363.0,1378.0,1400.0,1409.0
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,0.0,0.0,4416.0,4416.0,4416.0,4427.0
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,8.0,31.0,5436.0,5436.0,6077.0,5701.0
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,89.0,89.0,6702.0,6769.0,6791.0,6713.0
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,40.0,57.0,5603.0,5636.0,5636.0,5623.0
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,52.0,95.0,8552.0,8552.0,9423.0,9299.0
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,0.0,9.0,1351.0,1419.0,1847.0,1850.0
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,0.0,72.0,6831.0,6831.0,6831.0,6834.0
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,119.0,234.0,8337.0,8351.0,9302.0,9321.0
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,50.0,108.0,4096.0,4096.0,4213.0,4189.0
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,0.0,54.0,6912.0,6912.0,6982.0,6887.0
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,21.0,95.0,6176.0,6217.0,6456.0,6377.0
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,0.0,14.0,2210.0,2210.0,2269.0,2286.0
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,20.0,176.0,7068.0,7110.0,7110.0,7057.0
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,23.0,126.0,7672.0,7672.0,7672.0,7645.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,48349.0,49463.0,59069.0,59154.0,59538.0,60048.0
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,1651.0,1689.0,3729.0,3743.0,3745.0,3765.0
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,4746.0,4856.0,5456.0,5461.0,5485.0,5509.0
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,3164.0,3237.0,3337.0,3343.0,3368.0,3393.0
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,1429.0,2179.0,2184.0,2202.0,2220.0
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,1627.0,1664.0,1626.0,1628.0,1655.0,1682.0
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,3460.0,3540.0,4940.0,4940.0,4962.0,5012.0
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,3871.0,3961.0,3961.0,3964.0,4003.0,4097.0
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,4325.0,4425.0,6625.0,6627.0,6660.0,6693.0
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,3328.0,3404.0,4804.0,4813.0,4844.0,4875.0
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,3407.0,2056.0,2716.0,2716.0,2735.0,2754.0
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,3164.0,3237.0,1451.0,1451.0,1479.0,1544.0
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,2393.0,2448.0,3488.0,3518.0,3549.0,3580.0
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,3691.0,3775.0,3875.0,3879.0,3901.0,3923.0
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,5302.0,5425.0,5265.0,5266.0,5296.0,5326.0
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,Шўрчи тумани,4220.0,4317.0,5617.0,5621.0,5654.0,5675.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,9671.0,9762.0,11450.0,11669.0,21623.0,22251.0
1724401,Guliston shahri,Город Гулистан,Gulistan city,Гулистон шаҳри,587.0,587.0,647.0,659.0,2462.0,2462.0
1724410,Shirin shahri,Город Ширин,Shirin city,Ширин шаҳри,102.0,106.0,128.0,128.0,416.0,416.0
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,764.0,782.0,805.0,821.0,957.0,1567.0
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,1334.0,1335.0,1342.0,1364.0,1841.0,1767.0
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,463.0,505.0,683.0,707.0,3238.0,3235.0
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,3014.0,3022.0,2727.0,2729.0,3640.0,3640.0
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,1510.0,1535.0,1862.0,1875.0,2029.0,2029.0
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,86.0,63.0,99.0,120.0,1097.0,1358.0
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,796.0,757.0,1750.0,1753.0,1820.0,1820.0
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,154.0,207.0,421.0,527.0,2760.0,2594.0
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,861.0,863.0,986.0,986.0,1363.0,1363.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,42615.0,49803.0,48439.0,57947.0,222161.0,222438.0
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,113.0,123.0,147.0,403.0,3564.0,3564.0
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,1168.0,1189.0,1194.0,1194.0,6339.0,6339.0
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,1602.0,1613.0,2940.0,2940.0,9160.0,9160.0
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,851.0,872.0,922.0,922.0,5157.0,5157.0
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,604.0,629.0,649.0,649.0,6403.0,6403.0
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,857.0,882.0,168.0,504.0,2327.0,2327.0
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,0.0,8.0,8.0,388.0,3955.0,3999.0
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,1377.0,1377.0,1377.0,1485.0,4903.0,4966.0
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,1552.0,1567.0,1554.0,1770.0,9278.0,9278.0
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,1639.0,2475.0,2477.0,7581.0,12003.0,12038.0
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,4683.0,5061.0,5061.0,5061.0,16273.0,16241.0
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,2338.0,2387.0,2406.0,2481.0,7777.0,7777.0
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,1918.0,1963.0,1998.0,1998.0,7845.0,7882.0
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,2411.0,2720.0,2720.0,3238.0,20427.0,20427.0
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,1900.0,1900.0,2005.0,3170.0,12748.0,12748.0
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,3393.0,7308.0,3135.0,3935.0,21406.0,21069.0
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,1350.0,1350.0,1641.0,1682.0,5527.0,5812.0
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,2193.0,2198.0,2215.0,1986.0,7272.0,7272.0
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,2685.0,3115.0,3115.0,3115.0,10978.0,10978.0
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,2598.0,2623.0,2897.0,2897.0,8996.0,9228.0
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,5232.0,6201.0,6231.0,6238.0,16313.0,16415.0
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,2151.0,2242.0,3579.0,4310.0,23510.0,23358.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,75743.0,76146.0,92341.0,93118.0,94122.0,93451.0
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,4193.0,4299.0,4694.0,4768.0,4992.0,5080.0
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,4167.0,4172.0,4837.0,4847.0,5451.0,5916.0
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,2367.0,2372.0,2472.0,2494.0,2528.0,2572.0
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,4327.0,4331.0,4811.0,4857.0,4997.0,5011.0
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,4021.0,4022.0,5084.0,5162.0,5233.0,5306.0
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,4258.0,4265.0,5247.0,5310.0,5326.0,5410.0
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,3377.0,3389.0,5853.0,5885.0,5945.0,5728.0
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,4873.0,4879.0,5772.0,5772.0,5868.0,5745.0
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,5065.0,5091.0,5930.0,5997.0,6028.0,6132.0
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,5749.0,5777.0,6952.0,7005.0,7080.0,6780.0
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,5450.0,5489.0,6182.0,6203.0,6196.0,5937.0
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,4221.0,4227.0,7471.0,7495.0,7531.0,7289.0
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,1424.0,1424.0,1504.0,1511.0,1526.0,1530.0
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,4522.0,4534.0,5004.0,5086.0,5141.0,4982.0
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,6429.0,6429.0,7188.0,7241.0,7080.0,6935.0
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,4673.0,4691.0,5604.0,5639.0,5660.0,5719.0
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,3990.0,4019.0,4254.0,4277.0,3923.0,3771.0
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,1215.0,1305.0,1710.0,1768.0,1788.0,1804.0
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,1422.0,1431.0,1772.0,1801.0,1829.0,1804.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,2108.0,27270.0,28449.0,29270.0,30799.0,31370.0
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,182.0,356.0,438.0,538.0,712.0,816.0
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,159.0,2087.0,2097.0,2155.0,2173.0,2221.0
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,1.0,2480.0,2618.0,2726.0,2794.0,2813.0
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,0.0,2153.0,2153.0,2153.0,2206.0,2257.0
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,85.0,2835.0,2921.0,2966.0,3019.0,3055.0
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,223.0,3103.0,3162.0,3162.0,3311.0,3342.0
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,736.0,3004.0,3052.0,2861.0,3112.0,3183.0
