Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,822.5,899.1,1009.5,1026.6,1068.4,1156.6,1193.5,995.1,1525.1,1322.8,1378.9,1361.9,1422.8,1579.8,1726.4
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,9.6,12.1,12.4,20.3,17.0,17.8,23.4,25.3,26.8,24.4,21.8,27.3,21.0,25.3,26.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,73.1,73.7,96.9,129.6,104.1,103.9,99.0,86.0,151.7,187.4,197.6,192.0,202.1,209.9,240.4
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,38.5,43.9,48.3,53.3,59.7,63.6,70.2,78.7,69.4,78.5,72.9,71.7,82.7,90.6,121.3
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,54.9,63.7,60.5,64.5,64.9,66.6,78.5,55.1,108.7,119.0,121.4,132.6,125.7,151.8,150.4
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,56.4,67.6,73.5,61.7,65.5,57.2,60.5,55.4,62.4,50.2,45.8,37.3,43.5,52.9,76.5
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,24.0,26.6,27.7,30.2,23.7,24.0,25.7,28.4,28.7,38.5,41.8,44.2,47.6,50.5,58.3
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,74.0,71.6,73.8,70.0,75.0,75.5,84.8,65.1,117.2,101.9,103.6,95.7,101.0,111.8,116.6
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,76.1,105.4,144.7,124.7,150.5,162.9,179.3,138.1,372.6,172.9,221.4,180.9,173.0,176.8,178.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,85.0,82.9,57.0,61.4,87.9,191.3,175.9,146.0,191.1,174.4,163.4,210.2,212.1,235.0,272.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,45.1,35.5,43.0,38.1,39.2,39.4,41.9,32.1,65.4,45.4,67.6,37.4,46.6,58.9,58.9
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,141.3,142.5,170.4,165.0,197.0,178.0,167.1,103.5,124.0,126.8,127.3,130.3,139.8,168.3,152.7
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,59.7,68.7,94.5,103.8,89.7,83.1,113.5,104.1,123.4,146.4,139.2,143.3,167.1,180.5,201.8
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,84.8,104.9,106.8,104.0,94.2,93.3,73.7,77.3,83.7,57.0,55.1,59.0,60.6,67.5,71.8
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
