Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,3.0,3.1,3.2,3.2,3.1,3.1,3.2,3.2,3.1,3.7,3.1,3.6,4.6,5.8,5.9
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,2.1,2.2,1.8,1.9,1.5,1.2,1.1,0.9,0.9,1.3,1.5,2.2,2.6,2.7,2.7
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,0.8,1.2,1.2,1.3,1.3,1.3,1.4,1.2,1.5,1.5,1.8,4.9,4.4,4.5,5.2
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,2.1,2.0,1.9,1.6,1.8,1.9,1.8,1.9,1.8,2.4,1.9,2.5,4.3,5.3,6.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,1.2,1.0,1.0,0.8,0.8,0.9,1.1,1.0,0.9,1.3,1.6,2.8,2.9,4.4,3.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1.7,1.8,1.6,1.8,1.6,1.7,2.0,2.0,2.2,1.6,2.1,1.8,2.1,2.5,2.7
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,8.2,8.1,7.6,6.9,6.2,6.3,6.7,4.2,2.9,3.1,3.5,4.3,7.1,6.8,6.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,0.4,0.8,1.2,1.5,1.5,1.4,1.5,2.5,3.3,3.4,3.1,2.7,4.8,7.8,8.5
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,3.3,4.1,4.0,4.4,4.6,4.6,4.8,4.3,3.3,3.1,2.2,2.1,3.6,3.6,3.3
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,1.3,1.4,1.4,1.5,1.4,1.6,1.6,1.4,1.5,2.4,2.7,3.2,3.4,3.9,3.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,1.0,1.2,0.7,1.4,1.9,2.0,1.9,1.3,3.4,4.4,2.3,4.2,5.0,5.9,7.2
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,9.5,9.5,10.0,10.0,9.4,9.0,8.9,10.1,10.0,14.7,10.1,10.2,12.0,18.1,17.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,1.8,2.4,2.3,2.3,2.4,2.4,2.6,3.3,4.5,4.5,4.1,4.1,4.3,4.7,4.7
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,1.5,1.6,1.7,1.8,1.7,1.7,1.7,1.4,1.5,1.4,1.5,1.4,2.9,3.9,3.9
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
