Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,8784.0,17235.0,25885.0,37505.0,46392.0,59852.0,65322.0,83900.0,90984.0,121717.0,144103.0,171933.0,185274.0,195883.0,199431.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,584.0,1112.0,1896.0,2654.0,2658.0,3410.0,4515.0,6157.0,9857.0,12847.0,14442.0,12637.0,11386.0,12147.0,12796.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,498.0,731.0,1212.0,1776.0,2176.0,2535.0,2088.0,4081.0,10224.0,11049.0,17415.0,20178.0,21555.0,21150.0,21957.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,433.0,569.0,870.0,1321.0,1571.0,1951.0,2813.0,3400.0,3738.0,5798.0,7082.0,10877.0,10043.0,5950.0,6376.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,577.0,2921.0,4550.0,7396.0,9036.0,10850.0,11198.0,13838.0,7152.0,10315.0,13118.0,13687.0,15028.0,15853.0,16490.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,435.0,900.0,1679.0,2277.0,2608.0,3151.0,3952.0,4770.0,4796.0,5714.0,5442.0,5323.0,5453.0,5001.0,4236.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,1093.0,1546.0,2197.0,2459.0,3771.0,5610.0,7670.0,12566.0,10882.0,11998.0,12458.0,12769.0,14077.0,14557.0,9392.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,400.0,676.0,1146.0,1742.0,2146.0,2733.0,3384.0,5218.0,5360.0,6932.0,8740.0,11997.0,14588.0,15565.0,18573.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,81.0,513.0,594.0,1124.0,1384.0,1839.0,2540.0,3435.0,4006.0,8974.0,12725.0,19535.0,17262.0,18509.0,20648.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,194.0,451.0,855.0,1266.0,1522.0,1911.0,2580.0,3876.0,3816.0,3611.0,4497.0,5477.0,6560.0,6807.0,7270.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,25.0,153.0,320.0,1122.0,1545.0,1822.0,2279.0,2222.0,5376.0,9994.0,5551.0,6435.0,7214.0,9960.0,10951.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,1425.0,3393.0,4851.0,6706.0,8000.0,11557.0,8171.0,8155.0,9867.0,7897.0,9727.0,13239.0,19289.0,24829.0,21692.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,485.0,1038.0,1844.0,2606.0,3485.0,4025.0,5214.0,6782.0,6430.0,10568.0,11152.0,12156.0,12495.0,13533.0,14331.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,2554.0,3232.0,3872.0,5056.0,6490.0,8457.0,8919.0,9401.0,9480.0,16021.0,21754.0,27623.0,30324.0,32022.0,34719.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
