Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,287362.0,325466.0,364378.0,401494.0,416870.0,376538.0,421560.0,568589.0,593372.0,670317.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,10864.0,12260.0,14379.0,16216.0,18852.0,17761.0,19558.0,28019.0,28707.0,31861.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,11658.0,12733.0,14187.0,15419.0,18510.0,17639.0,16291.0,27174.0,27188.0,29189.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,10447.0,11429.0,12087.0,13439.0,13129.0,15796.0,18689.0,22778.0,25251.0,26670.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,12842.0,14069.0,15269.0,16401.0,14794.0,6599.0,14553.0,15639.0,15702.0,16195.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,10520.0,13776.0,18690.0,19883.0,21972.0,16591.0,15680.0,34878.0,31868.0,35560.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,11345.0,13031.0,14453.0,16396.0,18794.0,18229.0,21298.0,25993.0,28077.0,30154.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,13376.0,16246.0,17954.0,20143.0,21942.0,19748.0,19135.0,21840.0,23344.0,27924.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,18058.0,21358.0,25432.0,26937.0,30913.0,21280.0,25093.0,35354.0,37185.0,43808.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,10778.0,11953.0,19315.0,21682.0,18151.0,7830.0,7793.0,14570.0,15930.0,17371.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,5777.0,6945.0,6877.0,7629.0,7496.0,8011.0,8229.0,11758.0,12161.0,13392.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,15590.0,17189.0,18483.0,22181.0,25831.0,27305.0,31448.0,39578.0,44039.0,47905.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,16758.0,21593.0,22720.0,24425.0,23244.0,21269.0,23111.0,38328.0,37426.0,44589.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,9761.0,11407.0,12790.0,14686.0,15130.0,15247.0,16620.0,19676.0,20983.0,24404.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,129588.0,141477.0,151742.0,166057.0,168112.0,163233.0,184062.0,233004.0,245511.0,281295.0
