Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"B, C, D, E",Sanoat mahsuloti,Промышленное производство,Industrial production,Саноат маҳсулоти,38119.0,47587.1,57552.5,70634.8,84011.6,97598.2,111869.4,148816.0,235340.7,322535.8,368740.2,456056.1,553265.0,658991.7,880198.5
B,Tog`-kon sаnoаti vа ochiq konlаrni ishlаsh,Горнодобывающая промышленность и разработка карьеров,Mining and quarrying,Тоғ-кон саноати ва очиқ конларни ишлаш,5103.1,5482.3,7755.1,8228.0,8129.6,9466.6,9031.5,15283.8,29087.9,43438.9,33106.9,43872.2,52093.5,55442.0,70248.2
C,Ishlab chiqarish sanoati,Обрабатывающая промышленность,Manufacturing industry,Ишлаб чиқариш саноати,28742.8,37295.3,44347.0,56068.7,68225.7,78492.3,91483.0,120686.9,189642.6,254860.9,305928.6,378186.4,460491.8,556382.4,745094.4
D,"Elektr, gаz, bug` bilаn tа'minlаsh vа hаvoni konditsiyalаsh","Электроснабжение, подача газа, пара и кондиционирование воздуха","Electricity, gas, steam and air conditioning","Электр, газ, буғ билан таъминлаш ва ҳавони кондициялаш",4084.1,4538.1,5160.7,5967.1,7117.7,8993.3,10522.6,11656.0,14518.5,22014.7,27375.3,30815.5,37653.7,43967.6,59934.3
E,"Suv bilаn tа'minlаsh; kаnаlizаtsiya tizimi, chiqindilаrni yig`ish vа utilizаtsiya qilish","Водоснабжение; канализация, сбор и утилизация отходов","Water supply; sewerage, waste collection and disposal","Сув билан таъминлаш; канализация тизими, чиқиндиларни йиғиш ва утилизация қилиш",189.0,271.4,289.8,371.0,538.6,645.8,832.3,1189.3,2091.7,2221.2,2329.3,3182.0,3026.1,3199.7,4921.5
10,Oziq-ovqat mahsulotlari ishlab chiqarish,Производство пищевых продуктов,Manufacturing of food products,Озиқ-овқат маҳсулотлари ишлаб чиқариш,5521.5,7305.8,8610.6,11373.7,14387.2,18511.6,22400.5,23217.7,25256.0,35337.3,42314.9,48643.3,57547.3,65678.2,102732.6
11,Ichimliklar ishlab chiqarish,Производство напитков,Manufacture of beverages,Ичимликлар ишлаб чиқариш,922.4,1211.0,1480.5,1787.9,2082.9,2538.1,3364.7,3793.9,4948.9,6402.5,7417.6,10135.4,16111.3,17986.4,24118.1
12,Tamaki mahsulotlari ishlab chiqarish,Производство табачных изделий,Manufacture of tobacco products,Тамаки маҳсулотлари ишлаб чиқариш,400.0,464.7,453.7,538.9,707.1,840.0,1017.1,1183.1,1490.8,1743.8,1951.2,2089.4,2888.9,3200.2,4516.4
13,To'qimachilik mahsulotlari ishlab chiqarish,Производство текстильных изделий,Manufacture of textiles,Тўқимачилик маҳсулотлари ишлаб чиқариш,4845.5,6736.9,7672.9,8898.3,10839.5,13241.7,13335.3,16763.3,24835.2,29946.6,36713.9,52372.3,62850.7,71509.8,89489.0
14,Kiyim ishlab chiqarish,Производство одежды,Manufacture of wearing apparel,Кийим ишлаб чиқариш,575.8,795.2,996.8,1165.8,1308.7,1585.3,4318.5,6108.2,7732.2,9165.8,10402.4,13592.8,17264.8,23087.8,31906.8
