Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,6.0,12.1,40.9,275.3,1002.5,5978.7,10886.8,13263.8,15211.5
