Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,979.3,1072.1,1179.9,1294.0,1397.0,1518.2,1613.1,1625.5,1591.7,1606.2,1610.9,1700.4,1767.2,1740.0,1843.2
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,3.5,3.8,4.2,4.5,5.3,5.7,6.0,6.9,7.5,10.2,10.4,11.1,11.4,11.9,14.4
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,38.2,47.1,52.4,57.3,63.4,68.6,76.7,78.9,71.1,77.6,76.8,81.6,81.7,80.9,83.7
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,100.0,109.4,125.3,140.0,154.6,176.0,189.3,189.0,188.1,199.4,205.1,205.7,216.8,222.4,232.4
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,22.7,24.3,25.5,26.4,27.3,28.5,29.3,29.4,24.7,28.8,28.6,29.9,29.8,32.5,33.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,49.8,63.5,68.7,76.0,88.9,94.5,97.4,97.7,98.7,99.7,94.8,104.4,111.7,114.2,122.1
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,46.3,52.7,56.3,59.4,64.9,75.1,72.9,73.1,77.4,77.7,82.4,85.2,91.1,87.3,90.6
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,74.0,77.4,87.5,98.6,114.2,115.2,121.3,118.4,111.0,121.0,131.0,137.3,142.2,152.9,160.8
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,360.0,380.9,421.3,468.1,497.3,556.8,607.1,616.9,601.9,564.4,555.5,602.0,618.3,634.9,663.7
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,77.0,95.1,103.2,113.0,115.7,118.8,109.8,100.0,91.9,94.1,95.9,102.6,106.8,76.3,91.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,8.4,9.0,10.0,10.6,11.1,11.6,12.0,12.2,12.7,12.4,13.6,13.6,14.4,14.9,15.5
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,107.5,109.6,112.0,114.2,114.4,114.8,114.5,111.8,109.9,111.6,96.0,101.2,108.2,81.7,94.9
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,65.9,71.2,83.1,92.7,103.6,113.5,136.1,150.2,157.4,166.1,175.9,179.3,186.2,179.8,189.5
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,26.0,28.1,30.4,33.2,36.3,39.1,40.7,41.0,39.4,43.2,44.9,46.5,48.6,50.3,51.5
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
