Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026-Q1
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,3287.9,3895.5,4946.0,5909.4,6352.6,5523.1,5676.8,7511.9,10916.2,14972.2,10943.3,11533.5,15216.8,19527.8,19884.5,25390.3,6615.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,21.7,37.6,115.1,101.8,51.2,42.2,44.8,76.0,172.8,190.1,125.2,134.3,108.8,121.0,186.0,287.1,66.5
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,54.7,105.1,183.9,116.4,119.3,99.3,130.5,217.0,303.3,308.4,285.7,286.7,334.3,628.5,555.8,672.3,213.9
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,93.5,75.5,73.0,116.6,120.1,95.9,72.5,99.5,289.8,505.6,280.4,498.1,443.6,486.8,615.5,673.0,120.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,27.8,72.4,47.1,121.9,51.8,56.1,59.8,102.4,242.7,376.4,647.1,283.3,427.4,748.5,437.2,388.5,71.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,25.6,16.7,140.0,249.9,32.0,28.7,76.7,65.5,121.6,314.9,180.4,173.2,122.6,228.9,437.3,437.7,71.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,14.1,19.6,57.8,65.4,57.4,54.6,37.4,85.3,196.1,958.7,311.2,171.5,224.0,246.8,204.2,667.8,211.2
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,93.9,66.2,89.2,127.1,146.7,117.7,293.5,327.5,446.9,529.0,376.4,467.7,499.8,583.3,514.2,753.7,214.4
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,214.5,283.8,295.4,379.2,420.7,381.1,377.9,505.0,909.1,942.3,530.9,527.1,643.5,950.1,860.4,1181.6,320.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,14.5,51.2,56.1,91.4,31.4,18.8,79.3,181.9,361.4,241.3,189.0,185.7,105.4,94.1,138.3,266.4,67.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,39.1,45.9,104.5,94.6,161.3,108.9,120.9,132.3,160.8,333.5,299.0,288.2,350.4,380.5,333.8,505.0,154.6
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,447.2,667.2,601.6,792.6,1159.3,553.0,696.1,729.7,1006.2,1424.9,1291.9,1264.6,1715.3,2105.6,2129.7,3651.2,859.4
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,95.5,143.4,176.0,190.0,224.5,239.9,223.1,241.7,476.0,652.8,669.6,750.6,894.8,1056.0,1103.7,1365.7,355.6
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,42.3,72.1,86.5,84.3,151.4,89.1,108.9,125.2,163.1,287.9,213.0,213.5,189.1,231.7,283.7,297.8,78.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,2103.6,2238.9,2919.8,3378.1,3366.8,3304.6,3032.8,3298.6,4587.1,6233.5,5098.3,6225.5,7284.8,9350.8,9280.9,11631.3,3191.8
