Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
02.115,Sement,Цемент,Cement,Цемент,99.52,99.77,100.0,101.63,101.68,101.65,102.12,100.23,102.92,101.0,101.09,100.27,100.5,101.0,101.2,100.9
02.172,Xoʻjalik sovuni,Мыло хозяйственное,Household soap,Хўжалик совуни,99.21,99.86,99.82,100.14,99.91,101.0,97.6,100.38,101.74,101.09,99.84,100.49,100.4,100.0,100.5,100.1
02.173,"Kir yuvish kukuni yoki aralashmasi, oqartiruvchi modda va kir yuvish uchun boshqa vositalar","Стиральный порошок или смесь, отбеливатели и прочие средства для стирки","Washing powders or mixtures, bleaches, and other washing agents","Кир ювиш кукуни ёки аралашмаси, оқартирувчи модда ва кир ювиш учун бошқа воситалар",100.65,98.62,99.62,101.9,99.51,99.31,99.57,100.19,99.85,100.06,100.84,100.71,100.3,100.9,100.1,100.4
02.180,Vitaminlar,Витамины,Vitamins,Витаминлар,100.86,101.11,100.57,100.0,99.8,100.63,100.0,100.17,101.42,100.0,101.29,100.0,99.9,100.2,101.0,100.1
02.181,Antibiotiklar,Антибиотики,Antibiotics,Антибиотиклар,100.17,102.13,100.26,101.23,100.35,101.53,100.0,99.74,100.14,100.85,100.0,100.0,100.7,100.1,100.8,100.3
02.183,Tomir kengaytiruvchi preparatlar,Сосудорасширяющие препараты,Vasodilating drugs,Томир кенгайтирувчи препаратлар,100.0,100.0,99.26,101.03,100.43,100.94,100.0,100.0,99.57,101.03,100.48,100.3,99.8,100.0,101.3,99.9
02.184,Shamollashga qarshi dori vositalari,Противовоспалительные лекарственные средства,Anti-inflammatory drugs,Шамоллашга қарши дори воситалари,101.22,102.76,100.36,100.28,100.27,99.11,100.01,100.14,100.0,100.1,100.19,100.0,100.6,100.0,100.4,100.2
02.196,Benzin,Бензин,Gasoline,Бензин,101.65,100.09,99.78,100.41,99.83,100.23,100.61,104.13,100.7,101.01,101.11,102.55,100.6,99.7,99.1,101.2
02.197,Shaxsiy transport vositalari uchun propan,Пропан для личных транспортных средств,Propane for personal vehicles,Шахсий транспорт воситалари учун пропан,88.73,100.55,98.07,97.76,100.62,95.66,103.09,103.61,97.95,101.63,103.74,100.6,105.2,102.3,99.2,97.3
02.198,Shaxsiy transport vositalari uchun metan,Метан для личных транспортных средств,Methane for personal vehicl,Шахсий транспорт воситалари учун метан,100.0,100.0,100.0,100.83,125.54,98.63,100.0,100.0,100.0,100.0,100.0,100.0,100.2,100.0,100.0,100.0
1.04,XIZMATLAR,УСЛУГИ,SERVICES,ХИЗМАТЛАР,101.52,100.94,100.61,100.6,107.01,102.24,100.12,100.21,101.55,100.0,100.38,100.41,100.9,100.6,100.2,100.3
03.10,Sovuq suv va kanalizatsiya uchun haq toʻlash,Холодное водоснабжение и канализация,Cold water supply and sewerage fee,Совуқ сув ва канализация учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,143.61,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.11,Maishiy chiqindi uchun haq toʻlash,Плата за вывоз мусора,Garbage collection fee,Маиший чиқинди учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,111.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.13,Elektr energiyasi uchun haq toʻlash,Плата за электроэнергию,Electricity fee,Электр энергияси учун ҳақ тўлаш,100.0,100.0,100.0,100.0,118.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.14,Tarmoq gaz uchun haq toʻlash,Плата за газ сетевой,Network gas fee,Тармоқ газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,139.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.15,Suyultirilgan gaz uchun haq toʻlash,Плата за газ сжиженный,Liquefied gas fee,Суюлтирилган газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,125.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.16,Issiq suv taʼminoti uchun xaq toʻlash,Оплата снабжения горячей водой,Hot water supply fee,Иссиқ сув таъминоти учун хақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,144.0,100.0,100.0,100.0,100.0,100.0
03.17,Markaziy isitish uchun haq toʻlash,Оплата центрального отопления,Central heating fee,Марказий иситиш учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.84,100.0,100.0,100.0,100.0,100.0
