Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,8073.6,9279.0,10764.3,12883.3,15750.8,19241.3,22112.1,25167.9,28166.7,29756.7
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,487.5,511.8,589.5,748.6,890.8,1032.8,1184.9,1386.5,1438.3,1537.9
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,604.1,712.1,821.5,967.7,1206.8,1451.6,1752.6,1918.9,2228.4,2384.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,415.9,463.0,523.1,670.9,812.1,962.5,1147.6,1393.3,1449.2,1585.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,263.4,295.3,359.8,451.0,542.4,636.9,756.7,1620.0,955.5,1064.9
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,475.5,556.9,677.2,848.8,1125.6,1400.8,1646.8,1650.6,2068.2,2291.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,264.0,285.5,330.5,420.9,517.3,608.6,714.9,996.0,892.9,968.7
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,508.9,603.6,729.9,936.9,1164.9,1342.3,1585.5,1745.5,1962.1,2190.6
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,745.7,848.5,997.1,1199.9,1468.4,1745.5,2069.8,2088.0,2624.7,2921.4
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,363.2,422.0,534.3,702.1,933.6,1123.7,1287.7,1312.3,1644.0,1799.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,208.1,225.0,278.5,340.0,426.4,488.5,570.0,791.4,710.5,741.1
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,259.6,330.3,317.2,474.1,957.0,1198.1,1418.7,1811.5,1906.3,2030.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,723.0,849.0,1013.5,1214.2,1502.9,1882.4,2809.6,3184.6,3669.4,3524.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,381.3,436.8,559.3,693.0,848.1,985.5,1149.3,1435.4,1423.9,1544.2
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,2373.4,2739.2,3032.8,3215.1,3354.4,4382.1,4018.0,3834.1,5193.2,5174.2
