Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2013-M01,2013-M02,2013-M03,2013-M04,2013-M05,2013-M06,2013-M07,2013-M08,2013-M09,2013-M10,2013-M11,2013-M12,2014-M01,2014-M02,2014-M03,2014-M04,2014-M05,2014-M06,2014-M07,2014-M08,2014-M09,2014-M10,2014-M11,2014-M12,2015-M01,2015-M02,2015-M03,2015-M04,2015-M05,2015-M06,2015-M07,2015-M08,2015-M09,2015-M10,2015-M11,2015-M12,2016-M01,2016-M02,2016-M03,2016-M04,2016-M05,2016-M06,2016-M07,2016-M08,2016-M09,2016-M10,2016-M11,2016-M12,2017-M01,2017-M02,2017-M03,2017-M04,2017-M05,2017-M06,2017-M07,2017-M08,2017-M09,2017-M10,2017-M11,2017-M12,2018-M01,2018-M02,2018-M03,2018-M04,2018-M05,2018-M06,2018-M07,2018-M08,2018-M09,2018-M10,2018-M11,2018-M12,2019-M01,2019-M02,2019-M03,2019-M04,2019-M05,2019-M06,2019-M07,2019-M08,2019-M09,2019-M10,2019-M11,2019-M12,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03,2026-M04
001,Guruch,Рис,Rice,Гуруч,2268.0,2159.0,2104.0,2133.0,2219.0,2321.0,2332.0,2472.0,2558.0,2560.0,2477.0,2554.0,2600.0,2725.0,2810.0,2827.0,2870.0,2923.0,3118.0,3498.0,3635.0,3823.0,3867.0,4090.0,4235.0,4597.0,4887.0,5017.0,5680.0,6197.0,6263.0,6460.0,6260.0,5370.0,4143.0,3828.0,3683.0,3792.0,3593.0,3628.0,3690.0,3803.0,3943.0,3983.0,3775.0,3970.0,4073.0,4023.0,3982.0,4015.0,3997.0,3933.0,3930.0,3958.0,3950.0,3998.0,3818.0,3795.0,3555.0,5407.0,6175.0,6280.0,6267.0,6377.0,6673.0,7433.0,7627.0,7690.0,7742.0,7917.0,7930.0,7930.0,7769.0,7986.0,7986.0,7986.0,7988.0,8031.0,8073.0,8073.0,8265.0,8382.0,8197.0,8082.0,7935.0,7940.0,7971.0,7971.0,7971.0,7984.0,8117.0,8531.0,8717.0,8790.0,8699.0,8792.0,8846.0,8835.0,8779.0,8768.0,8736.0,8707.0,8549.0,8535.0,8510.0,8624.0,8689.0,8551.0,8510.0,8695.0,8763.0,8689.0,8528.0,8924.0,8987.0,9427.0,9943.0,11039.0,11477.0,11934.0,12980.0,14529.0,15480.0,16070.0,16870.0,17370.0,17867.0,18255.0,18443.0,18181.0,17542.0,17386.0,17377.0,17363.0,17397.0,17592.0,17722.0,17827.0,18107.0,18312.0,18646.0,17771.0,17383.0,16070.0,15419.0,15310.0,15402.0,15400.0,15094.0,15061.0,15096.0,14922.0,14708.0,14109.0,13819.0,13557.0,13490.0,13363.0,13285.0,13102.0
003,Arpa,Ячмень,Barley,Арпа,1004.0,1038.0,988.0,969.0,954.0,960.0,773.0,791.0,820.0,836.0,855.0,866.0,879.0,901.0,920.0,935.0,1039.0,1005.0,868.0,896.0,1023.0,1184.0,1083.0,1110.0,1146.0,1179.0,1213.0,1240.0,1302.0,1349.0,1292.0,1169.0,1231.0,1150.0,1079.0,1154.0,1246.0,1381.0,1394.0,1372.0,1364.0,1363.0,1217.0,1179.0,1125.0,1194.0,1333.0,1350.0,1384.0,1429.0,1482.0,1593.0,1630.0,1579.0,1556.0,1556.0,1558.0,1665.0,1676.0,1767.0,1957.0,1972.0,1972.0,1822.0,1789.0,1781.0,1785.0,1806.0,1915.0,2122.0,2300.0,2304.0,2307.0,2307.0,2313.0,2319.0,2337.0,2346.0,2346.0,2320.0,2305.0,2319.0,2329.0,2329.0,2309.0,2358.0,2376.0,2526.0,2654.0,2595.0,2529.0,2550.0,2597.0,2661.0,2637.0,2635.0,2636.0,2648.0,2761.0,2864.0,2975.0,2943.0,2877.0,2879.0,2910.0,3016.0,3240.0,3330.0,3586.0,3585.0,3739.0,3764.0,3811.0,3754.0,3680.0,3716.0,3732.0,3809.0,3919.0,4012.0,4085.0,4120.0,4016.0,3983.0,3980.0,3980.0,3863.0,3294.0,3240.0,3240.0,3240.0,3240.0,3177.0,3096.0,3125.0,3143.0,3186.0,3180.0,2901.0,2835.0,2838.0,2849.0,2910.0,3025.0,3030.0,3030.0,3094.0,3135.0,3160.0,3159.0,3209.0,3300.0,3317.0,3317.0,3351.0,3535.0,3700.0,3833.0,3879.0,3881.0
0004,Bug'doy,Пшеница,Wheat,Буғдой,838.0,899.0,809.0,822.0,839.0,859.0,652.0,634.0,666.0,749.0,795.0,814.0,830.0,847.0,871.0,869.0,881.0,857.0,793.0,809.0,813.0,883.0,914.0,1006.0,1068.0,1070.0,1080.0,1124.0,1230.0,1361.0,1309.0,1189.0,1198.0,1169.0,1098.0,1170.0,1229.0,1356.0,1380.0,1367.0,1362.0,1262.0,1046.0,1076.0,1073.0,1213.0,1472.0,1454.0,1456.0,1459.0,1486.0,1555.0,1611.0,1544.0,1389.0,1389.0,1411.0,1502.0,1515.0,1646.0,1820.0,1881.0,1889.0,1726.0,1678.0,1619.0,1800.0,1800.0,1902.0,2052.0,2122.0,2126.0,2163.0,2185.0,2190.0,2215.0,2233.0,2232.0,2242.0,2041.0,1922.0,1954.0,2172.0,2207.0,2279.0,2354.0,2433.0,2786.0,3101.0,3007.0,2794.0,2932.0,2938.0,2887.0,2894.0,2865.0,2895.0,2901.0,2954.0,3098.0,3305.0,3123.0,2905.0,2900.0,2857.0,2987.0,3075.0,3095.0,3265.0,3357.0,3552.0,3652.0,3782.0,3831.0,3738.0,3785.0,3789.0,3853.0,3953.0,3988.0,4141.0,3970.0,3934.0,3878.0,3860.0,3825.0,3660.0,3128.0,3050.0,3070.0,3080.0,3080.0,3050.0,3021.0,3069.0,3059.0,3017.0,2945.0,2681.0,2654.0,2680.0,2700.0,2814.0,2895.0,2900.0,2900.0,2974.0,3047.0,3073.0,2981.0,2840.0,2920.0,2930.0,2930.0,2953.0,3152.0,3394.0,3559.0,3658.0,3721.0
005,Jo'hori,Кукуруза,Corn,Жўҳори,830.0,926.0,915.0,885.0,861.0,896.0,859.0,910.0,903.0,819.0,829.0,859.0,889.0,933.0,959.0,1011.0,1053.0,1171.0,1359.0,1522.0,1450.0,1176.0,1174.0,1306.0,1494.0,1465.0,1410.0,1483.0,1583.0,1637.0,1643.0,1788.0,1757.0,1525.0,1244.0,1365.0,1428.0,1439.0,1472.0,1468.0,1534.0,1467.0,1478.0,1550.0,1415.0,1485.0,1533.0,1533.0,1571.0,1616.0,1642.0,1734.0,1774.0,1774.0,1689.0,1694.0,1706.0,1774.0,1787.0,1887.0,2000.0,2007.0,2011.0,1826.0,1789.0,2170.0,2331.0,2393.0,2454.0,2761.0,2889.0,2889.0,2667.0,2613.0,2586.0,2586.0,2600.0,2618.0,2618.0,2618.0,2569.0,2557.0,2755.0,2796.0,2660.0,2600.0,2587.0,2895.0,3220.0,3315.0,3297.0,3310.0,3169.0,2969.0,2945.0,2925.0,2956.0,2971.0,3016.0,3179.0,3504.0,3557.0,3480.0,3450.0,3279.0,3247.0,3302.0,3321.0,3378.0,3396.0,3476.0,3591.0,3773.0,3874.0,3919.0,3908.0,3796.0,3708.0,3769.0,3792.0,3792.0,3807.0,3861.0,5097.0,5141.0,4093.0,3967.0,3766.0,3674.0,3653.0,3653.0,3653.0,2944.0,2703.0,2790.0,2767.0,2694.0,2692.0,2721.0,2750.0,2763.0,2770.0,2790.0,2921.0,2986.0,3000.0,3122.0,3425.0,3488.0,3488.0,3541.0,3897.0,3766.0,3750.0,3775.0,3856.0,3926.0,4014.0,4071.0,4091.0
006,Kepak,Отруби,Bran,Кепак,614.0,614.0,614.0,614.0,608.0,621.0,569.0,550.0,557.0,559.0,564.0,574.0,594.0,609.0,631.0,648.0,659.0,663.0,642.0,637.0,644.0,643.0,654.0,658.0,675.0,707.0,723.0,739.0,748.0,775.0,792.0,808.0,821.0,846.0,927.0,957.0,962.0,983.0,1023.0,1030.0,1026.0,1026.0,965.0,960.0,951.0,986.0,1059.0,1072.0,1080.0,1090.0,1108.0,1173.0,1203.0,1228.0,1228.0,1233.0,1237.0,1281.0,1294.0,1389.0,1511.0,1544.0,1544.0,1559.0,1556.0,1607.0,1411.0,1413.0,1496.0,1596.0,1670.0,1678.0,1717.0,1738.0,1748.0,1746.0,1739.0,1739.0,1732.0,1732.0,1724.0,1724.0,1724.0,1724.0,1724.0,1754.0,1770.0,1780.0,1889.0,1894.0,1898.0,1919.0,1977.0,2008.0,2008.0,2030.0,2067.0,2090.0,2189.0,2315.0,2368.0,2305.0,2218.0,2250.0,2284.0,2315.0,2457.0,2555.0,2660.0,2700.0,2725.0,2760.0,2815.0,2859.0,2853.0,2898.0,2931.0,3012.0,3074.0,3090.0,2915.0,2916.0,2948.0,2984.0,3032.0,3075.0,3065.0,3060.0,3060.0,3063.0,3053.0,3053.0,2833.0,2768.0,2810.0,2797.0,2751.0,2747.0,2557.0,2521.0,2553.0,2557.0,2598.0,2721.0,2806.0,2823.0,2888.0,2980.0,3079.0,3038.0,2934.0,3032.0,3032.0,3032.0,3044.0,3120.0,3204.0,3271.0,3327.0,3355.0
0008,Shrot,Шрот,Schroth,Шрот,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889.0,2533.0,2400.0,2333.0,2300.0,2300.0,2300.0,2438.0,2324.0,2379.0,2379.0,2407.0,2462.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2337.0,2404.0,2429.0,2429.0,2429.0,2429.0,2429.0,2433.0,2643.0,2928.0,2928.0,2928.0,2928.0,2759.0,2703.0,2703.0,2703.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,2480.0,3640.0,3725.0,3540.0,3933.0,3933.0,4147.0,4625.0,4700.0,4700.0,4700.0,4700.0,4625.0,4400.0,4400.0,4400.0,4173.0,4114.0,4104.0,4137.0,4233.0,4233.0,4233.0,4233.0,4233.0,4425.0,4425.0,4450.0,4450.0,4450.0,4506.0,4525.0,4525.0,4525.0,4551.0,4681.0,4690.0,4690.0,4690.0,4690.0,4648.0,4887.0,4737.0,4597.0
009,Shulxa,Шелуха,Husk,Шулха,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2174.0,2154.0,2196.0,2008.0,1961.0,2055.0,1964.0,1961.0,2151.0,2157.0,2136.0,2162.0,2214.0,2192.0,2192.0,2192.0,2192.0,2196.0,2203.0,2175.0,2311.0,2363.0,2352.0,2341.0,2341.0,2370.0,2362.0,2706.0,3283.0,3333.0,3433.0,3503.0,3550.0,3513.0,3400.0,3350.0,3278.0,3272.0,3272.0,3272.0,3283.0,3357.0,3442.0,3454.0,3489.0,3903.0,3957.0,3709.0,3844.0,3858.0,3925.0,4019.0,4029.0,4075.0,4075.0,4075.0,4084.0,4113.0,4113.0,4113.0,4005.0,3978.0,3962.0,3966.0,3966.0,3958.0,3940.0,3993.0,4046.0,3996.0,3996.0,4046.0,4046.0,4046.0,4037.0,4029.0,4044.0,4044.0,4078.0,4336.0,4378.0,4378.0,4378.0,4378.0,4398.0,4400.0,4400.0,4400.0
010,Kombikorm,Комбикорм,Compound feed,Комбикорм,564.0,564.0,564.0,564.0,591.0,615.0,578.0,578.0,578.0,579.0,584.0,595.0,611.0,628.0,686.0,705.0,715.0,731.0,719.0,720.0,717.0,709.0,715.0,714.0,723.0,731.0,748.0,767.0,785.0,819.0,833.0,850.0,864.0,894.0,977.0,989.0,994.0,1007.0,1037.0,1058.0,1046.0,1046.0,979.0,970.0,981.0,1005.0,1202.0,1275.0,1275.0,1196.0,1192.0,1243.0,1285.0,1306.0,1306.0,1306.0,1321.0,1348.0,1354.0,1457.0,1543.0,1569.0,1580.0,1581.0,1583.0,1606.0,1620.0,1628.0,1656.0,1733.0,1759.0,1787.0,2106.0,2111.0,2130.0,2009.0,1940.0,1940.0,1940.0,1940.0,1963.0,2011.0,2011.0,2019.0,1986.0,1992.0,1994.0,1994.0,2083.0,2104.0,2090.0,2104.0,2140.0,2211.0,2216.0,2245.0,2253.0,2253.0,2233.0,2321.0,2438.0,2453.0,2434.0,2434.0,2434.0,2436.0,2460.0,2466.0,2244.0,2244.0,2279.0,2283.0,2333.0,2361.0,2619.0,2706.0,2706.0,2774.0,2837.0,2853.0,0.0,0.0,0.0,3133.0,3133.0,3133.0,3133.0,3933.0,4150.0,4200.0,4200.0,4200.0,3653.0,3480.0,3367.0,3533.0,4034.0,4034.0,3997.0,3997.0,4047.0,4050.0,4022.0,4022.0,4022.0,4022.0,4041.0,4043.0,4043.0,4043.0,4065.0,4209.0,4228.0,4228.0,4228.0,4228.0,4215.0,4195.0,4233.0,4059.0
011,Oliy navli bug'doy uni,Мука пшеничная высшего сорта,High-grade wheat flour,Олий навли буғдой уни,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450.0,1839.0,1956.0,2191.0,2298.0,2471.0,2588.0,2592.0,2685.0,2685.0,2694.0,2670.0,2820.0,2832.0,2972.0,3090.0,3100.0,3100.0,3100.0,3100.0,3100.0,3100.0,3110.0,3110.0,3120.0,3130.0,3130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5306.0,5459.0,5467.0,5576.0,5745.0,6595.0,6656.0,6776.0,6800.0,7486.0,7892.0,8016.0,8643.0,8654.0,8566.0,7404.0,7258.0,7307.0,7369.0,7402.0,7808.0,8349.0,8386.0,8164.0,8313.0,8190.0,8153.0,8097.0,8071.0,8150.0,8190.0,8181.0,8156.0,8208.0,8220.0,8246.0,8255.0,8255.0,8276.0,8264.0,8263.0,8257.0,8244.0,8171.0,8154.0,8171.0,8171.0,8171.0,8085.0,8159.0,8284.0,8441.0
0012,1-navli bug'doy uni,Мука пшеничная первого сорта,First grade wheat flour,1-навли буғдой уни,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3778.0,3807.0,3826.0,4087.0,4135.0,5366.0,5395.0,5739.0,5728.0,6247.0,6545.0,6539.0,7184.0,6817.0,6480.0,5655.0,5463.0,5418.0,5365.0,5366.0,5790.0,6172.0,6192.0,6101.0,5578.0,5725.0,5731.0,5695.0,5609.0,5611.0,5589.0,5548.0,5522.0,5557.0,5623.0,5648.0,5663.0,5663.0,5766.0,5783.0,5777.0,5784.0,5784.0,5690.0,5626.0,5627.0,5627.0,5623.0,5579.0,5550.0,5503.0,5693.0
