Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,3.9,3.9,4.0,4.1,4.1,4.0,3.9,3.7,4.6,5.1,4.9,5.3,6.1,6.4,6.6
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,3.9,3.5,3.6,3.8,3.5,3.3,3.2,3.2,3.7,4.6,4.9,5.5,5.5,5.7,5.7
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,3.5,3.8,4.1,4.2,4.1,4.1,4.2,4.3,6.0,6.7,6.7,7.0,8.3,8.4,8.5
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,3.6,3.7,3.7,4.0,4.0,3.8,3.8,3.6,3.8,4.6,4.9,5.5,6.1,6.7,6.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,1.5,1.5,1.6,1.6,1.5,1.4,1.4,0.9,1.2,2.0,2.3,2.5,3.1,3.2,3.3
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,2.0,2.0,2.2,2.3,2.3,2.2,2.2,2.1,2.4,2.7,2.6,2.6,3.3,4.0,4.3
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,3.7,3.8,3.8,3.5,3.4,3.4,3.3,4.2,4.5,5.2,5.7,6.4,7.2,7.4,8.3
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,3.3,3.4,4.3,4.3,4.7,4.7,4.9,4.6,4.9,6.6,7.1,7.9,8.4,8.7,8.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,4.3,4.5,5.0,5.2,5.4,5.3,5.2,6.5,11.2,10.6,8.2,9.0,10.8,11.4,12.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,5.5,5.5,5.1,5.0,4.9,4.7,4.4,3.9,4.2,4.3,4.5,5.2,5.3,5.6,5.7
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,2.9,3.3,3.4,3.8,3.9,3.9,4.0,2.0,2.4,2.9,3.0,4.9,5.8,6.1,6.6
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,5.8,5.4,5.4,5.3,5.2,5.0,4.9,4.3,4.5,4.2,3.3,3.3,4.2,3.5,3.7
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,5.1,5.2,4.9,4.8,4.8,4.9,5.0,3.1,4.2,4.8,5.5,5.9,6.2,6.9,7.5
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,4.1,4.1,4.0,4.3,4.2,4.3,4.3,3.6,3.4,4.1,3.9,4.1,4.7,5.1,5.4
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
