Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,119.0,124.9,124.5,121.7,121.4,107.0,113.8,100.7,101.6,105.2,94.5,114.7,106.8,106.3,109.5,112.3
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,115.3,123.0,119.1,123.5,121.1,119.8,103.9,98.6,103.2,106.2,98.0,112.1,106.2,107.9,107.2,113.3
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,118.5,117.4,121.0,126.5,104.9,104.1,115.4,98.3,99.8,105.6,94.4,118.1,109.3,102.1,112.9,110.9
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,119.9,122.3,122.7,122.4,137.2,103.7,111.9,100.3,101.9,104.7,92.7,126.2,106.2,106.6,107.4,117.9
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,120.3,122.0,119.8,122.3,122.5,109.9,116.7,100.3,102.3,104.0,100.1,113.3,110.9,101.7,107.7,113.8
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,118.6,124.1,124.3,123.3,129.5,101.6,114.7,98.4,100.5,103.8,93.8,118.3,106.8,109.6,108.3,110.7
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,120.9,125.4,124.2,123.1,130.3,103.8,123.2,95.7,104.0,100.0,97.2,113.8,110.4,104.4,112.5,113.4
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,119.1,125.1,122.6,120.4,118.5,117.6,115.0,102.6,103.9,90.5,94.1,124.3,110.1,104.6,107.3,115.1
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,116.2,120.9,123.9,124.5,123.5,101.6,106.3,101.4,101.0,115.2,90.6,118.9,111.2,110.7,109.9,115.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,121.5,125.2,122.5,119.5,116.4,116.1,115.2,100.1,100.8,127.1,94.9,116.6,106.3,106.2,116.3,114.9
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,118.8,124.3,118.8,125.4,137.9,116.9,110.9,99.9,103.8,108.5,87.2,117.0,106.6,107.6,103.1,113.5
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,118.3,124.2,124.3,123.0,122.6,105.9,118.6,102.5,102.6,103.0,91.2,126.5,108.4,106.5,109.6,110.5
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,123.9,133.3,126.2,111.4,117.9,108.2,121.0,101.2,100.2,103.1,104.1,99.8,102.5,108.4,107.8,109.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,119.5,121.9,127.3,128.2,139.4,113.5,115.3,98.4,102.1,101.4,94.5,127.9,105.6,108.1,108.7,108.5
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,118.3,129.6,130.1,122.1,120.7,100.6,109.7,102.4,101.7,117.5,90.9,104.1,102.1,103.8,110.1,110.3
