Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026-Q1
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,67874.1,74320.7,80210.0,86183.3,93024.7,99872.8,107789.7,111435.0,115335.2,117412.7,107766.7,120964.7,124433.9,127801.9,134248.5,134248.4,31667.8
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,2133.0,2380.2,2600.5,2773.1,2969.7,3200.6,3437.0,3531.6,3632.3,3699.5,3468.7,3847.6,4056.5,4235.2,4557.4,4557.3,1048.7
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,6707.2,7370.3,8009.7,8721.2,9463.5,10078.4,10844.9,11267.0,11754.6,11928.7,10930.3,11957.1,12411.8,12522.7,13140.8,13140.8,3262.1
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,5595.2,6182.3,6677.2,7154.8,7850.6,8449.4,9021.4,9372.1,9716.6,9740.5,8802.7,9613.5,9781.7,9939.2,10241.0,10241.0,2408.4
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,1441.3,1566.8,1681.7,1771.5,1838.6,1985.8,2155.7,2220.0,2273.6,2414.2,2274.7,2655.2,2510.0,2547.2,2647.8,2647.8,610.6
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,4974.1,5390.9,5940.3,6454.0,7016.1,7496.6,7966.5,8306.6,8562.4,8812.3,8380.4,9344.3,9862.8,10148.2,10446.1,10446.1,2487.6
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,1905.5,2143.0,2274.1,2482.4,2586.7,2804.5,3123.6,3238.6,3376.8,3666.5,3450.5,3683.4,3733.4,3711.9,3892.7,3892.7,938.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,4890.9,5398.5,5785.9,6262.1,6770.3,7276.7,7749.6,8161.5,8424.0,8501.5,7594.2,8241.6,8415.1,8981.0,9774.1,9774.1,2352.7
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,7767.3,8462.7,9308.1,10093.0,11056.5,11986.1,13019.2,13530.9,14210.0,14446.6,12965.6,13577.9,13668.9,14587.0,15752.5,15752.5,3691.3
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,3276.3,3521.7,3784.6,4043.2,4158.9,4419.4,5190.2,5398.6,5620.3,5423.5,4945.1,5999.9,6337.5,6611.8,6923.4,6923.4,1568.4
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,1414.8,1626.3,1665.5,1741.6,1817.7,1964.1,2117.6,2197.0,2239.2,2311.3,2165.9,2532.6,2557.8,2655.6,2772.6,2772.6,667.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,10530.2,11436.4,11930.6,12685.9,13434.7,14327.6,15338.0,15822.7,16274.4,16714.4,14960.4,17666.4,18306.9,18714.7,19547.6,19547.6,4598.6
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,7558.6,8153.3,9010.4,9746.2,10649.9,11684.1,12631.6,13022.1,13346.0,13454.0,12514.0,14760.7,15044.8,15529.2,15808.3,15808.3,3736.2
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,4589.1,4911.3,5137.4,5384.2,5747.9,6200.0,6648.1,6839.4,7057.6,7236.6,6803.5,7772.7,8094.3,8336.9,8684.2,8684.2,2009.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,5090.7,5777.0,6404.0,6870.1,7663.4,7999.5,8546.5,8526.9,8847.3,9063.1,8510.8,9311.8,9652.4,9281.3,10060.0,10060.0,2287.4
