Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,10646603.2,24643400.7,41990005.5,61199900.0,98063926.6,122459004.5,143604874.3,169686583.1,241588387.0,276110179.8,258764498.9,320443137.7,26491386.6,53637163.3,84826000.0,117648940.2,154922150.9,147013556.3,216051626.0,253439502.3,290680557.9,331632441.8,371522169.4,455343219.3,30683175.5,63177647.6,98594148.3,136098253.2,179197414.5,220639389.0,256033264.6,301502949.0,346597328.5,393865713.2,443425855.1,543262946.5,35382532.2,73683006.8,109857435.1
