Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,23.2,28.0,20.1,24.2,25.1,21.7,18.5,24.5,30.0,32.4,26.4,19.8,19.0,18.1,18.5,18.5,20.7,23.8,24.3,43.6,42.7,42.3,42.8,56.7,69.39999999999999
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,6.6,12.1,10.3,11.7,29.3,23.4,21.6,5.0,5.8,16.8,12.6,13.8,28.7,30.5,47.4,48.2,44.6,10.0,23.7,36.9,38.9,37.4,38.7,56.6,70.1
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,4.5,27.4,18.6,42.8,12.8,19.6,13.2,9.5,14.6,2.7,8.2,6.3,7.5,5.2,6.2,4.4,4.9,7.2,14.8,39.6,36.3,45.6,48.4,63.9,77.9
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,10.5,8.5,11.6,8.0,20.2,10.8,8.5,56.8,53.7,78.0,63.2,58.2,50.4,50.6,45.1,35.9,52.4,71.0,44.0,53.9,48.2,58.5,58.4,72.1,82.3
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,28.9,28.2,2.9,3.1,25.2,6.2,14.4,10.4,14.0,8.1,7.6,6.3,3.1,2.8,5.9,2.9,7.3,10.8,8.7,48.8,61.9,44.5,47.3,70.7,75.6
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,31.3,37.3,23.9,16.2,16.3,11.8,17.5,26.7,45.5,37.4,26.5,19.3,23.2,22.8,19.5,17.6,27.5,18.0,51.1,70.3,69.3,53.6,47.0,58.0,70.7
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,20.3,42.2,3.3,28.9,6.2,23.5,1.7,18.1,12.8,3.3,25.2,9.5,24.0,22.7,10.3,3.0,5.1,24.2,34.0,39.9,67.8,61.3,54.4,66.7,82.1
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,2.3,17.8,16.9,13.8,11.3,12.3,9.3,6.6,18.9,4.3,4.7,4.2,3.2,6.8,16.4,21.9,22.6,31.6,33.5,45.8,37.2,29.8,34.7,55.7,82.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,13.3,13.5,9.9,20.6,14.3,17.7,12.8,9.7,11.4,9.6,3.2,4.2,3.6,4.0,3.4,4.0,2.2,2.8,4.7,27.8,27.0,34.9,52.7,49.3,59.6
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,4.9,2.9,1.6,14.4,11.4,6.3,5.9,11.1,26.5,11.6,5.2,7.2,11.0,12.0,12.2,10.4,9.8,11.5,21.4,66.3,60.1,45.2,42.3,66.0,62.4
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,21.7,22.6,4.5,17.3,22.5,17.6,21.0,10.8,10.4,14.7,9.6,4.7,2.6,9.6,9.6,10.8,7.7,4.6,9.6,44.8,48.7,59.8,79.1,81.4,70.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,31.1,23.5,18.7,17.6,23.8,16.6,13.8,11.4,19.8,12.9,16.4,16.6,16.1,10.7,10.9,15.3,13.7,12.0,9.6,26.0,26.7,34.3,32.4,56.0,71.3
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,27.3,40.3,45.4,27.8,9.3,10.1,12.9,10.4,24.4,20.4,12.3,15.4,11.1,11.8,8.7,7.6,8.9,5.8,19.4,42.7,41.3,39.1,44.8,51.8,60.9
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,9.5,23.3,41.6,18.1,18.9,15.1,30.4,21.2,9.7,5.0,9.8,11.3,9.5,4.8,7.4,2.7,5.8,6.8,8.5,42.5,32.0,33.5,32.3,47.4,59.2
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,34.2,29.2,20.1,41.0,45.1,42.3,38.6,41.3,35.7,32.0,39.5,28.8,19.6,17.7,13.1,13.0,16.4,18.1,15.1,36.7,29.9,37.3,30.0,40.3,51.7
