Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
G,Savdo xizmatlari,Услуги торговли,Trade,Савдо хизматлари,121.5,115.7,115.4,113.9,115.7,118.5,120.5,100.3,105.3,107.6,102.5,113.3,105.5,111.3,113.3,113.8
J,Aloqa va axborotlashtirish xizmatlari,Услуги связи и информатизации,Information and communication,Алоқа ва ахборотлаштириш хизматлари,130.5,141.4,123.6,121.2,127.6,116.0,114.6,121.3,115.9,107.6,123.1,126.7,127.0,122.4,125.4,122.7
H,Transport xizmatlari,Транспортные услуги,Transport activities,Транспорт хизматлари,109.8,112.5,109.4,108.0,104.6,104.3,107.8,109.9,105.0,107.6,87.4,117.6,110.6,107.2,109.9,110.8
I,Yashash va ovqatlanish xizmatlari,Услуги проживания и питания,Accommodation and food service activities,Яшаш ва овқатланиш хизматлари,127.1,123.5,116.0,119.1,116.5,119.0,121.1,112.1,104.0,111.7,92.4,119.1,119.5,108.4,109.8,110.4
K,Moliyaviy  xizmatlar,Финансовые услуги,Financial activities,Молиявий  хизматлар,116.4,115.4,114.5,131.5,132.1,130.6,119.8,136.5,121.5,146.6,125.6,128.0,131.6,121.6,120.1,124.6
L,Ko‘chmas mulk bilan bog‘liq xizmatlar,"Услуги, связанные с недвижимым имуществом",Real estate activities,Кўчмас мулк билан боғлиқ хизматлар,128.4,122.0,123.6,116.8,119.9,118.5,117.5,106.6,109.5,105.4,89.3,124.5,109.9,114.8,114.6,113.1
71,"Me’morchilik, muhandislik izlanishlari, texnik sinovlar va tahlil sohasidagi xizmatlar","Услуги в области архитектуры, инженерных изысканий, технических испытаний и анализа","Architectural and engineering activities, technical testing and analysis","Меъморчилик, муҳандислик изланишлари, техник синовлар ва таҳлил соҳасидаги хизматлар",108.0,118.8,131.0,115.8,107.4,106.6,115.3,124.7,115.9,115.2,93.4,117.9,106.1,101.3,97.4,113.5
77,Ijara xizmatlari,Услуги аренды и проката,Renting and leasing,Ижара хизматлари,116.0,117.9,121.2,119.2,119.1,113.8,117.6,102.1,109.6,97.8,97.9,118.5,112.8,103.0,104.3,119.1
P,Ta’lim sohasidagi xizmatlar,Услуги в сфере образования,Education,Таълим соҳасидаги хизматлар,90.1,105.0,105.2,105.2,109.1,111.2,107.8,125.6,109.1,108.7,99.2,130.9,113.1,119.6,115.1,110.4
Q,Sog‘liqni saqlash sohasidagi xizmatlar,Услуги в сфере здравоохранения,Human health activities,Соғлиқни сақлаш соҳасидаги хизматлар,121.2,133.2,138.8,130.9,116.3,117.2,122.2,116.9,112.5,113.5,94.4,127.6,112.9,109.6,109.6,114.2
95,Kompyuterlar va maishiy tovarlarni ta’mirlash bo‘yicha xizmatlar,Услуги по ремонту компьютеров и  бытовых товаров,Repair of computers and household goods,Компьютерлар ва маиший товарларни таъмирлаш бўйича хизматлар,115.3,119.5,120.7,117.5,116.3,116.3,115.6,102.6,104.7,106.9,95.2,122.3,107.1,106.3,111.2,112.3
96,Shaxsiy xizmatlar,Индивидуальные услуги,Personal,Шахсий хизматлар,119.0,124.9,124.5,121.7,121.4,107.0,113.8,100.7,101.6,105.2,94.5,114.7,106.8,106.3,109.5,112.3
100,Boshqa xizmatlar,Прочие услуги,Other services,Бошқа хизматлар,121.0,123.9,120.7,113.6,117.0,113.5,114.9,111.8,115.6,112.6,98.1,117.0,112.0,121.2,111.1,112.8
