Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
1,YIGʻMA INDEKS,СВОДНЫЙ ИНДЕКС,COMPOSITE INDEX,ЙИҒМА ИНДEКС,101.02,100.57,100.7,100.64,101.39,99.74,99.9,100.47,100.54,100.53,100.63,100.87,100.7,100.6,100.6,100.8
1.02,OZIQ-OVQAT MAHSULOTLARI,ПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,FOOD PRODUCTS,ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.9,100.49,101.28,100.82,99.21,99.08,99.03,100.62,100.86,100.83,100.96,101.42,100.8,100.9,101.2,101.0
01.2,Yumaloq boshoqli guruch,Рис круглозерный,Round grain rice,Юмалоқ бошоқли гуруч,99.33,96.09,96.97,99.29,99.33,98.78,99.68,99.96,100.01,97.61,94.65,98.33,99.1,98.2,99.6,99.4
01.10,Birinchi navli bugʻdoy uni,Мука пшеничная первого сорта,First grade wheat flour,Биринчи навли буғдой уни,99.74,93.97,98.9,100.89,100.0,100.25,99.13,99.79,99.85,100.47,100.67,100.19,100.9,100.9,100.2,101.1
01.34,Mol goʻshti (suyaksiz goʻshtidan tashqari),Говядина (кроме бескостного мяса),Beef (except boneless meat),Мол гўшти (суяксиз гўштидан ташқари),101.45,102.56,106.33,102.41,101.26,100.95,102.23,100.11,101.73,101.66,100.32,100.41,101.0,101.4,101.9,103.0
01.36,Qoʻy goʻshti,Баранина,Mutton,Қўй гўшти,100.3,102.8,109.36,101.63,100.91,100.59,102.16,101.41,101.11,101.73,100.87,100.37,101.5,102.6,101.5,103.8
01.38,Parranda goʻshti (butun tana),Мясо птицы (тушка),Poultry meat (whole carcass),Парранда гўшти (бутун тана),101.21,99.32,101.87,98.74,97.95,101.51,100.76,102.68,100.89,99.01,99.36,100.31,101.4,101.3,99.8,98.8
01.55,Xom sut (yangi sogʻilgan),Молоко сырое (свежее),Raw milk (fresh),Хом сут (янги соғилган),99.38,101.3,101.49,101.56,97.37,100.0,100.0,100.0,101.68,102.02,100.48,100.7,101.2,100.0,100.8,100.9
01.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,84.88,88.8,100.14,95.76,96.15,105.62,95.46,102.85,106.79,104.07,102.37,103.56,100.6,101.0,102.3,96.5
01.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,100.38,101.08,100.31,103.72,105.79,100.0,100.53,101.34,100.46,101.26,100.81,100.38,100.5,100.3,100.6,100.2
01.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,102.15,100.02,100.0,103.09,103.55,100.64,100.49,99.96,100.55,100.84,100.92,99.41,100.5,100.3,101.1,100.8
01.82,Olmalar,"Яблоки, свежие","Apples, fresh",Олмалар,103.91,101.73,100.52,101.5,100.92,99.5,97.88,99.13,98.44,100.2,104.44,101.61,102.1,104.4,107.7,105.4
01.102,Yangi uzilgan pomidorlar,Помидоры свежие,Fresh tomatoes,Янги узилган помидорлар,99.62,131.08,104.94,98.69,72.0,52.8,55.83,84.9,117.63,161.13,186.05,123.96,95.3,111.2,113.0,99.7
01.107,Sabzi,Морковь,Carrot,Сабзи,102.12,101.93,115.58,107.37,114.47,112.54,98.17,98.31,107.54,94.33,72.92,92.98,101.3,101.5,98.4,104.1
01.110,Piyoz,Лук репчатый,Onion,Пиёз,103.82,100.18,101.78,112.45,99.47,98.45,98.61,99.1,94.45,93.81,96.68,101.1,101.7,98.3,93.0,97.0
01.113,Kartoshka,Картофель,Potato,Картошка,126.56,85.85,93.23,104.86,99.72,97.37,96.16,102.68,99.84,97.98,100.78,100.88,101.8,105.7,109.5,106.1
01.123,Shakar,Сахар-песок,Sugar,Шакар,99.56,99.62,100.43,100.97,102.26,100.26,99.7,99.48,100.7,96.19,96.92,98.03,101.0,102.5,102.1,101.5
1.03,NOOZIQ-OVQAT MAHSULOTLARI,НЕПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,NON-FOOD PRODUCTS,НООЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.32,100.31,100.06,100.51,102.06,100.16,100.16,100.34,100.32,100.35,100.5,100.37,100.4,100.2,100.3,100.3
02.115,Sement,Цемент,Cement,Цемент,98.61,99.33,98.49,101.29,103.06,100.7,102.45,101.66,101.32,100.94,101.76,100.56,100.4,100.0,100.0,100.6
02.172,Xoʻjalik sovuni,Мыло хозяйственное,Household soap,Хўжалик совуни,100.03,99.47,100.8,100.08,100.38,99.64,100.49,100.51,99.83,99.73,100.12,100.64,100.5,100.7,101.3,100.0
02.173,"Kir yuvish kukuni yoki aralashmasi, oqartiruvchi modda va kir yuvish uchun boshqa vositalar","Стиральный порошок или смесь, отбеливатели и прочие средства для стирки","Washing powders or mixtures, bleaches, and other washing agents","Кир ювиш кукуни ёки аралашмаси, оқартирувчи модда ва кир ювиш учун бошқа воситалар",100.06,100.29,100.02,100.43,98.74,99.5,100.1,99.99,99.93,99.74,102.79,100.0,100.6,100.5,100.3,100.8
02.180,Vitaminlar,Витамины,Vitamins,Витаминлар,100.87,100.57,100.82,101.05,100.02,101.14,100.16,100.21,100.61,100.54,99.0,100.07,101.1,99.9,101.5,100.2
02.181,Antibiotiklar,Антибиотики,Antibiotics,Антибиотиклар,102.29,100.18,100.27,100.83,98.82,100.89,99.4,99.97,100.51,100.09,101.31,100.25,100.8,99.8,100.1,100.8
02.183,Tomir kengaytiruvchi preparatlar,Сосудорасширяющие препараты,Vasodilating drugs,Томир кенгайтирувчи препаратлар,100.2,101.19,99.13,101.41,100.0,99.47,100.0,99.93,101.15,100.0,99.89,100.5,100.0,101.3,101.0,100.0
02.184,Shamollashga qarshi dori vositalari,Противовоспалительные лекарственные средства,Anti-inflammatory drugs,Шамоллашга қарши дори воситалари,100.0,100.19,100.22,101.13,99.83,101.65,100.0,100.08,100.22,100.22,100.02,100.32,101.1,102.1,100.7,99.3
02.196,Benzin,Бензин,Gasoline,Бензин,102.14,100.15,100.0,99.19,100.0,99.87,100.24,103.95,101.59,101.74,101.73,102.76,100.5,99.3,98.8,101.3
02.197,Shaxsiy transport vositalari uchun propan,Пропан для личных транспортных средств,Propane for personal vehicles,Шахсий транспорт воситалари учун пропан,86.42,105.94,97.22,90.24,100.27,99.55,105.48,98.26,99.27,101.56,106.67,101.1,109.8,103.1,94.2,98.4
02.198,Shaxsiy transport vositalari uchun metan,Метан для личных транспортных средств,Methane for personal vehicl,Шахсий транспорт воситалари учун метан,100.0,100.0,100.0,103.42,127.36,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.3,99.8,100.8
1.04,XIZMATLAR,УСЛУГИ,SERVICES,ХИЗМАТЛАР,102.36,101.13,100.45,100.43,105.11,100.46,101.28,100.35,100.22,100.18,100.14,100.49,100.7,100.7,100.2,101.1
03.10,Sovuq suv va kanalizatsiya uchun haq toʻlash,Холодное водоснабжение и канализация,Cold water supply and sewerage fee,Совуқ сув ва канализация учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,130.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.11,Maishiy chiqindi uchun haq toʻlash,Плата за вывоз мусора,Garbage collection fee,Маиший чиқинди учун ҳақ тўлаш,159.09,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,131.2
03.13,Elektr energiyasi uchun haq toʻlash,Плата за электроэнергию,Electricity fee,Электр энергияси учун ҳақ тўлаш,100.0,100.0,100.0,100.0,118.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.14,Tarmoq gaz uchun haq toʻlash,Плата за газ сетевой,Network gas fee,Тармоқ газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,139.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.15,Suyultirilgan gaz uchun haq toʻlash,Плата за газ сжиженный,Liquefied gas fee,Суюлтирилган газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,125.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.16,Issiq suv taʼminoti uchun xaq toʻlash,Оплата снабжения горячей водой,Hot water supply fee,Иссиқ сув таъминоти учун хақ тўлаш,100.0,115.0,100.0,100.0,100.0,100.0,100.0,100.0,110.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.17,Markaziy isitish uchun haq toʻlash,Оплата центрального отопления,Central heating fee,Марказий иситиш учун ҳақ тўлаш,100.0,119.14,100.0,100.0,100.0,100.0,100.0,100.0,109.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0
