Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,103.3,106.9,108.8,107.5,110.9,108.8,110.5,111.2,112.2,112.5,113.0,112.2,113.5,112.9,112.8,112.3,111.4,110.6,110.1,110.4,110.0,110.6,111.1,111.4,110.6,112.3,110.7,110.1,109.8,112.4,112.1,112.4,112.6,112.2,112.8,112.5,115.6,116.5,110.9
