Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2023-M01,2023-M02,2025-M12,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2026-M1,2026-M2,2026-M03
10,Donlar,Злаки,Cereals,Донлар,880.9,4709.2,4750.5,4749.4,2143.4,7129.0,2466.1,4420.5,5086.9,7581.8,2242.6,2616.3,4074.1,3205.1,4102.5,3627.6,5745.0,3320.4,2226.9,5179.8,1262.6,2357.3,4178.0,1267.1,2013.1,2234.5,8968.9,6206.3,11161.9,5793.5,4619.8,2433.3,147.3,1023.4,4285.3,2097.3,4338.8,5601.5,9055.6
89,"Kemalar, qayiqlar va suzuvchi qurilmalar","Суда, лодки и плавучие конструкции","Ships, boats and floating structures","Кемалар, қайиқлар ва сузувчи қурилмалар",4.0,0.0,0.1,1.3,0.0,0.0,0.0,155.8,0.0,0.0,0.0,1.3,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.9,42.5,0.0,0.0,29.6,19.6,104.0,69.2,4.2,200.6,0.0,32.3,1.3,1.5,0.0,2.0,0.4,0.1,4.2,1.7
50,Ipak,Шелк,Silk,Ипак,6633.7,4142.9,6985.6,8545.0,3618.0,2323.1,5617.1,7049.5,7757.5,7055.7,4333.0,10876.8,9035.9,2232.5,6043.2,4597.2,1646.3,802.4,350.7,2639.2,6757.0,5303.9,4147.2,8027.6,10402.1,2125.5,1810.1,1858.9,2390.8,2258.8,3096.9,1574.8,2500.4,3379.0,3804.2,3537.0,262.2,529.7,639.5
99,Xizmatlar,Услуги,Services,Хизматлар,299333.1,288645.2,1282147.0,451308.6,439357.4,428188.3,510838.5,650923.0,492320.3,440073.9,551544.2,403571.9,816896.9,403566.3,325220.4,526392.9,581902.4,619720.9,688707.1,575825.7,718763.7,699958.9,562873.1,874813.6,770029.8,492105.1,684530.9,658546.1,773994.0,742338.7,808798.9,790529.0,860963.7,1054225.2,991943.9,724198.2,742141.6,706970.5,877688.1
26,"Ruda, shlak va kul","Руды, шлак и зола","Ores, slag and ash","Руда, шлак ва кул",34.9,89.8,3560.9,90.9,219.7,1212.1,1674.1,1617.5,1317.9,1918.3,512.9,1474.1,1909.6,598.3,775.3,2048.7,1176.7,1232.1,877.0,476.5,536.6,564.1,570.2,677.2,759.0,77.6,93.9,129.9,74.5,95.4,158.3,213.6,689.0,1451.1,771.3,3081.7,2812.2,3123.5,3690.7
55,Kimyoviy tolalar,Химические волокна,Chemical fibers,Кимёвий толалар,1842.5,3831.6,3086.6,4268.9,3596.2,5127.4,3726.7,3842.4,4967.3,4052.8,4238.1,4601.2,2914.8,4775.3,4343.0,4080.6,3121.1,3130.5,3675.9,4244.1,4540.0,4220.4,2785.8,3666.6,2089.0,2408.2,3367.4,2666.1,3619.2,2855.0,4266.8,3573.4,3618.4,3418.1,3540.5,3541.9,2537.2,3520.9,4027.6
72,Qora metallar,Черные металлы,Iron and steel,Қора металлар,14336.4,16525.3,17696.6,21385.4,19980.4,23023.9,27209.9,12622.2,13147.3,12483.0,9238.5,11643.9,6592.1,10551.8,17940.4,21723.6,18466.8,14690.6,19101.0,20308.1,18877.6,12046.5,7188.7,7156.2,3683.5,6540.1,2192.4,13404.9,12959.2,13655.0,19482.1,26756.3,22862.4,16428.7,15295.0,17643.9,17224.1,22511.9,20562.2
63,Boshqa tayyor to'qimachilik buyumlari; to'plamlar; avval ishlatilgan kiyim-kechaklar va to'qimachilik buyumlari; lattalar,"Прочие готовые текстильные изделия; наборы; одежда и текстильные изделия, бывшие в употреблении; тряпье",Other made up textile articles; sets; worn clothing and worn textile articles; rags,Бошқа тайёр тўқимачилик буюмлари; тўпламлар; аввал ишлатилган кийим-кечаклар ва тўқимачилик буюмлари; латталар,16927.7,17920.6,184775.5,14854.2,13951.9,17709.5,22019.1,16604.3,18067.5,16746.6,17491.6,20084.6,15868.8,16773.3,16711.1,17347.3,13843.9,20673.6,17357.6,17655.8,16173.2,17912.9,31556.9,19706.1,17604.8,19447.5,17939.3,18839.8,19004.0,19292.2,18026.7,18738.7,20933.2,22412.2,26743.6,25533.3,24664.4,24800.2,21803.9
75,Nikel va undan tayyorlangan buyumlar,Никель и изделия из него,Nickel and articles thereof,Никел ва ундан тайёрланган буюмлар,60.0,110.4,0.1,0.0,80.8,118.8,135.7,128.3,80.5,147.7,120.8,111.7,119.1,151.5,102.2,73.1,207.1,106.4,173.7,65.5,49.3,190.4,217.3,137.5,113.2,121.3,0.0,155.0,43.7,45.1,91.8,25.9,20.2,59.5,6.0,0.0,0.0,1.6,0.0
76,Alyuminiy va undan tayyorlangan buyumlar,Алюминий и изделия из него,Aluminium and articles thereof,Алюминий ва ундан тайёрланган буюмлар,1697.2,4839.4,6957.0,3135.2,4361.0,4030.8,2126.5,3797.6,3744.9,3893.0,3414.8,3845.3,5888.3,3192.5,3689.2,4179.7,6048.3,6080.9,6059.1,6595.4,4498.6,5533.4,7614.1,6302.3,7097.5,5193.4,7737.9,6849.6,6974.9,7091.4,7707.4,7876.7,7242.6,6259.4,7900.1,8447.2,7099.6,4550.3,5241.6
78,Qo'rg'oshin va undan tayyorlangan buyumlar,Свинец и изделия из него,Lead and articles thereof,Қўрғошин ва ундан тайёрланган буюмлар,0.0,0.0,1030.6,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,36.9,267.6,160.6,120.9,623.3,933.3,1119.6,1222.9
79,Rux va undan tayyorlangan buyumlar,Цинк и изделия из него,Zinc and articles thereof,Рух ва ундан тайёрланган буюмлар,9188.1,13532.0,12497.6,15581.9,11122.5,11220.3,12700.2,12518.7,13137.4,17685.7,13471.1,10993.2,6047.1,3426.5,9583.3,9163.9,7924.3,6085.3,7897.5,10837.6,14391.2,11587.5,9760.3,12608.5,12099.7,10334.6,7361.5,11789.1,8544.8,9665.7,10117.3,10067.7,10615.4,6098.4,7331.4,9454.7,9255.8,8558.7,5764.9
01,Tirik hayvonlar,Живые животные,Live animals,Тирик ҳайвонлар,337.9,378.6,3728.4,212.6,797.5,232.9,827.2,783.9,251.1,595.1,190.8,276.6,239.0,110.5,415.1,347.0,869.5,2138.0,650.8,485.9,693.2,302.0,647.5,532.5,773.4,239.3,463.3,557.7,3340.8,1025.5,1210.9,578.7,664.6,1228.6,1474.6,2127.7,2549.0,2544.2,1518.2
04,"Sut mahsulotlari, parranda tuxumi, tabiiy asal, boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub oziq-ovqat mahsulotlari","Молочная продукция; яйца птиц; мед натуральный; пищевые продукты животного происхождения, в другом месте не поименованные или не включенные","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Сут маҳсулотлари, парранда тухуми, табиий асал, бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб озиқ-овқат маҳсулотлари",1173.9,1257.8,4245.0,1369.9,1159.1,1053.7,1053.1,655.1,684.3,406.5,650.2,534.5,1075.6,1569.5,1807.3,2470.7,2991.0,2111.9,2979.6,3195.1,4672.2,4846.1,6680.0,7261.6,6770.0,4955.3,3688.5,7156.4,7590.7,6551.3,7041.4,6444.1,3828.7,3446.2,4365.9,4042.3,4356.1,3982.6,4838.8
11,Un va un-yormalarni yanchishga mo'ljallangan sanoat mahsulotlari; solod; kraxmallar; inulin; bug'doy kleykovinasi,Продукция мукомольно-крупяной промышленности; солод; крахмалы; инулин; пшеничная клейковина,Products of the milling industry; malt; starches; inulin; wheat gluten,Ун ва ун-ёрмаларни янчишга мўлжалланган саноат маҳсулотлари; солод; крахмаллар; инулин; буғдой клейковинаси,39852.6,33947.7,44409.4,39104.5,37685.0,35330.9,26640.7,34320.9,36756.5,36108.3,35405.5,30985.3,29908.4,26478.8,27841.1,27102.6,22001.9,13560.7,12851.6,23876.6,27272.7,30656.2,39378.0,40037.9,38557.7,30728.5,31985.2,34579.8,29477.0,27367.9,29798.6,44426.2,43885.4,45869.6,40278.8,38820.3,38111.6,33586.5,34732.0
12,"Moyli urug'lar va mevalar; boshqa urug'lar, meva va don; dorivor o'simliklar va texnik maqsadlarda qo'llaniladigan o'simliklar; somon va yem-xashak","Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","Мойли уруғлар ва мевалар; бошқа уруғлар, мева ва дон; доривор ўсимликлар ва техник мақсадларда қўлланиладиган ўсимликлар; сомон ва ем-хашак",1770.1,1159.8,3356.9,2037.7,2784.3,1255.3,632.4,1189.2,1581.8,1636.6,4225.7,4856.8,4793.5,1678.0,3245.6,3261.4,3307.9,2334.3,1937.2,2646.5,2368.0,4925.2,5972.3,5125.7,5932.8,2735.7,3518.9,3252.7,2108.2,2067.9,1655.8,2863.0,4347.9,7009.1,7310.7,3805.8,2603.8,2893.3,2985.2
13,Tozalanmagan tabiiy smola; kamedi (o'simlik shirasi) yoki boshqa o'simlik sharbati va ekstraktlari,"Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты","Shellac natural unrefined; gums, resins and other vegetable saps and extracts",Тозаланмаган табиий смола; камеди (ўсимлик шираси) ёки бошқа ўсимлик шарбати ва экстрактлари,1561.5,3969.0,2786.5,2378.4,3438.2,2529.0,2309.1,2194.8,2892.9,3427.6,3699.0,2570.2,4079.8,3456.1,4216.8,2616.3,2456.3,3345.2,2947.4,3297.0,3658.0,3964.8,3499.5,4156.4,3221.6,2859.9,2285.0,1943.1,1448.6,3372.7,3067.3,5312.1,2905.3,3999.9,3747.2,2619.0,761.4,2212.6,2309.6
92,Musiqa asboblari; ularning qismlari va jihozlari,Инструменты музыкальные; их части и принадлежности,Musical instruments; parts and accessories of such articles,Мусиқа асбоблари; уларнинг қисмлари ва жиҳозлари,3.9,35.1,19.4,5.3,5.9,6.5,2.7,5.1,3.8,5.1,6.7,6.0,6.3,4.9,10.7,14.3,9.7,12.1,199.8,9.8,8.4,13.3,11.6,9.7,12.0,9.5,21.5,7.1,11.9,12.2,-2.2,22.3,15.3,17.9,8.3,16.1,9.4,10.0,13.3
19,"Boshoqli donlar, un, kraxmal yoki sutdan tayyorlangan mahsulotlar; undan tayyorlangan qandolat mahsulotlari","Готовые продукты из зерна злаков, муки, крахмала или молока;  мучные кондитерские изделия","Preparations of cereals, flour, starch or milk; pastrycooks' products","Бошоқли донлар, ун, крахмал ёки сутдан тайёрланган маҳсулотлар; ундан тайёрланган қандолат маҳсулотлари",1025.6,1766.9,8604.6,2170.0,1827.6,1780.3,1393.6,1058.3,1409.9,1768.0,2299.4,2129.9,2990.5,2138.2,2578.1,2900.0,2990.0,2931.9,2207.6,2277.4,2813.3,3332.1,4345.6,4684.7,4359.8,3076.7,4762.9,4890.7,4292.4,4898.3,4817.4,5140.4,6175.7,6370.3,8662.1,8768.0,7351.8,9809.0,8388.2
21,Turli oziq-ovqat mahsulotlari,Разные пищевые продукты,Miscellaneous edible preparations,Турли озиқ-овқат маҳсулотлари,332.0,326.7,1748.0,410.7,270.6,462.9,178.9,342.2,400.8,403.9,476.4,260.6,456.4,298.1,485.6,608.5,469.2,384.2,632.8,723.9,573.9,1020.7,476.1,809.3,660.1,527.4,464.2,591.0,1020.2,1420.4,1064.0,811.1,1365.0,1171.1,1228.3,1384.4,632.8,773.5,630.8
28,"Noorganik kimyo mahsulotlari; qimmatbaho metallar, nodir metallar, radioaktiv elementlar yoki izotoplarning noorganik yoki organik birikmalari","Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Ноорганик кимё маҳсулотлари; қимматбаҳо металлар, нодир металлар, радиоактив элементлар ёки изотопларнинг ноорганик ёки органик бирикмалари",36637.5,33175.3,187188.1,55671.4,28722.2,45428.7,38977.6,47334.6,56079.1,51113.9,44243.1,39857.9,11016.7,63104.1,84338.0,75182.5,72958.5,73569.3,83199.1,111616.6,102225.7,74330.4,-9332.5,117600.9,100949.9,76248.9,79811.1,73949.0,100959.2,99110.2,129662.6,95053.4,99183.6,92780.6,129899.8,50234.6,107374.8,112273.6,200518.4
29,Organik kimyoviy birikmalar,Органические химические соединения,Organic chemicals,Органик кимёвий бирикмалар,758.6,523.7,1278.6,909.3,1368.0,535.3,1212.0,1302.0,1058.4,1313.2,1357.8,2414.6,1689.0,760.7,853.6,1546.7,1631.1,1047.4,1485.4,1323.4,1105.3,1152.2,1167.2,1517.2,1048.0,2093.3,2014.3,1496.6,1828.4,893.8,1588.6,1181.6,910.4,1130.8,1046.6,1430.8,2086.8,1701.8,1808.4
30,Farmatsevtika mahsulotlari,Фармацевтическая продукция,Pharmaceutical products,Фармацевтика маҳсулотлари,1420.2,2210.3,2767.7,1681.1,1353.8,2262.2,857.0,1502.0,2151.9,1743.3,1890.8,2191.7,1907.7,1460.9,1754.9,1499.9,2597.5,2489.9,1270.4,1217.9,1386.5,1740.8,1248.9,954.7,1923.4,880.4,2181.8,1296.6,2112.9,2639.1,-107.8,2518.1,2001.1,1836.4,1762.3,1196.6,1855.0,3460.8,2115.4
33,"Efir moylari va rezinoidlar; attorlik, kosmetika yoki pardoz vositalari","Эфирные  масла  и  резиноиды;   парфюмерные,   косметические   или туалетные  средства","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","Эфир мойлари ва резиноидлар; атторлик, косметика ёки пардоз воситалари",825.5,915.4,1007.2,1066.2,1283.4,1343.7,1221.6,880.3,849.6,1244.2,678.3,1288.3,493.8,539.8,817.1,550.5,980.0,881.5,590.9,1047.2,1142.4,898.2,690.5,932.9,732.5,847.6,739.5,700.0,1004.0,886.2,977.3,970.5,1227.7,966.3,1393.6,902.4,657.1,1309.3,1607.4
37,Foto va kino mahsulotlari,Фото- и кинотовары,Photographic or cinematographic goods,Фото ва кино маҳсулотлари,4.3,137.4,17.7,353.7,168.8,34.0,4.3,279.1,238.1,5.2,9.3,79.9,25.3,0.0,0.5,0.0,34.1,0.4,0.0,0.4,18.1,3.9,3.7,16.0,37.9,0.0,0.0,3.3,0.1,1.7,5.4,0.0,21.8,14.9,0.0,0.4,4.4,1.0,0.1
38,Boshqa kimyoviy mahsulotlar,Прочие химические продукты,Miscellaneous chemical products,Бошқа кимёвий маҳсулотлар,2487.7,2276.3,2449.6,7232.2,10113.2,1908.0,1394.7,2453.7,5055.9,4548.6,2464.6,3609.2,30325.5,1727.7,1219.4,2070.1,2133.5,1467.8,3649.0,2087.2,3132.0,5947.7,3689.6,7565.7,26596.6,858.7,3170.1,1965.8,5365.2,6013.6,2252.9,3781.8,6787.0,2643.0,2093.8,3912.8,1234.9,1782.0,6015.8
49,"Bosma kitoblar, gazetalar, reproduksiyalar va poligrafiya sanoatining boshqa buyumlari; qo'lyozmalar, mashinkada yozilgan matnlar va tarhlar","Печатные книги, газеты, репродукции и другие изделия полиграфической промышленности; рукописи, машинописные тексты и планы","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","Босма китоблар, газеталар, репродукциялар ва полиграфия саноатининг бошқа буюмлари; қўлёзмалар, машинкада ёзилган матнлар ва тарҳлар",216.7,1370.5,3488.6,85.2,209.9,3.5,1.9,167.6,3.5,329.3,651.2,1366.4,478.7,457.6,295.3,245.6,456.8,525.7,21.5,30.6,28.5,2.9,14.3,911.2,679.6,3.5,4.8,2404.8,5640.6,52.5,13.1,34.2,2215.8,4808.7,17.2,316.7,3.1,3460.0,2055.4
05,Boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub mahsulotlar,"Продукты животного происхождения, в другом месте не поименованные или не включенные","Products of animal origin, not elsewhere specified or included",Бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб маҳсулотлар,454.1,676.1,2538.1,1754.3,1194.7,2712.1,1032.0,583.3,1472.0,739.1,1000.1,1027.1,5598.2,2384.9,3492.1,2369.3,3890.1,1684.6,1939.7,1355.6,1925.9,1430.4,1655.0,2523.8,1902.8,2610.4,1309.8,1738.1,3428.4,1232.2,1983.2,3097.4,2950.5,2861.9,3108.4,1893.0,1156.1,2510.4,1209.5
54,Kimyoviy iplar; kimyoviy to'qimachilik materiallaridan  yassi va anologik iplar,Химические нити; плоские и аналогичные нити из химических текстильных материалов,Chemical threads; flat and similar threads of chemical textile materials,Кимёвий иплар; кимёвий тўқимачилик материалларидан  ясси ва анологик иплар,562.9,872.1,1030.9,411.5,272.5,1963.2,1579.2,1033.9,526.2,585.6,684.7,1069.6,463.1,722.0,926.0,1279.8,1205.5,760.4,1276.4,1046.2,1402.6,2502.9,1997.3,924.8,1032.6,1434.7,1056.2,251.9,671.2,1223.8,737.2,1085.8,881.1,804.9,1011.7,1030.3,875.4,1615.3,784.2
02,Go'sht va go'shtli oziq-ovqat submahsulotlari,Мясо и пищевые мясные субпродукты,Meat and edible meat offal,Гўшт ва гўштли озиқ-овқат субмаҳсулотлари,13.8,32.1,1147.4,29.1,92.1,120.4,180.6,41.6,187.9,44.4,155.0,25.0,0.0,6.0,0.0,1278.3,2530.3,3322.2,4993.9,7302.0,8166.0,5606.1,4342.4,5488.1,7341.9,4035.1,110.2,265.1,306.5,301.0,299.7,586.3,1219.6,1252.1,770.8,730.8,396.2,692.6,1250.2
03,"Baliq va qisqichbaqasimonlar, mollyuska va boshqa umurtqasiz suv hayvonlari","Рыба и ракообразные, моллюски и прочие водные беспозвоночные","Fish and crustaceans, molluscs and other aquatic invertebrates","Балиқ ва қисқичбақасимонлар, моллюска ва бошқа умуртқасиз сув ҳайвонлари",140.5,92.1,740.4,27.3,197.1,156.6,85.2,113.8,190.5,1.0,128.2,298.5,314.2,33.8,12.1,228.5,242.5,33.2,105.7,213.2,136.4,226.2,521.7,178.6,270.2,2.5,312.1,350.8,356.8,336.3,507.2,460.7,147.8,268.1,551.9,832.5,646.5,347.8,352.9
32,"Ko'nchilik yoki rang beruvchi ekstraktlar; taninlar va ularning hosilalari; bo'yoqlar, pigmentlar va boshqa rang beruvchi moddalar; bo'yoqlar va laklar; shpatlyovka va boshqa mastikalar; poligrafik bo'yoq, siyoh, tushlar","Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; полиграфическая краска, чернила, тушь","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","Кўнчилик ёки ранг берувчи экстрактлар; танинлар ва уларнинг ҳосилалари; бўёқлар, пигментлар ва бошқа ранг берувчи моддалар; бўёқлар ва лаклар; шпатлёвка ва бошқа мастикалар; полиграфик бўёқ, сиёҳ, тушлар",900.2,1815.4,2514.3,1835.9,1595.3,1923.1,2108.6,2019.6,2407.2,1878.0,2588.6,1496.3,1728.5,1706.5,1694.6,1848.2,2611.1,2018.1,1995.3,2302.0,2224.0,2258.7,2219.8,1947.8,1654.9,1136.6,1963.1,2227.9,3282.6,3153.1,2499.7,3298.9,3559.7,2785.6,2477.7,2455.5,2403.6,2899.3,3069.0
