Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,59.1,57.8,56.8,55.5,53.4,52.0,52.0,49.2,45.3,49.2,52.0,53.1,55.3,53.9,54.9
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,70.8,64.7,67.9,60.8,56.3,58.3,58.0,56.0,55.0,64.9,63.4,59.5,61.2,59.9,63.6
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,45.4,47.6,47.2,45.2,44.3,42.0,41.9,39.3,42.3,44.6,47.0,47.8,50.5,47.8,49.1
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,52.3,51.1,48.0,46.3,44.1,43.8,46.0,47.3,47.4,47.9,49.5,54.0,56.8,55.7,52.7
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,67.3,68.5,66.7,66.3,65.1,63.9,63.6,62.6,58.9,66.4,66.7,66.6,62.9,63.9,68.8
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,71.0,67.7,67.2,64.9,64.2,61.8,64.4,64.6,58.9,61.1,60.0,63.0,62.2,61.3,62.7
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,57.2,56.5,54.9,52.6,49.3,47.0,45.2,44.4,40.8,44.4,46.7,48.0,53.4,47.4,47.9
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,49.6,49.2,46.5,44.8,43.8,43.8,44.9,45.0,43.1,43.1,49.9,54.8,59.9,60.9,60.7
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,62.7,63.3,63.7,63.9,61.9,61.5,61.8,59.2,51.4,55.1,59.6,61.4,62.4,61.3,62.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,60.3,53.9,51.0,50.9,46.9,41.7,41.2,37.8,30.1,39.8,43.8,43.1,44.0,43.2,45.5
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,64.7,64.3,65.8,59.4,61.2,59.1,60.3,58.5,50.8,56.7,62.3,61.0,62.1,57.8,56.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,61.3,60.6,58.5,58.0,57.4,56.7,53.2,44.2,41.4,36.1,32.2,29.8,33.2,31.4,31.3
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,53.6,55.0,53.3,54.1,47.6,47.6,47.5,41.9,39.2,49.3,58.6,58.9,63.0,62.9,65.4
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,61.7,56.7,58.2,58.1,57.2,56.9,53.6,48.1,42.4,50.0,49.3,49.5,54.1,49.5,47.9
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
