Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2013-M01,2013-M02,2013-M03,2013-M04,2013-M05,2013-M06,2013-M07,2013-M08,2013-M09,2013-M10,2013-M11,2013-M12,2014-M01,2014-M02,2014-M03,2014-M04,2014-M05,2014-M06,2014-M07,2014-M08,2014-M09,2014-M10,2014-M11,2014-M12,2015-M01,2015-M02,2015-M03,2015-M04,2015-M05,2015-M06,2015-M07,2015-M08,2015-M09,2015-M10,2015-M11,2015-M12,2016-M01,2016-M02,2016-M03,2016-M04,2016-M05,2016-M06,2016-M07,2016-M08,2016-M09,2016-M10,2016-M11,2016-M12,2017-M01,2017-M02,2017-M03,2017-M04,2017-M05,2017-M06,2017-M07,2017-M08,2017-M09,2017-M10,2017-M11,2017-M12,2018-M01,2018-M02,2018-M03,2018-M04,2018-M05,2018-M06,2018-M07,2018-M08,2018-M09,2018-M10,2018-M11,2018-M12,2019-M01,2019-M02,2019-M03,2019-M04,2019-M05,2019-M06,2019-M07,2019-M08,2019-M09,2019-M10,2019-M11,2019-M12,2020-M01,2020-M02,2020-M03,2020-M04,2020-M05,2020-M06,2020-M07,2020-M08,2020-M09,2020-M10,2020-M11,2020-M12,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03,2026-M04
001,Guruch,Рис,Rice,Гуруч,2302.0,2175.0,2191.0,2232.0,2430.0,2494.0,2489.0,2574.0,2573.0,2624.0,2595.0,2593.0,2739.0,2830.0,2904.0,2888.0,2835.0,2821.0,2948.0,3191.0,3452.0,3813.0,4076.0,4591.0,4797.0,4859.0,4922.0,4976.0,5710.0,5863.0,6072.0,5849.0,5828.0,5043.0,4602.0,4214.0,4063.0,4088.0,4014.0,4049.0,4015.0,3960.0,4069.0,4149.0,4222.0,3959.0,3885.0,3905.0,3890.0,3896.0,3803.0,3718.0,3690.0,3570.0,3574.0,3605.0,3677.0,3798.0,3891.0,5441.0,5473.0,5373.0,5431.0,5342.0,5449.0,6610.0,7234.0,7271.0,7265.0,7338.0,8235.0,8292.0,8067.0,8136.0,8240.0,8358.0,8364.0,8376.0,8460.0,8618.0,8844.0,8811.0,8749.0,8744.0,8751.0,8756.0,8749.0,9098.0,9256.0,9363.0,9370.0,9433.0,9589.0,9949.0,9944.0,10028.0,9904.0,9902.0,10069.0,10401.0,10602.0,10589.0,10561.0,10560.0,10532.0,10556.0,10619.0,9302.0,9172.0,9276.0,9313.0,9469.0,9896.0,10786.0,11397.0,11730.0,11859.0,12137.0,12309.0,12864.0,14483.0,15275.0,15851.0,16468.0,17898.0,19010.0,19292.0,19411.0,19624.0,19700.0,19739.0,19975.0,19946.0,19492.0,19162.0,19273.0,19580.0,19848.0,19992.0,20173.0,20341.0,19850.0,19382.0,18723.0,18799.0,18283.0,18337.0,18259.0,18186.0,18190.0,18098.0,17704.0,17403.0,16551.0,15757.0,15232.0,15025.0,14931.0,14954.0,14826.0
003,Arpa,Ячмень,Barley,Арпа,964.0,821.0,945.0,983.0,975.0,948.0,903.0,929.0,933.0,974.0,934.0,921.0,964.0,1002.0,1026.0,1017.0,1070.0,1080.0,1078.0,1078.0,1070.0,1076.0,1074.0,1098.0,1155.0,1187.0,1344.0,1361.0,1423.0,1452.0,1353.0,1378.0,1331.0,1247.0,1290.0,1306.0,1307.0,1329.0,1375.0,1340.0,1360.0,1268.0,1244.0,1215.0,1369.0,1362.0,1360.0,1322.0,1329.0,1340.0,1418.0,1501.0,1552.0,1568.0,1452.0,1438.0,1445.0,1558.0,1633.0,1718.0,1725.0,1730.0,1723.0,1712.0,1678.0,1708.0,1689.0,1696.0,1713.0,1763.0,1840.0,1896.0,2176.0,2035.0,2004.0,2004.0,2055.0,2055.0,2260.0,2390.0,2380.0,2380.0,2380.0,2380.0,2382.0,2389.0,2389.0,2411.0,2450.0,2548.0,2554.0,2571.0,2651.0,2672.0,2676.0,2734.0,2758.0,2855.0,2883.0,3035.0,3454.0,3516.0,3489.0,3559.0,3494.0,3485.0,3603.0,3614.0,3766.0,3683.0,3686.0,3789.0,3988.0,4321.0,4308.0,4203.0,4140.0,4213.0,4223.0,4298.0,4154.0,4216.0,4196.0,4103.0,4148.0,4130.0,4019.0,3969.0,3955.0,3955.0,3936.0,3924.0,3737.0,3583.0,3585.0,3589.0,3599.0,3679.0,3633.0,3526.0,3547.0,3534.0,3538.0,3551.0,3553.0,3547.0,3579.0,3804.0,3957.0,3968.0,3884.0,3958.0,3966.0,3944.0,3950.0,4165.0,4327.0,4379.0,4448.0,4457.0
0004,Bug'doy,Пшеница,Wheat,Буғдой,864.0,906.0,925.0,908.0,955.0,917.0,789.0,690.0,726.0,757.0,789.0,840.0,892.0,921.0,956.0,993.0,974.0,969.0,968.0,965.0,972.0,973.0,985.0,1030.0,1093.0,1171.0,1317.0,1339.0,1405.0,1378.0,1339.0,1319.0,1374.0,1245.0,1285.0,1294.0,1309.0,1361.0,1381.0,1373.0,1429.0,1363.0,1296.0,1260.0,1333.0,1260.0,1316.0,1327.0,1373.0,1376.0,1445.0,1551.0,1625.0,1672.0,1525.0,1480.0,1483.0,1512.0,1565.0,1662.0,1690.0,1775.0,1801.0,1819.0,1760.0,1726.0,1779.0,1930.0,2175.0,2192.0,2072.0,2220.0,2425.0,2481.0,2317.0,2467.0,2464.0,2464.0,2339.0,2073.0,2061.0,2080.0,2308.0,2329.0,2415.0,2455.0,2607.0,3004.0,3221.0,3307.0,3267.0,3338.0,3402.0,3397.0,3413.0,3442.0,3434.0,3395.0,3388.0,3479.0,3638.0,3536.0,3443.0,3481.0,3511.0,3523.0,3630.0,3625.0,3846.0,3975.0,4078.0,4166.0,4364.0,4920.0,4843.0,4708.0,4510.0,4502.0,4481.0,4528.0,4409.0,4409.0,4397.0,4369.0,4260.0,4115.0,3905.0,3793.0,3676.0,3656.0,3653.0,3653.0,3562.0,3430.0,3404.0,3561.0,3535.0,3507.0,3299.0,3253.0,3251.0,3292.0,3338.0,3402.0,3429.0,3442.0,3457.0,3540.0,3617.0,3632.0,3617.0,3605.0,3575.0,3644.0,3731.0,3816.0,3996.0,4106.0,4205.0,4220.0
005,Jo'hori,Кукуруза,Corn,Жўҳори,900.0,870.0,896.0,920.0,951.0,944.0,940.0,969.0,982.0,964.0,953.0,982.0,1046.0,1108.0,1147.0,1173.0,1182.0,1205.0,1245.0,1320.0,1336.0,1311.0,1291.0,1312.0,1354.0,1385.0,1467.0,1475.0,1610.0,1566.0,1699.0,1597.0,1636.0,1364.0,1408.0,1389.0,1405.0,1390.0,1483.0,1485.0,1524.0,1507.0,1525.0,1507.0,1555.0,1452.0,1395.0,1374.0,1436.0,1451.0,1508.0,1639.0,1719.0,1783.0,1855.0,1991.0,1903.0,1784.0,1834.0,1945.0,1985.0,2006.0,2027.0,2051.0,2017.0,2049.0,2227.0,2333.0,2413.0,2429.0,2430.0,2468.0,2450.0,2450.0,2481.0,2490.0,2582.0,2493.0,2507.0,2546.0,2630.0,2630.0,2630.0,2630.0,2631.0,2633.0,2633.0,2687.0,2720.0,2764.0,2882.0,3469.0,3486.0,3295.0,3218.0,3215.0,3249.0,3257.0,3281.0,3401.0,3629.0,3725.0,3704.0,3716.0,3660.0,3580.0,3616.0,3609.0,3753.0,3904.0,3970.0,4086.0,4233.0,4629.0,4840.0,4679.0,4257.0,4246.0,4193.0,4240.0,4241.0,4247.0,4314.0,4279.0,4201.0,4116.0,4005.0,3913.0,3823.0,3733.0,3677.0,3626.0,3498.0,3275.0,3308.0,3381.0,3395.0,3466.0,3530.0,3612.0,3532.0,3497.0,3494.0,3542.0,3577.0,3585.0,3641.0,3861.0,3962.0,4034.0,4160.0,4223.0,4012.0,3986.0,4070.0,4163.0,4287.0,4366.0,4431.0,4441.0
006,Kepak,Отруби,Bran,Кепак,755.0,661.0,683.0,675.0,719.0,711.0,676.0,667.0,717.0,713.0,752.0,770.0,811.0,861.0,857.0,879.0,903.0,895.0,902.0,885.0,950.0,953.0,950.0,961.0,964.0,972.0,970.0,952.0,998.0,978.0,979.0,1000.0,1021.0,830.0,937.0,938.0,930.0,970.0,1003.0,1045.0,1037.0,980.0,981.0,950.0,1088.0,1093.0,1054.0,1039.0,1057.0,1101.0,1129.0,1137.0,1156.0,1187.0,1084.0,1113.0,1144.0,1110.0,1144.0,1241.0,1399.0,1346.0,1386.0,1291.0,1374.0,1365.0,1396.0,1427.0,1512.0,1528.0,1541.0,1590.0,1911.0,1920.0,1883.0,1883.0,1887.0,1887.0,1887.0,1894.0,1923.0,1923.0,1923.0,1923.0,1924.0,1918.0,1919.0,1952.0,1977.0,2020.0,2010.0,1996.0,2006.0,2043.0,2111.0,2135.0,2129.0,2134.0,2231.0,2395.0,2500.0,2609.0,2598.0,2627.0,2649.0,2675.0,2713.0,2700.0,2717.0,2819.0,2859.0,2898.0,2935.0,3080.0,3093.0,3114.0,3062.0,3087.0,3098.0,3107.0,3179.0,3214.0,3198.0,3219.0,3242.0,3237.0,3238.0,3252.0,3267.0,3286.0,3235.0,3171.0,3051.0,2822.0,2695.0,2687.0,2752.0,2794.0,2768.0,2771.0,2822.0,2849.0,2841.0,2838.0,2843.0,2848.0,2893.0,3026.0,3065.0,3092.0,3110.0,3152.0,3140.0,3290.0,3310.0,3275.0,3365.0,3463.0,3518.0,3518.0
0008,Shrot,Шрот,Schroth,Шрот,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2891.0,2755.0,2755.0,2755.0,2636.0,2738.0,2788.0,2717.0,2764.0,2822.0,2940.0,2940.0,2922.0,2901.0,2899.0,2899.0,2902.0,2911.0,2936.0,2995.0,3033.0,3016.0,3004.0,3037.0,3090.0,3092.0,3110.0,3207.0,3452.0,3562.0,3688.0,3930.0,3959.0,3984.0,3991.0,3953.0,3834.0,3907.0,3941.0,4102.0,4155.0,4267.0,4382.0,4431.0,4507.0,4619.0,4699.0,4719.0,4883.0,4871.0,4849.0,4829.0,4828.0,4938.0,4973.0,4961.0,4961.0,4956.0,4932.0,4876.0,4808.0,4535.0,4345.0,4344.0,4442.0,4470.0,4553.0,4608.0,4630.0,4632.0,4663.0,4713.0,4714.0,4678.0,4776.0,4912.0,5052.0,5163.0,5320.0,5370.0,5430.0,5518.0,5513.0,5528.0,5606.0,5774.0,5813.0,5818.0
009,Shulxa,Шелуха,Husk,Шулха,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2267.0,2250.0,2250.0,2250.0,2200.0,2116.0,2116.0,2000.0,2000.0,2233.0,2704.0,2704.0,2679.0,2636.0,2624.0,2624.0,2631.0,2650.0,2706.0,2679.0,2704.0,2713.0,2713.0,2672.0,2701.0,2713.0,2881.0,2953.0,3073.0,3183.0,3211.0,3262.0,3346.0,3346.0,3406.0,3432.0,3233.0,3312.0,3316.0,3317.0,3290.0,3439.0,3660.0,3683.0,3733.0,3760.0,3778.0,3840.0,4159.0,4115.0,4164.0,4193.0,4193.0,4179.0,4179.0,4179.0,4179.0,4218.0,4246.0,4231.0,4170.0,4006.0,3871.0,3835.0,3823.0,3854.0,3910.0,3939.0,3972.0,4022.0,4121.0,4150.0,4148.0,4075.0,4096.0,4186.0,4336.0,4478.0,4577.0,4608.0,4619.0,4692.0,4692.0,4692.0,4708.0,4879.0,5054.0,5054.0
010,Kombikorm,Комбикорм,Compound feed,Комбикорм,853.0,633.0,748.0,776.0,736.0,793.0,772.0,756.0,773.0,816.0,791.0,844.0,927.0,958.0,977.0,1013.0,1030.0,1057.0,1004.0,1004.0,1073.0,977.0,923.0,930.0,883.0,885.0,955.0,911.0,1108.0,1076.0,1083.0,1068.0,1096.0,1036.0,1040.0,1133.0,1033.0,1029.0,1000.0,1017.0,1021.0,990.0,1143.0,943.0,1140.0,1023.0,1207.0,1262.0,1262.0,1270.0,1292.0,1315.0,1317.0,1310.0,1479.0,1392.0,1373.0,1388.0,1537.0,1693.0,1686.0,1772.0,1606.0,1873.0,1763.0,1728.0,1932.0,2097.0,2098.0,2163.0,2247.0,2070.0,2045.0,2048.0,2065.0,2080.0,2063.0,2063.0,2063.0,2063.0,2129.0,2207.0,2368.0,2426.0,2453.0,2452.0,2452.0,2452.0,2463.0,2497.0,2531.0,2552.0,2553.0,2548.0,2585.0,2595.0,2549.0,2500.0,2624.0,2687.0,2995.0,3221.0,3318.0,3380.0,3410.0,3431.0,3439.0,3421.0,3355.0,3388.0,3363.0,3410.0,3340.0,3437.0,3559.0,3578.0,3590.0,3572.0,3588.0,3575.0,3836.0,3842.0,3817.0,3887.0,3882.0,3845.0,3833.0,3853.0,3873.0,3875.0,3835.0,3817.0,3968.0,3869.0,3677.0,3720.0,3661.0,3682.0,3679.0,3727.0,3776.0,3770.0,3772.0,3801.0,3818.0,3818.0,3910.0,4062.0,4153.0,4186.0,4201.0,4236.0,4207.0,4321.0,4285.0,4347.0,4437.0,4430.0,4677.0,4694.0
011,Oliy navli bug'doy uni,Мука пшеничная высшего сорта,High-grade wheat flour,Олий навли буғдой уни,1367.0,1400.0,1350.0,1675.0,1700.0,1724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067.0,2133.0,2200.0,2233.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,2425.0,2517.0,2602.0,2626.0,2644.0,2660.0,2708.0,2688.0,2715.0,2737.0,2725.0,2715.0,2857.0,2865.0,3011.0,3055.0,3061.0,3070.0,3102.0,3138.0,3013.0,3051.0,3117.0,3277.0,3539.0,3559.0,3453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5867.0,5910.0,5988.0,6426.0,6971.0,8625.0,8619.0,8629.0,8575.0,8800.0,8881.0,9032.0,8834.0,8801.0,8694.0,8306.0,8222.0,8117.0,8089.0,7947.0,8431.0,9166.0,9156.0,9151.0,9217.0,9035.0,8912.0,8916.0,9023.0,8987.0,9160.0,9235.0,9262.0,9248.0,9244.0,9187.0,9112.0,9113.0,9119.0,9131.0,9141.0,9154.0,9167.0,9158.0,9140.0,9133.0,9110.0,9134.0,9259.0,9355.0,9666.0,9827.0
0012,1-navli bug'doy uni,Мука пшеничная первого сорта,First grade wheat flour,1-навли буғдой уни,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.0,4579.0,4638.0,4963.0,5429.0,6858.0,6753.0,6751.0,6754.0,7241.0,7254.0,7301.0,7542.0,7350.0,7233.0,6752.0,6547.0,6355.0,6314.0,6271.0,6777.0,7647.0,7490.0,7424.0,7182.0,6988.0,6811.0,6798.0,6804.0,6795.0,6866.0,6896.0,6911.0,6886.0,6888.0,6862.0,6811.0,6769.0,6752.0,6751.0,6747.0,6722.0,6698.0,6658.0,6621.0,6615.0,6605.0,6597.0,6594.0,6612.0,6778.0,6881.0
