Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,0.8,1.0,1.9,2.5,3.5,4.8,5.8,3.5,11.9,9.5,10.0,9.9,10.6,11.2,11.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,0.0,0.0,0.007,0.009,0.003,0.0,0.032,0.1,0.03,0.0,0.014,0.0,0.0,0.0,0.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,0.003,0.004,0.004,0.3,0.3,0.3,0.4,0.4,1.2,3.9,3.2,2.9,3.1,3.0,4.4
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.7,0.5,0.5,0.5,0.5,0.5,0.1
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,0.02,0.02,0.002,0.001,0.001,0.0,0.018,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.5
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,0.0,0.0,0.1,0.1,0.1,0.1,0.5,0.5,1.3,1.0,1.9,1.9,2.0,2.0,0.7
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,0.005,0.019,0.019,0.3,0.3,0.9,1.0,0.3,0.5,0.5,0.2,0.4,0.4,0.4,0.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,0.024,0.1,0.2,0.5,0.5,0.048,0.1,0.1,1.5,0.5,0.7,0.5,0.7,1.1,0.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,0.1,0.2,0.5,0.3,0.2,0.3,0.3,0.3,1.1,1.0,0.3,0.4,0.3,0.4,0.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,0.1,0.0,0.4,0.0,1.1,2.0,2.2,0.1,2.7,1.0,1.8,1.7,1.9,1.8,1.2
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,0.002,0.01,0.01,0.01,0.0,0.0,0.03,0.002,0.1,0.03,0.001,0.0,0.0,0.0,0.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.4,0.1,0.1,0.1,0.1,0.2,0.1
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,0.0,0.3,0.3,0.4,0.5,0.5,0.6,0.9,2.1,0.9,1.2,1.4,1.5,1.7,2.4
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,0.014,0.0,0.0,0.017,0.0,0.015,0.015,0.018,0.041,0.01,0.0,0.0,0.0,0.0,0.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0
