Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2021-M01,2021-M02,2025-M01.1,2025-M02.1,2025-M03.1,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03
578,Norvegiya,Норвегия,Norway,Норвегия,321.4,541.7,2161.8,4200.6,6270.7,1026.2,1286.2,1366.6,1457.3,1753.9,2129.7,2406.5,2856.0,3613.6,4689.9,187.3,290.3,514.0,859.1,1018.6,1422.3,1606.1,2294.0,2680.3,3241.3,4386.4,5122.7,620.6,966.6,1639.6,2139.6,2614.0,3043.3,3494.0,4006.3,5113.1,6111.0,7443.9,66534.4,751.0,1475.8,2596.7,3497.0,4731.5,5743.4,6840.5,7794.7,8613.8,9678.4,10796.4,12424.2,566.1,1702.6,3060.1,4222.6,5568.3,6841.0,7862.1,9195.6,10837.3,12993.6,14258.2,16648.6,2161.8060494,4200.601619399999,6270.7
300,Gretsiya,Греция,Greece,Греция,1448.6,1750.8,1385.8,2759.0,4894.8,3458.8,4181.7,5109.0,6373.2,8455.2,9370.8,10209.7,11832.6,14359.3,16054.1,443.1,1497.7,3540.7,4940.0,5219.6,6194.0,6489.0,7758.9,10037.5,11380.0,12731.8,13220.7,1496.8,1567.4,1937.6,2131.4,2536.1,3197.4,3931.2,4937.8,5945.0,6495.5,7966.0,17212.0,599.5,1084.4,1980.8,2981.2,6029.3,6232.1,6975.4,9424.3,11591.4,12714.6,13440.2,13922.6,831.5,1245.7,11021.7,11004.6,15785.2,18864.4,24582.5,37601.5,41565.8,43659.4,49962.1,53935.1,1385.7522075999996,2758.963278399999,4894.8
208,Daniya,Дания,Denmark,Дания,2022.2,2423.4,9777.1,11658.3,14314.1,3299.3,4244.8,5866.5,7349.0,11110.1,12549.8,13164.1,14166.4,15363.9,18215.2,2969.3,7464.3,11985.7,15007.7,17583.8,20743.1,26467.6,31553.5,37139.0,43270.7,48114.8,51815.5,4368.5,8882.1,12682.9,14949.8,19562.5,16721.9,20571.3,24311.3,25134.8,27254.6,30516.9,32630.0,1187.3,6514.9,9551.5,11359.0,14389.4,17218.8,19798.4,20925.6,23463.2,26055.1,27912.1,32334.1,2805.9,5841.3,7605.1,14661.8,18061.7,21554.8,31900.3,33609.7,36020.9,44315.2,47103.7,52725.6,9777.088628099995,11658.276198099993,14314.1
400,Iordaniya,Иордания,Jordan,Иордания,0.0,8.8,570.4,911.6,1080.1,445.6,537.0,561.4,661.6,693.3,707.5,741.2,760.8,761.7,829.8,29.5,83.2,684.4,3043.8,3118.0,3362.9,3467.6,3797.5,3798.6,3939.8,4175.2,4315.3,36.7,569.7,833.3,1137.2,1354.7,1543.9,1712.0,2437.4,2476.7,2663.1,2802.1,2807.9,201.8,772.8,976.0,1082.4,1247.6,1447.6,1516.5,2167.3,2205.7,2461.9,2498.3,2792.2,215.1,241.4,355.6,567.4,970.4,1238.8,1451.8,2094.3,2424.9,2600.2,3011.0,3111.1,570.355,911.5769999999999,1080.1
368,Iroq,Ирак,Iraq,Ироқ,0.0,0.9,3000.7,4080.1,4984.7,0.9,0.9,0.9,0.9,1621.2,1718.9,1847.4,1855.0,1877.1,1946.0,138.7,1672.4,2010.9,2160.9,2160.9,2160.9,2390.2,2390.2,2390.7,2390.7,2390.7,2792.4,512.4,646.6,658.4,658.4,659.3,659.3,659.3,752.1,921.7,955.3,955.3,990.9,0.0,11.9,11.9,11.9,762.5,3045.2,4087.3,4429.5,7569.5,8591.8,9309.9,10814.4,2588.3,2879.4,4774.3,6588.8,9439.8,10092.7,11153.7,12105.6,12525.4,13068.9,13368.1,18527.3,3000.6679999999997,4080.05,4984.7
496,Mongoliya,Монголия,Mongolia,Монголия,21.1,21.1,2669.4,5002.8,6261.1,21.1,33.7,33.7,48.7,48.7,48.7,48.7,48.7,64.6,97.7,22.2,48.0,185.9,243.2,275.8,288.3,375.4,822.8,1115.0,1778.2,2255.1,3064.8,609.3,1090.7,1653.4,1831.1,1956.0,2033.7,2050.1,2108.4,2442.9,2676.9,3281.0,3620.3,245.6,510.4,712.3,721.1,1018.2,1151.4,1232.5,1442.4,1822.7,2502.9,3314.8,5318.0,6053.6,7120.1,7411.2,7846.1,8544.8,8756.8,9252.5,10119.7,13326.2,20763.6,28065.8,40881.6,2669.3787887000003,5002.8148887,6261.1
504,Marokash,Марокко,Morocco,Марокаш,4.2,261.4,457.7,1141.3,1948.5,468.1,577.8,644.0,761.2,835.6,995.3,1098.2,1114.8,1184.4,1273.0,28.1,118.1,165.6,214.2,222.8,269.8,388.1,495.2,514.8,599.9,672.2,747.8,37.6,321.3,424.1,619.1,646.1,760.5,838.1,989.3,1066.5,1329.1,1458.8,1536.4,3792.4,4357.3,5175.8,5769.9,6219.0,6636.5,7425.5,7863.0,8285.5,8798.4,9333.4,9776.7,400.5,1025.6,1811.6,2622.8,3417.3,3848.6,4305.1,4788.1,5371.2,5934.0,6704.3,7041.1,457.6969999999999,1141.2787806000001,1948.5
608,Filippin,Филиппины,Philippines,Филиппин,1255.6,1296.5,87.2,224.8,709.3,1993.0,2085.5,2902.4,2951.1,2998.4,3135.6,3163.3,3192.0,3236.6,3298.9,17.0,26.1,82.4,133.6,158.3,204.7,242.8,275.2,670.9,867.0,1074.7,1460.4,504.6,821.2,1125.8,2483.1,2621.1,2852.6,3465.9,4391.2,4651.9,5366.1,6286.9,6413.6,702.7,1137.6,1224.3,1652.9,1886.7,2732.1,2856.2,3192.6,4034.6,4077.0,4904.3,5032.3,35.5,146.3,363.9,513.2,620.4,747.3,1819.9,2980.8,3817.5,3985.7,4055.6,4555.6,87.24505999999998,224.81552000000002,709.3
703,Slovakiya,Slovakia,Словакия,Словакия,705.2,1766.2,5109.0,9988.8,16456.8,3077.2,4764.4,6863.5,8505.6,9074.9,12326.9,13311.5,14526.2,15406.0,16172.6,1628.6,3690.8,5296.3,9766.4,11513.5,12697.9,14305.5,15882.7,16847.6,19375.4,20464.7,23376.6,3339.0,4767.1,7597.7,9772.1,18718.2,20270.6,25803.0,28110.4,32543.2,37418.0,41547.2,45054.2,2887.8,6020.4,10694.9,14963.6,21042.0,21606.1,29260.2,35796.4,40372.6,46806.0,53309.7,57139.4,6516.4,10820.5,17160.1,23083.0,25977.5,32113.3,36285.2,44023.4,49874.7,56122.0,61704.3,66948.7,5109.0396689,9988.834355499997,16456.8
222,El-Salvador,Сальвадор,El Salvador,Ел-Салвадор,0.0,0.0,1.1,1.1,8.4,0.0,0.0,0.0,0.0,0.0,11.1,11.1,11.1,11.4,11.4,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,1.8,2.5,4.7,4.8,0.0,0.4,2.1,4.7,4.7,4.7,4.7,4.7,7.1,9.1,10.9,11.0,0.0,0.0,0.0,2.7,4.5,4.5,5.4,6.0,7.1,9.1,9.1,9.1,0.8,0.8,0.8,1.9,2.4,8.0,9.9,11.5,14.9,14.9,16.6,19.3,1.0979999999999999,1.0979999999999999,8.4
638,Reyunon,Реюньон,Réunion,Реюнон,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,Men Oroli,Остров Мэн,Isle of Man,Мен Ороли,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Terks va Kaykos orollari,Острова Теркс и Кайкос,Turks and Caicos Islands,Теркс ва Кайкос ороллари,0.0,0.0,69.2,69.2,74.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,6.7,8.3,11.1,11.1,69.2,73.1,130.7,81.2,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,2.1,2.1,2.1,2.1,2.7,2.7,2.7,2.7,2.7,0.0,0.0,2.6,6.8,6.8,6.8,6.8,6.8,39.3,39.3,39.2,39.3,69.191,69.191,74.6
158,Tayvan,Тайвань,Taiwan,Тайван,1239.5,1573.0,3264.0,4732.0,6757.0,4053.2,11411.8,13834.8,15289.5,17065.5,17834.2,19017.7,21238.9,21638.4,23301.6,1115.4,2490.4,3726.4,5151.9,6238.2,7436.6,8637.8,10300.2,11099.8,12993.5,14047.7,15761.2,1583.1,4748.1,6037.7,7607.3,10139.1,11788.6,14931.0,19858.6,21156.5,26545.6,29793.5,30699.5,521.2,2416.1,3968.6,4701.4,5882.4,7413.2,9614.0,11132.5,12328.6,13119.6,16360.7,17679.4,2305.3,3287.5,4373.5,5669.4,7051.6,9252.8,11026.2,11697.6,13530.0,15852.1,18989.5,21071.6,3263.994,4731.982000000003,6757.0
704,Vetnam,Вьетнам,Viet Nam,Ветнам,4160.0,7137.0,24971.2,56471.7,86150.6,12693.2,23036.1,36524.0,43363.7,53576.2,65197.0,77307.4,91023.4,102335.3,117660.7,6885.6,13174.8,20426.3,29271.6,32841.7,37715.1,41148.2,46231.7,51652.1,57184.2,63548.6,76815.7,11071.7,20059.4,30345.5,39978.7,50499.8,66027.5,86969.4,97935.6,108928.9,122976.0,133821.4,145552.3,10868.2,27477.1,43115.9,56856.2,73399.2,83540.3,96992.0,110619.5,124386.9,138195.0,156885.9,171583.2,22367.0,37688.2,56024.0,74990.7,97080.9,117399.6,141612.6,170891.7,196768.1,227301.8,255619.5,290154.1,24971.20024000001,56471.707350000004,86150.6
554,Yangi Zelandiya,Новая Зеландия,New Zealand,Янги Зеландия,293.7,454.3,38.9,62.6,182.8,636.6,724.1,737.7,995.2,998.5,1234.2,1490.9,1614.9,1871.3,2063.5,88.4,319.1,404.4,412.9,589.9,600.6,939.2,1119.0,1408.0,1742.3,2175.9,2217.6,17.5,173.3,173.3,208.6,234.5,289.1,315.6,315.6,332.7,338.2,398.6,556.4,26.5,262.3,280.4,287.2,349.0,361.4,1013.0,1068.0,1072.7,1084.3,1091.0,1605.8,22.9,27.7,28.1,78.2,156.5,183.6,267.4,299.3,317.9,345.1,368.5,481.5,38.946000000000005,62.561110000000006,182.8
070,Bosniya va Gersegovina,Bosnia and Herzegovina,Босния и Герцеговина,Босния ва Герсеговина,0.4,0.6,63.9,85.3,193.2,1.7,9.1,16.7,18.3,28.4,32.9,42.4,58.3,113.5,153.5,4.3,16.4,17.8,30.5,29.4,30.3,30.9,30.9,34.6,67.4,68.7,71.9,0.6,1.4,4.6,8.5,16.5,18.3,21.5,22.2,28.5,29.1,29.5,44.9,1.1,46.9,61.1,260.2,272.1,303.4,312.4,323.9,327.0,437.5,446.2,455.2,23.7,45.0,152.6,172.5,241.7,264.2,342.4,345.9,350.2,421.3,505.5,574.1,63.86001000000001,85.31201000000001,193.2
231,Efiopiya,Эфиопия,Ethiopia,Ефиопия,3.9,4.0,187.3,262.6,291.6,4.1,4.1,4.4,4.4,6.6,6.7,6.8,6.8,11.3,13.6,6.3,6.4,6.4,14.6,15.8,15.8,15.8,19.9,19.9,32.2,34.1,34.2,0.0,0.0,0.8,26.0,26.1,26.1,27.7,27.7,27.8,28.0,38.5,38.7,0.0,0.1,2.9,3.3,4.6,5.4,6.5,8.6,10.3,12.5,18.0,24.2,1.2,2.1,2.8,16.1,25.2,119.3,183.1,186.2,413.1,433.8,521.7,564.4,187.34399999999997,262.62300000000005,291.6
442,Lyuksemburg,Люксембург,Luxembourg,Люксембург,1647.8,1671.5,79.3,3507.8,4234.8,2302.6,2626.5,2670.2,2912.2,3299.3,3358.8,3390.0,3422.0,3480.9,3552.9,77.9,181.3,192.9,376.5,394.1,1754.3,2549.9,3534.5,4319.7,4533.7,4613.4,6665.6,884.5,1681.8,2320.7,2382.2,4882.0,4932.4,6850.1,6862.5,6973.7,7076.9,7124.7,7394.8,90.4,182.4,269.1,515.1,739.9,782.0,1272.5,1315.8,1524.5,1650.3,1765.7,1838.5,6110.0,6261.2,6391.1,6510.6,6832.2,6940.3,7537.6,8332.1,8923.7,12133.0,12277.6,15974.5,79.2637802,3507.7726668999994,4234.8
076,Braziliya,Бразилия,Brazil,Бразилия,29973.3,41591.3,18904.4,42501.4,62501.1,57903.2,89256.4,119462.7,145976.0,186170.9,226224.7,274257.7,294193.5,330326.9,348228.3,41188.6,65221.6,104204.2,137457.4,169876.8,207376.4,281246.3,336847.5,401406.1,461549.7,499680.0,553372.1,70193.6,121379.1,175221.0,233474.2,310913.3,333242.1,414967.4,498581.5,551666.2,584839.8,620004.2,652283.1,15738.8,43597.4,72004.5,105610.5,163310.9,221536.8,281734.3,339563.4,376823.8,394124.1,405515.6,426153.3,32968.1,63474.3,81151.7,97063.9,123437.1,161726.1,176958.4,200853.4,218765.0,233659.2,246614.9,263378.2,18904.352366099996,42501.36436610003,62501.1
659,Saint Kitts va Nevis,Сент-Китс и Невис,Saint Kitts and Nevis,Саинт Китц ва Невис,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,Tanzaniya Birlashgan Respublikasi,Объединенная Республика Танзания,United Republic of Tanzania,Танзания Бирлашган Республикаси,0.0,0.0,0.5,1.3,80.3,0.0,0.0,0.1,0.1,0.1,0.3,0.4,0.4,0.4,0.4,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.2,0.8,0.8,1.6,3.7,61.0,62.2,88.6,2.3,25.9,49.9,72.2,73.6,118.8,174.5,175.5,218.3,249.4,251.2,263.1,0.49501000000000006,1.27358,80.3
246,Finlyandiya,Финляндия,Finland,Финляндия,3773.7,6695.1,2052.7,6382.0,15076.3,9086.8,16873.7,25062.7,30942.7,35690.0,38537.6,41657.8,46419.1,52225.4,56760.8,2668.8,5158.6,8245.4,12604.6,16813.9,18357.8,20557.4,23836.0,28195.7,32439.8,36366.1,41962.1,3524.4,12918.8,17151.5,18542.9,23049.0,22998.8,26099.0,28622.9,32785.2,34883.8,37823.3,45616.6,2228.2,5779.8,10800.1,12711.7,17771.5,21679.5,26123.7,32726.6,36568.2,41317.1,44135.5,147018.4,36475.9,39566.7,43295.2,46022.1,51555.5,59846.9,62455.0,64164.1,68462.6,70217.4,72113.6,81757.7,2052.66936,6381.96278,15076.3
705,Sloveniya,Словения,Slovenia,Словения,4653.7,10043.5,4085.7,9182.9,16604.8,16692.5,23959.3,29014.5,33059.4,39531.3,44544.3,48630.9,59572.3,68786.9,75339.0,11421.6,19168.4,26888.9,32225.0,38931.5,47256.3,53266.5,64012.6,74903.3,83202.2,94867.6,103564.1,10202.2,35009.5,40480.6,44919.0,53169.6,52123.0,61305.6,67208.0,71663.6,83039.3,90561.2,102275.4,10981.4,23716.8,83703.8,95419.5,104226.7,108069.6,119191.3,126046.0,132313.1,143719.6,155044.0,166525.0,10131.0,62931.0,75892.8,86302.9,142837.3,157775.8,164235.7,169042.4,178111.8,185868.7,195927.6,204016.7,4085.7492746999997,9182.870702300002,16604.8
850,AQShning Virgin Orollari,Виргинские острова Соединенных Штатов,United States Virgin Islands,AҚШнинг Виргин Ороллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Eritreya,Эритрея,Eritrea,Еритрея,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,2.2
090,Solomon orollari,Соломоновы Острова,Solomon Islands,Соломон ороллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Farer Orollari,Фарерские острова,Faroe Islands,Фарер Ороллари,0.0,0.0,201.3,201.3,283.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,31.7,63.7,63.7,63.7,283.9,137.3,176.0,226.6,226.6,276.2,276.2,276.2,276.2,276.2,346.2,346.2,494.6,201.31,201.31,283.5
466,Mali,Мали,Mali,Мали,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,7.9,7.9,7.9,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-05,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Sent-Vinsent va Grenadin,Сент-Винсент и Гренадины,Saint Vincent and the Grenadines,Сент-Винсент ва Гренадин,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,Burkina-Faso,Буркина-Фасо,Burkina Faso,Буркина-Фасо,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Xerd va Makdonald orollari,Остров Херд и острова Макдональд,Heard Island and McDonald Islands,Херд ва Макдоналд ороллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,San-Marino,Сан-Марино,San Marino,Сан-Марино,0.0,0.0,10.0,28.3,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,4.1,4.1,9.6,10.5,11.3,13.5,13.5,13.5,13.5,36.1,36.1,0.0,1.8,2.6,54.7,54.7,56.7,56.7,123.3,148.0,169.6,169.6,169.6,3.5,3.5,3.5,3.5,46.0,57.9,170.9,176.6,186.2,235.8,274.8,297.1,0.0,68.1,104.1,104.1,127.9,149.6,204.7,211.9,211.9,244.5,276.3,276.8,9.995,28.311,78.6
858,Urugvay,Уругвай,Uruguay,Уругвай,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.1,186.2,210.3,210.3,212.3,0.0,0.0,0.0,130.1,278.1,537.3,593.1,655.3,655.3,681.6,681.6,681.6,43.8,43.8,43.8,43.8,43.8,57.8,57.8,57.8,57.8,220.8,220.8,544.5,0.0,0.0,0.0
260,Fransiyaning Janubiy Hududlari,Южные земли (французская заморская территория),French Southern Territories,Франсиянинг Жанубий Ҳудудлари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Marshal Orollari,Маршалловы Острова,Marshall Islands,Маршал Ороллари,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,189.6,0.0,19.3,19.3,19.3,19.3,19.3,19.3,46.2,46.2,46.2,46.2,661.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,19.5,19.5,19.5,24.4,0.0,0.0,0.0
678,San-Tome va Prinsipi,Сан-Томе и Принсипи,Sao Tome and Principe,Сан-Томе ва Принсипи,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,Senegal,Сенегал,Senegal,Сенегал,0.0,0.0,0.0,0.0,2.2,0.0,0.7,0.7,0.7,2.4,2.4,2.4,3.4,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.2,1.2,3.1,3.1,97.4,97.4,97.4,0.0,0.0,0.0,119.1,119.1,119.1,234.6,236.7,240.7,241.5,241.5,241.5,0.2,0.2,2.3,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,0.0,0.0,2.2
862,Venesuela,Венесуэла,Venezuela,Венесуела,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.0,1.0,1.0,1.0,6.4,34.3,34.3,34.3,34.3,34.3,1.8,1.8,1.8,1.8,1.8,1.8,1.8,3.2,3.2,3.2,3.2,3.4,0.0,0.0,0.0,0.0,55.9,55.9,55.9,55.9,99.3,99.3,99.3,135.1,0.0,0.0,0.0
266,Gabon,Габон,Gabon,Габон,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7,36.7,36.7,36.7,36.7,36.7,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Meksika,Мексика,Mexico,Мексика,147.7,579.0,4625.6,19010.0,28288.5,870.5,2550.7,3224.6,3927.5,5307.1,5839.7,7463.0,16758.5,17402.4,19129.4,3495.7,4929.1,5820.2,6835.8,11413.6,13016.7,14938.6,28190.1,49761.1,58305.4,66551.6,105148.5,14473.9,37959.0,75169.6,93994.0,114551.9,140896.8,150816.9,184496.4,201212.2,232625.3,258837.2,279516.4,12118.7,43734.8,54789.1,70510.6,93093.1,105891.3,120418.2,125908.9,131368.7,136135.2,146422.3,156153.8,9554.4,32913.8,41516.7,51928.5,62294.3,75999.2,95994.4,101680.2,110865.0,123920.2,129371.1,134981.9,4625.592920900001,19010.048920899993,28288.5
690,Seyshel orolllari,Сейшельские Острова,Seychelles,Сейшел оролллари,0.0,1.5,0.0,0.0,2.7,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,6.0,6.0,0.0,0.0,9.7,9.7,9.7,9.7,9.7,9.7,13.9,13.9,13.9,83.9,0.0,0.1,0.1,0.1,0.1,1.0,1.0,20.5,20.5,20.6,21.6,21.6,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,3.7,7.1,0.0,0.0,2.7
