Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026-Q1
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,255.2,292.0,304.3,352.8,416.1,472.8,538.6,548.8,611.7,641.0,638.9,550.1,608.2,664.9,701.5,701.6,187.1
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,10.0,9.8,11.0,13.1,15.7,17.2,19.2,20.3,24.2,26.9,28.1,30.8,33.4,35.1,37.6,37.7,8.4
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,22.5,24.0,26.4,28.9,33.4,35.5,41.0,37.8,38.4,37.8,39.0,41.2,46.6,48.4,52.4,52.4,12.3
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,32.0,34.5,36.8,41.2,49.1,55.1,57.5,59.3,67.1,64.6,58.2,57.6,61.2,61.4,65.6,65.6,17.2
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,10.7,11.3,11.7,16.7,18.5,21.8,26.1,29.3,32.2,37.2,34.2,31.8,34.3,33.8,36.4,36.4,8.4
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,19.2,23.2,21.7,21.9,27.8,32.0,35.4,34.5,36.2,36.0,38.7,36.7,39.9,42.5,46.1,46.1,11.5
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,10.0,14.9,13.7,14.6,17.2,18.9,21.4,24.4,30.4,31.0,31.7,32.7,32.8,33.6,36.9,36.9,8.9
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,9.6,11.0,12.7,12.5,15.0,15.5,18.6,19.1,26.1,24.1,24.4,27.4,29.0,30.8,32.3,32.3,8.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,24.0,26.4,27.8,30.7,35.8,37.8,39.4,40.5,46.1,49.7,49.6,47.8,51.9,53.8,56.8,56.8,14.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,12.2,12.3,14.1,17.3,25.5,33.4,39.1,44.0,47.7,51.5,52.8,54.0,60.2,76.4,73.0,73.0,21.7
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,4.3,5.7,6.1,8.1,7.9,8.7,11.2,13.0,14.5,17.1,18.4,17.4,17.9,18.5,18.9,18.9,4.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,23.7,26.1,30.8,33.0,38.4,41.6,47.3,47.4,51.4,60.0,61.7,51.4,62.4,79.0,81.1,81.1,24.9
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,23.6,25.5,28.2,35.0,43.6,50.7,57.6,57.3,61.4,60.6,55.5,48.5,52.1,58.0,66.7,66.7,16.8
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,14.5,16.6,17.1,19.8,24.2,27.8,31.6,31.8,34.4,36.5,34.5,33.5,36.2,36.4,38.4,38.4,9.5
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,39.0,50.6,46.1,60.1,64.1,76.9,93.2,90.0,101.7,108.0,112.1,39.3,50.3,57.2,59.3,59.3,21.1
