Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,104.8,103.2,106.2,104.4,103.2,103.5,102.5,92.5,93.1,110.5,105.6,106.2,105.0,105.8,103.5
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,135.3,78.5,132.9,84.8,98.2,114.2,110.1,98.7,90.8,125.4,96.9,99.4,104.9,104.3,105.4
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,105.6,113.0,107.8,105.5,106.0,103.5,102.1,91.5,122.1,107.9,99.8,106.0,103.8,100.6,104.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,108.6,105.6,101.4,104.0,103.2,107.1,108.7,102.8,99.3,105.7,104.5,111.4,108.1,106.1,96.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,102.3,102.5,106.5,104.2,105.9,102.5,101.5,93.9,88.1,127.3,103.1,102.7,94.9,114.4,105.5
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,104.9,96.2,107.0,106.2,103.9,102.5,103.0,97.8,84.5,102.4,102.7,101.9,104.2,109.7,105.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,104.4,109.0,100.6,99.9,100.4,104.4,99.0,99.8,92.0,106.0,107.6,109.1,106.2,97.9,107.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,101.0,104.5,104.6,106.9,108.1,104.2,103.3,98.3,97.9,109.0,116.1,120.9,110.9,112.4,101.6
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,109.7,107.3,109.3,108.1,104.3,106.8,109.7,98.7,82.1,112.3,109.4,106.8,99.4,105.1,104.1
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,101.0,108.1,100.1,103.0,100.6,100.2,94.7,94.1,81.0,123.8,111.6,105.3,96.5,108.3,106.5
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,100.3,105.6,109.9,101.3,105.4,100.6,100.6,81.4,85.0,125.6,109.3,102.1,104.9,101.3,96.9
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,99.5,99.4,101.2,100.4,101.5,98.8,91.5,77.2,92.7,83.7,86.8,98.2,118.4,98.6,100.5
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,105.1,107.3,102.0,106.0,97.0,101.5,100.4,79.0,116.8,116.6,119.8,105.8,110.4,107.5,107.5
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,97.1,89.6,116.2,112.8,105.6,103.5,105.1,89.4,75.0,118.9,97.3,102.5,107.1,102.6,101.9
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
