Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,734569.0,800767.0,853825.0,929900.0,1012726.0,1014686.0,1106143.0,1187725.0,1244050.0,1318790.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,32266.0,36322.0,41125.0,45483.0,50945.0,53251.0,55510.0,57498.0,63379.0,63060.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,40545.0,43211.0,46409.0,48895.0,54530.0,56344.0,53842.0,56854.0,58564.0,61638.0
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,36642.0,39506.0,41003.0,45294.0,51280.0,55888.0,56058.0,59794.0,62974.0,63611.0
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,21682.0,23457.0,25854.0,26976.0,28867.0,18887.0,34016.0,34820.0,35640.0,35923.0
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,48070.0,55820.0,59141.0,64395.0,67670.0,62434.0,74842.0,83838.0,80187.0,83838.0
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,30709.0,33951.0,35646.0,40031.0,44562.0,46708.0,48364.0,54277.0,55816.0,56990.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,35504.0,39880.0,42643.0,47299.0,52800.0,55071.0,57102.0,60058.0,60533.0,64824.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,58169.0,63415.0,69606.0,79084.0,87599.0,86409.0,91490.0,96740.0,100807.0,101585.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,34623.0,35976.0,38829.0,41879.0,40781.0,27291.0,36280.0,43739.0,46717.0,49448.0
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,17331.0,18737.0,20254.0,21660.0,23669.0,24435.0,24286.0,27876.0,29167.0,28790.0
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,53402.0,57984.0,60492.0,68944.0,78495.0,81215.0,86668.0,91942.0,96079.0,100853.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,49112.0,52846.0,55249.0,62401.0,66245.0,79718.0,84188.0,85480.0,85493.0,101128.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,30640.0,33601.0,36675.0,40212.0,45094.0,47518.0,50746.0,53758.0,57848.0,60518.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,245874.0,266061.0,280899.0,297347.0,320189.0,319517.0,352751.0,381051.0,410846.0,446584.0
