Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,809.3,1063.8,1408.6,1755.3,2236.0,2757.3,3405.1,5309.1,6629.6,8011.6,8048.8,10930.5,12956.5,16581.6,20900.6,25921.6
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,20.6,31.8,42.3,61.9,74.6,96.1,115.5,171.7,197.9,199.0,196.9,246.1,295.0,376.8,458.2,579.8
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,31.2,43.9,63.5,87.4,127.6,154.3,197.5,238.7,269.1,327.7,373.0,457.9,504.3,601.4,708.9,908.7
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,22.4,33.8,43.5,60.0,89.3,108.0,139.1,175.2,201.0,277.9,240.9,327.1,370.7,416.0,505.3,673.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,14.2,19.8,24.7,35.1,43.7,53.4,65.7,89.2,112.2,140.2,128.8,153.2,192.6,245.7,255.2,368.7
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,35.4,47.4,63.0,85.2,108.3,140.8,165.6,237.0,291.8,316.1,287.0,394.7,485.4,539.8,640.1,752.4
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,14.5,22.1,39.6,38.9,41.1,50.8,59.4,85.9,102.0,129.0,167.5,207.0,221.9,261.7,365.7,541.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,30.5,46.5,57.2,69.3,96.5,110.8,139.4,186.4,215.6,239.7,249.0,394.3,473.1,515.0,644.0,736.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,51.9,65.7,83.4,109.7,141.6,180.4,219.0,287.7,386.0,391.4,379.1,568.2,691.3,809.2,1016.7,1291.2
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,18.4,29.1,40.6,59.4,81.6,99.8,125.8,170.4,214.7,260.4,258.7,316.2,411.7,436.7,533.1,663.3
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,11.2,14.7,18.6,23.4,30.3,38.0,43.4,59.9,66.7,80.2,99.8,147.6,169.9,190.4,248.7,304.9
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,77.8,97.2,133.7,159.4,197.9,250.3,304.6,424.1,502.6,619.2,621.5,816.8,1093.5,1211.8,1513.9,1997.1
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,41.6,58.1,76.0,102.6,138.3,181.7,223.5,293.4,345.9,397.9,389.3,531.5,595.4,668.5,933.2,1088.7
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,23.7,31.6,41.7,56.4,73.9,88.3,115.2,162.5,191.7,222.0,226.4,288.9,338.1,375.9,469.3,559.2
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,415.5,521.7,680.3,806.2,990.5,1204.6,1491.4,2726.5,3531.8,4409.9,4429.6,6079.7,7111.5,9929.9,12596.3,15446.1
