Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,1334.6,1622.0,1933.0,2335.6,2731.4,3118.3,3512.6,4594.7,7141.0,9604.9,10771.8,13061.9,15520.2,18098.0,23679.4
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,420.9,532.2,607.5,793.9,981.4,1343.5,2364.2,3701.4,5879.3,6759.9,7316.0,8589.6,8981.4,8942.7,12064.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,1800.8,2126.6,2535.4,3336.5,3695.4,3379.0,2712.6,4442.4,9033.2,10694.0,11519.2,11156.6,16529.9,21964.0,26439.6
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,1016.1,1299.0,1430.2,1763.5,2243.3,2857.2,3044.6,3458.6,4575.1,7750.3,9080.1,10587.4,13647.2,15719.0,20501.3
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,457.9,560.6,657.1,767.6,965.6,1167.3,1553.1,1941.2,2675.6,3354.4,4170.8,6253.4,7812.5,12871.5,16357.3
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1857.1,1833.8,2166.7,2392.1,2458.0,2914.8,3150.7,3509.9,4568.0,6270.9,4417.4,5567.2,6566.7,8169.2,10865.8
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,4683.4,5547.5,6511.2,7920.5,9081.7,10087.9,11395.1,13755.1,23568.9,44963.4,64737.5,71925.7,80786.1,95593.6,134209.0
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,434.2,565.9,662.2,762.5,915.4,1109.7,1322.6,1724.8,2416.0,3169.9,3878.7,5068.6,6112.9,7225.6,10228.2
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,629.5,753.6,960.8,1136.8,1427.1,1717.3,2058.1,2507.4,3587.7,4112.3,4698.6,5723.6,7163.2,7915.6,10676.7
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,355.9,421.4,491.9,578.4,692.3,801.2,903.0,947.0,1272.4,1627.7,2004.8,2461.4,2605.5,3113.7,4746.9
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,1285.8,1651.9,2051.1,2548.3,3067.4,3598.6,4420.5,4702.3,6274.3,8702.0,9361.5,11282.8,13532.3,16953.5,21751.7
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,2092.1,2741.7,3023.1,3843.3,4549.3,5187.3,5998.0,7624.6,13099.2,18315.4,22356.3,28622.3,31664.5,35371.9,44983.4
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,1036.0,1265.8,1390.8,1575.5,1931.2,2063.3,2274.6,2708.0,3728.0,5019.6,5732.0,7195.5,7698.4,8906.7,11185.8
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,397.5,527.8,617.9,777.2,1130.0,1511.1,1590.8,2272.9,3547.3,4612.7,5009.6,7155.5,9439.5,10921.0,14120.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,3083.1,4181.2,5383.2,6617.8,6548.6,7970.0,9761.2,12460.5,17397.3,20760.0,25052.6,31976.2,37398.7,41391.6,55807.3
