Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
1,YIGʻMA INDEKS,СВОДНЫЙ ИНДЕКС,COMPOSITE INDEX,ЙИҒМА ИНДEКС,100.56,100.53,100.74,100.9,101.5,99.69,100.06,100.36,100.54,100.5,100.64,101.03,100.7,100.6,100.6,100.6
1.02,OZIQ-OVQAT MAHSULOTLARI,ПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,FOOD PRODUCTS,ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.73,100.6,101.37,100.85,99.03,99.04,98.99,100.54,100.91,100.83,100.99,101.47,100.7,100.9,101.2,100.9
01.2,Yumaloq boshoqli guruch,Рис круглозерный,Round grain rice,Юмалоқ бошоқли гуруч,99.17,97.05,97.6,99.46,99.31,99.93,100.1,99.98,99.14,98.2,94.53,96.73,98.9,99.2,99.6,99.6
01.10,Birinchi navli bugʻdoy uni,Мука пшеничная первого сорта,First grade wheat flour,Биринчи навли буғдой уни,100.0,96.85,98.17,100.47,100.0,100.0,99.84,100.0,99.75,100.0,100.17,100.0,100.3,100.3,100.9,101.0
01.34,Mol goʻshti (suyaksiz goʻshtidan tashqari),Говядина (кроме бескостного мяса),Beef (except boneless meat),Мол гўшти (суяксиз гўштидан ташқари),101.08,103.23,109.06,102.53,100.21,100.26,101.2,100.5,101.57,101.79,100.17,100.53,101.0,101.6,101.8,103.5
01.36,Qoʻy goʻshti,Баранина,Mutton,Қўй гўшти,101.52,102.59,109.94,102.13,100.25,100.13,101.73,101.3,101.57,101.62,100.37,100.37,101.4,103.8,101.6,104.1
01.38,Parranda goʻshti (butun tana),Мясо птицы (тушка),Poultry meat (whole carcass),Парранда гўшти (бутун тана),99.77,99.39,101.37,100.74,99.45,100.73,100.51,101.33,101.68,99.46,98.74,100.33,101.8,101.3,100.0,99.5
01.55,Xom sut (yangi sogʻilgan),Молоко сырое (свежее),Raw milk (fresh),Хом сут (янги соғилган),100.0,100.0,101.9,101.14,100.22,100.0,100.0,100.0,101.5,101.13,100.93,100.0,101.1,100.0,100.0,100.0
01.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,88.92,88.02,100.17,96.4,94.1,104.74,97.53,102.45,107.07,103.56,102.49,103.27,100.7,101.2,101.9,96.7
01.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,100.97,100.95,101.23,104.22,103.35,101.14,100.58,100.93,101.02,101.32,100.47,100.62,100.3,100.7,101.0,100.8
01.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,101.21,100.55,100.19,103.86,102.68,100.4,100.89,100.48,100.65,101.01,100.46,99.61,100.3,100.5,100.9,100.6
01.82,Olmalar,"Яблоки, свежие","Apples, fresh",Олмалар,102.87,101.76,100.61,102.45,100.84,100.15,98.07,98.19,99.79,99.59,103.59,102.35,102.2,103.4,106.9,103.2
01.102,Yangi uzilgan pomidorlar,Помидоры свежие,Fresh tomatoes,Янги узилган помидорлар,99.4,130.93,104.84,99.02,71.42,56.81,61.0,80.62,115.21,160.27,182.42,125.65,99.1,110.5,113.6,98.1
01.107,Sabzi,Морковь,Carrot,Сабзи,102.5,102.73,116.37,106.61,115.57,112.25,98.38,97.3,108.12,93.23,74.49,93.4,101.3,101.5,99.3,102.1
01.110,Piyoz,Лук репчатый,Onion,Пиёз,102.88,99.28,101.89,111.92,99.96,99.34,98.16,98.17,97.32,94.03,97.19,100.95,101.2,99.7,95.0,94.2
01.113,Kartoshka,Картофель,Potato,Картошка,121.18,88.38,97.28,103.72,98.64,98.58,96.13,103.16,99.3,97.41,101.05,100.55,102.0,104.4,110.0,107.0
