Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
01.123,Shakar,Сахар-песок,Sugar,Шакар,98.72,99.52,100.55,100.65,101.19,100.67,100.39,100.26,101.03,97.14,98.15,96.86,101.0,100.8,101.2,102.2
1.03,NOOZIQ-OVQAT MAHSULOTLARI,НЕПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,NON-FOOD PRODUCTS,НООЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.35,100.28,100.06,100.38,102.26,100.13,100.13,100.17,100.28,100.31,100.5,100.27,100.5,100.3,100.2,100.3
02.115,Sement,Цемент,Cement,Цемент,99.72,99.02,98.44,102.09,101.44,100.92,100.65,100.22,103.94,101.58,101.91,100.53,100.4,100.0,100.9,101.0
02.172,Xoʻjalik sovuni,Мыло хозяйственное,Household soap,Хўжалик совуни,100.03,99.98,100.5,100.0,100.77,100.27,100.4,100.14,100.0,100.64,100.0,100.0,100.5,100.8,100.0,100.0
02.173,"Kir yuvish kukuni yoki aralashmasi, oqartiruvchi modda va kir yuvish uchun boshqa vositalar","Стиральный порошок или смесь, отбеливатели и прочие средства для стирки","Washing powders or mixtures, bleaches, and other washing agents","Кир ювиш кукуни ёки аралашмаси, оқартирувчи модда ва кир ювиш учун бошқа воситалар",100.23,100.3,99.7,100.23,99.63,99.17,100.27,100.03,99.62,100.19,100.32,100.83,100.4,101.0,100.1,101.1
02.180,Vitaminlar,Витамины,Vitamins,Витаминлар,101.63,100.3,100.0,100.0,100.0,100.99,100.0,99.74,100.98,100.14,101.12,99.73,99.8,100.6,101.1,100.1
02.181,Antibiotiklar,Антибиотики,Antibiotics,Антибиотиклар,101.49,101.73,100.0,100.0,100.0,100.0,100.0,100.38,100.07,99.91,100.86,99.83,100.0,100.6,101.3,99.9
02.183,Tomir kengaytiruvchi preparatlar,Сосудорасширяющие препараты,Vasodilating drugs,Томир кенгайтирувчи препаратлар,102.64,101.56,100.0,100.0,99.0,100.02,100.0,100.0,100.0,100.0,99.87,100.34,101.1,99.7,100.8,100.3
02.184,Shamollashga qarshi dori vositalari,Противовоспалительные лекарственные средства,Anti-inflammatory drugs,Шамоллашга қарши дори воситалари,100.0,102.51,100.0,100.0,100.0,100.0,100.0,100.89,99.94,100.61,99.69,100.49,100.4,100.6,100.9,99.9
02.196,Benzin,Бензин,Gasoline,Бензин,102.88,100.5,99.51,99.4,100.97,100.17,100.51,102.21,101.39,101.43,101.37,102.75,100.8,98.4,98.9,102.4
02.197,Shaxsiy transport vositalari uchun propan,Пропан для личных транспортных средств,Propane for personal vehicles,Шахсий транспорт воситалари учун пропан,91.41,103.58,98.03,90.49,98.79,97.17,103.2,100.0,100.74,100.62,106.04,102.67,108.3,101.1,95.8,98.4
02.198,Shaxsiy transport vositalari uchun metan,Метан для личных транспортных средств,Methane for personal vehicl,Шахсий транспорт воситалари учун метан,100.0,100.0,100.0,103.47,127.23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.8
1.04,XIZMATLAR,УСЛУГИ,SERVICES,ХИЗМАТЛАР,100.53,100.78,100.44,101.83,105.54,100.32,102.05,100.27,100.22,100.15,100.15,101.27,100.8,100.5,100.1,100.2
03.10,Sovuq suv va kanalizatsiya uchun haq toʻlash,Холодное водоснабжение и канализация,Cold water supply and sewerage fee,Совуқ сув ва канализация учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,153.49,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.11,Maishiy chiqindi uchun haq toʻlash,Плата за вывоз мусора,Garbage collection fee,Маиший чиқинди учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,130.0,100.0,100.0,100.0,100.0
03.13,Elektr energiyasi uchun haq toʻlash,Плата за электроэнергию,Electricity fee,Электр энергияси учун ҳақ тўлаш,100.0,100.0,100.0,100.0,118.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.14,Tarmoq gaz uchun haq toʻlash,Плата за газ сетевой,Network gas fee,Тармоқ газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,139.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.15,Suyultirilgan gaz uchun haq toʻlash,Плата за газ сжиженный,Liquefied gas fee,Суюлтирилган газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,125.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.16,Issiq suv taʼminoti uchun xaq toʻlash,Оплата снабжения горячей водой,Hot water supply fee,Иссиқ сув таъминоти учун хақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.17,Markaziy isitish uchun haq toʻlash,Оплата центрального отопления,Central heating fee,Марказий иситиш учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
