Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,8935.9,8679.3,8962.5,9656.8,10970.9,13822.9,16053.8,18158.5,21038.0,23182.5,9076.3,9851.9,10540.8,11220.2,11895.3,12752.6,13297.8,13607.7,14640.8,15879.3,16233.4,19062.3,20509.8,22290.7,24364.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,443.5,359.5,308.4,324.4,342.3,402.3,423.3,464.9,495.6,533.9,340.7,375.7,406.1,456.0,466.9,489.9,523.7,565.1,583.0,644.7,732.1,861.9,849.5,897.6,911.6
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,528.5,580.4,659.3,672.7,798.1,1021.2,1032.0,1152.9,1423.2,1686.8,490.1,509.2,556.2,574.5,684.8,835.2,708.4,739.2,845.4,830.1,864.0,973.0,1086.0,1119.4,1119.9
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,453.4,448.1,447.4,471.3,511.3,641.9,761.0,836.7,969.3,1122.1,1044.9,1131.4,1225.1,1377.9,1651.1,1705.6,1760.3,1758.4,1744.5,1786.4,1847.5,2093.6,2342.8,2593.3,2778.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,275.0,310.0,378.3,446.0,316.6,375.3,476.0,575.5,586.6,597.7,502.0,547.5,581.5,631.8,657.9,692.3,745.6,773.9,816.7,866.1,980.6,1068.6,1097.4,1103.7,1152.4
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,501.7,496.5,467.5,504.0,543.2,671.7,795.9,851.4,957.1,1079.9,644.2,822.2,861.2,903.9,954.1,1022.1,1049.4,1083.6,1164.6,1165.0,1151.0,1249.2,1332.0,1463.2,1511.9
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,877.9,846.2,848.4,839.9,1031.8,1171.1,1298.7,1380.1,1761.5,2446.6,1223.1,1263.0,1227.4,1280.7,1264.7,1386.4,1481.4,1517.2,1589.5,1642.2,1653.9,1686.3,2039.1,2042.4,2096.4
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,466.5,416.0,392.0,417.3,411.8,480.6,615.1,711.9,969.7,1025.4,192.5,252.9,256.1,260.3,279.1,294.1,345.7,375.8,492.9,557.5,599.2,702.2,826.1,1336.2,1538.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,629.5,471.6,484.6,479.0,784.8,929.7,1097.7,1215.6,1320.7,1439.2,668.2,707.3,759.9,804.2,885.2,934.6,972.1,1005.5,1056.1,1112.9,1211.5,1467.1,1466.5,1673.4,1789.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,518.2,521.2,508.0,557.3,588.8,766.1,897.3,1099.0,1331.8,1480.0,406.2,421.2,454.6,488.5,571.9,644.9,724.1,757.2,910.8,937.8,911.7,1080.0,1146.9,1227.7,1415.4
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,225.8,179.1,158.0,168.8,150.3,181.7,179.9,205.4,253.0,265.2,129.9,148.3,157.8,172.5,171.3,182.2,207.1,221.7,235.0,260.6,267.9,309.6,338.8,353.6,413.7
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,1495.8,1483.1,1575.6,1772.4,2094.5,2613.4,3213.9,3908.9,4523.3,4772.5,883.6,1092.9,1273.9,1288.0,1255.1,1307.7,1413.7,1339.3,1344.1,1663.2,1645.6,2074.6,1969.0,1997.6,2443.8
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,691.7,714.7,969.8,1053.4,1209.1,1405.2,1419.6,1455.1,1788.9,1847.0,839.4,923.0,947.6,1240.4,1296.9,1373.3,1294.5,1251.8,1324.0,1433.8,1481.1,1706.5,1913.4,2004.2,2240.1
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,499.7,488.5,444.0,460.2,491.4,614.5,654.8,683.6,776.7,866.6,372.4,411.5,447.7,489.4,513.6,543.9,570.0,620.9,703.6,751.2,862.8,1025.8,1065.7,1096.1,1227.1
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,1328.7,1364.5,1321.2,1490.1,1697.1,2548.2,3188.5,3617.5,3880.6,4019.6,1339.1,1245.8,1385.5,1252.2,1242.8,1340.6,1501.8,1598.1,1830.6,2227.8,2024.5,2763.9,3036.6,3382.3,3725.1
