Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,624.2,762.9,944.1,1122.8,1388.3,1724.5,2187.8,3132.4,3553.7,4314.6,4543.4,6322.3,7748.4,9475.6,11723.9,14381.8
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,34.1,42.1,51.5,61.4,74.7,99.8,131.2,184.7,209.2,235.0,257.3,331.8,418.1,523.8,664.7,838.8
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,56.8,67.4,82.7,98.2,121.5,145.6,187.4,270.2,294.6,337.4,346.5,485.9,542.4,680.1,832.4,987.4
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,39.8,47.4,55.8,64.8,80.2,101.2,128.1,174.0,191.5,216.4,239.8,322.0,401.9,508.3,637.2,796.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,23.1,29.0,36.8,44.7,56.1,68.2,83.0,116.1,128.1,148.4,156.0,210.3,263.8,321.9,386.9,468.2
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,46.3,60.5,78.4,102.1,135.4,170.0,216.4,289.9,321.9,394.3,436.2,562.9,674.5,832.9,1114.4,1355.5
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,13.9,17.7,22.9,29.9,40.2,48.5,62.0,85.0,99.0,112.9,125.8,159.0,197.6,245.2,289.2,344.3
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,39.5,53.2,68.4,81.9,100.1,127.5,154.8,233.9,257.6,297.0,329.2,486.0,595.9,740.5,928.7,1125.8
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,77.7,94.1,114.7,141.1,175.1,202.9,258.0,353.1,387.3,474.7,497.3,720.8,884.2,1120.0,1385.1,1785.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,46.3,55.1,66.5,79.1,97.2,120.5,152.3,216.2,235.2,263.0,272.7,374.5,449.9,518.3,631.3,781.7
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,14.9,18.2,22.3,26.0,31.5,40.3,49.2,69.9,78.2,94.1,98.1,127.3,150.5,178.2,212.5,254.4
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,64.3,77.8,99.0,116.3,136.8,180.8,224.1,319.1,353.8,431.3,442.2,629.1,810.2,979.3,1178.6,1462.7
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,76.6,91.9,109.5,129.4,157.0,194.8,243.1,356.1,408.7,473.6,493.2,685.2,816.2,962.7,1207.1,1492.0
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,35.5,42.1,49.9,58.9,70.9,88.3,114.3,161.8,204.1,257.0,274.9,421.0,537.0,655.6,800.7,995.1
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,55.4,66.4,85.7,89.0,111.6,136.1,183.9,302.6,384.5,579.5,574.2,806.5,1006.2,1208.7,1454.7,1694.3
