Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,108.0,118.8,131.0,115.8,107.4,106.6,115.3,124.7,115.9,115.2,93.4,117.9,106.1,101.3,97.4,113.5
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,98.7,113.7,144.4,119.6,106.0,141.5,152.1,121.2,118.3,112.6,72.9,95.8,168.1,96.8,93.5,110.6
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,115.8,76.8,164.9,132.9,135.0,113.1,107.2,112.0,168.0,113.7,83.7,108.7,133.0,111.3,106.2,94.2
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,105.3,146.7,125.8,129.2,132.8,100.3,128.7,106.5,112.4,132.5,60.4,107.0,125.5,93.2,97.4,109.7
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,105.9,122.2,112.7,135.1,142.2,112.6,101.1,125.6,139.8,141.5,77.3,116.9,108.9,111.1,87.4,126.2
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,99.7,103.3,157.4,121.0,131.8,107.4,115.7,98.1,131.7,89.3,83.3,132.7,114.5,94.2,110.4,104.4
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,134.7,120.3,103.9,117.6,127.3,112.5,112.1,265.7,154.4,118.9,115.1,144.5,101.9,126.2,101.6,118.2
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,121.2,105.9,116.2,129.2,181.4,101.5,114.7,116.7,110.2,113.4,51.1,126.3,117.9,93.5,87.9,122.0
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,96.0,166.2,97.0,138.5,111.2,104.6,147.8,110.6,125.9,114.4,92.7,90.7,108.8,103.9,102.6,113.5
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,172.7,150.4,119.1,131.6,127.6,107.1,132.0,154.0,102.7,110.5,104.1,126.6,139.2,91.7,86.5,166.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,119.6,116.2,117.8,146.7,120.9,151.2,100.7,112.4,140.4,103.0,39.4,125.6,121.3,90.0,97.9,110.6
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,132.8,81.8,114.0,133.0,82.3,125.5,109.3,142.5,148.9,105.0,78.9,155.0,59.5,100.1,95.2,104.5
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,94.1,93.8,171.1,119.4,147.8,100.7,107.1,126.9,116.0,113.1,80.2,137.2,123.0,88.4,90.7,117.8
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,99.3,138.3,135.6,134.2,82.4,127.1,111.5,128.9,120.7,116.3,80.3,127.8,121.1,95.3,90.9,118.7
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,102.3,129.3,134.8,108.9,104.4,101.7,114.0,121.1,103.9,109.1,105.7,110.3,111.5,100.8,97.6,112.6
