Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,115.3,119.5,120.7,117.5,116.3,116.3,115.6,102.6,104.7,106.9,95.2,122.3,107.1,106.3,111.2,112.3
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,116.5,120.9,120.6,115.7,106.3,124.2,110.8,101.3,105.3,103.7,97.5,114.5,109.9,106.8,112.2,115.7
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,113.4,116.7,119.0,117.5,116.5,116.8,117.6,101.0,104.3,102.2,95.6,123.3,98.6,112.5,110.9,111.1
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,116.6,114.9,115.4,116.5,121.1,113.0,109.2,101.3,105.2,104.2,100.3,120.8,107.9,103.5,116.3,115.9
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,114.5,122.7,125.6,121.3,121.6,111.9,116.2,100.8,106.2,104.3,97.8,117.3,104.8,105.5,107.3,113.6
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,119.5,126.2,127.0,125.3,126.1,114.6,117.8,101.3,100.8,100.8,97.8,117.3,104.3,106.1,113.9,111.3
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,128.3,122.5,128.6,129.6,130.5,117.1,119.4,100.9,110.8,103.3,107.1,114.7,109.6,108.3,105.6,111.8
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,110.5,130.7,120.5,117.2,111.6,120.2,115.9,102.5,103.6,102.8,101.5,125.6,107.5,105.9,110.0,112.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,115.4,119.1,118.9,121.3,109.9,106.3,115.4,104.0,103.0,96.3,96.4,131.3,110.0,110.3,111.3,115.0
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,112.0,115.9,118.4,115.5,116.1,117.3,121.1,101.9,102.8,116.3,94.5,124.6,109.2,101.6,112.5,113.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,112.6,120.8,120.4,114.4,113.4,123.1,112.9,100.7,103.3,162.0,94.1,115.5,106.2,102.2,112.6,111.3
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,113.9,118.1,123.5,116.0,112.3,123.2,111.8,102.2,101.5,114.3,94.4,120.9,113.3,105.9,108.4,114.0
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,115.5,118.4,115.3,116.4,114.0,113.3,110.7,102.6,106.9,102.3,91.4,127.8,105.7,102.7,112.1,113.4
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,111.7,117.2,115.8,118.1,118.3,118.4,118.4,100.8,103.7,105.7,93.2,127.5,111.2,108.5,110.4,111.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,120.2,116.7,128.1,107.3,123.0,120.3,123.2,109.7,111.6,137.8,87.9,116.8,103.5,105.3,111.3,106.1
