Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,258.0,354.4,498.8,671.9,869.9,1100.4,1416.3,2683.6,3479.5,4827.4,5257.0,7886.5,10193.0,12992.4,15961.8,19890.6
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,4.9,6.0,8.9,13.4,18.5,24.5,35.0,59.5,74.2,91.3,103.8,139.3,177.8,215.2,268.6,351.3
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,12.5,17.6,24.0,35.5,47.0,58.2,74.8,133.5,175.7,242.7,292.9,405.3,494.4,548.3,717.3,884.8
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,17.6,25.1,33.3,44.5,55.0,70.3,90.0,126.3,150.3,189.5,184.6,269.8,389.9,472.9,564.1,784.6
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,4.7,7.6,10.9,14.8,19.8,27.3,36.1,62.6,90.1,115.7,110.2,197.7,233.6,294.3,352.5,481.7
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,8.0,10.3,14.9,20.6,28.2,38.3,44.4,92.5,124.6,184.8,193.8,276.0,330.5,441.5,589.5,745.3
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,4.7,5.9,7.4,10.8,12.3,17.9,24.0,45.2,62.2,96.4,109.2,147.3,197.0,230.6,265.3,327.6
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,15.5,20.3,26.8,41.6,56.4,65.4,82.6,144.8,184.3,269.8,235.5,382.9,497.4,619.2,744.8,900.9
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,18.1,24.1,38.9,47.6,66.7,82.7,103.9,175.4,214.4,286.1,384.3,501.6,683.7,880.0,1130.3,1491.9
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,9.0,12.0,15.5,20.7,29.0,37.6,42.8,74.3,90.4,126.3,144.6,271.9,244.9,308.8,380.9,511.8
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,3.7,5.0,7.0,9.9,13.5,16.5,20.6,37.6,51.8,76.5,85.8,136.7,162.4,210.0,276.2,359.9
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,30.4,36.1,50.4,65.9,83.6,110.3,127.4,251.4,352.8,469.1,401.7,738.4,1010.0,1317.6,1613.6,1998.2
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,23.6,39.3,52.2,65.4,84.2,102.1,131.9,211.8,251.4,321.4,335.8,509.2,668.1,805.3,1007.5,1306.2
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,7.2,9.5,14.6,20.5,28.2,33.1,45.5,97.0,122.3,159.7,185.1,262.5,325.4,408.9,513.7,678.7
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,98.1,135.6,194.0,260.7,327.5,416.2,557.3,1171.7,1534.9,2198.1,2489.7,3647.9,4777.9,6239.8,7537.5,9067.7
