Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026-Q1
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,6084.5,6894.3,7271.9,7919.1,8632.9,9225.1,10072.4,10444.4,11657.7,12152.3,12304.6,13803.2,14843.8,16394.3,18935.2,18935.3,4357.2
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,315.3,336.8,361.8,384.2,420.0,443.9,468.4,489.7,528.8,572.1,665.3,784.6,795.5,810.4,881.3,881.3,196.0
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,360.1,387.9,407.5,454.5,488.0,512.1,577.9,556.5,563.0,572.4,586.5,700.1,802.6,829.7,870.3,870.3,226.8
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,885.7,973.7,990.6,1055.4,1127.6,1199.6,1253.6,1322.9,1439.8,1532.9,1530.5,1668.4,1750.2,2023.8,2208.6,2208.6,494.1
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,497.7,542.0,571.2,614.1,644.8,679.6,725.3,758.9,803.5,852.4,961.7,1002.3,1079.6,1076.5,1127.9,1127.9,266.4
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,585.8,659.0,684.7,727.3,806.7,868.9,914.1,913.2,939.4,975.5,1012.5,1085.6,1151.2,1120.4,1366.5,1366.5,335.8
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,375.7,445.3,461.8,485.6,539.8,566.8,599.7,636.5,699.4,732.0,743.4,791.2,813.4,815.2,861.2,861.2,198.4
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,157.7,226.3,232.3,247.2,268.3,277.6,330.9,355.1,445.6,519.1,539.7,631.5,728.7,1261.0,1477.9,1477.9,217.3
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,616.4,678.2,715.4,758.7,835.1,879.8,915.4,936.0,1023.7,1066.0,994.6,1181.5,1326.9,1433.9,1522.8,1522.9,366.8
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,344.6,358.9,381.6,411.5,485.5,548.8,609.7,653.8,739.1,749.3,788.3,1000.8,1017.4,1164.4,1365.6,1365.6,343.2
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,115.0,134.4,139.0,161.4,160.8,170.7,192.2,208.0,223.2,249.7,255.4,267.9,283.9,298.6,366.9,366.9,81.2
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,479.4,539.9,583.0,615.7,687.8,710.9,768.5,786.2,852.9,988.7,989.8,1031.5,1109.2,1124.3,1341.3,1341.3,301.7
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,588.6,670.9,712.3,819.9,895.4,971.2,1082.7,1137.1,1278.9,1382.6,1412.5,1592.2,1757.1,1868.2,2133.0,2133.0,573.7
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,327.9,373.9,383.5,408.7,453.7,491.7,534.2,573.1,643.5,678.2,643.3,833.8,908.7,879.5,1037.2,1037.2,245.5
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,434.6,567.2,647.1,774.8,819.5,903.6,1099.7,1117.4,1477.1,1281.4,1181.1,1231.8,1319.4,1688.4,2374.7,2374.7,510.3
