Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,153.8,114.5,159.5,121.05,100.14,107.14,96.53,108.77,96.2,108.3,110.2,106.9,116.6,112.8,114.0,112.5,112.6,124.7,105.8,101.6,100.0,103.0,101.7,101.5,101.4,112.1
