Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2017,2018,2019,2020,2021,2022,2023,2024
1703236,Xo‘jaobod tumani,Ходжаабадский район,Khojaabad district,Хўжаобод тумани,898038.7,1134435.7,1406184.0,1577270.2,1818620.5,2219292.1,2182057.0,2511519.3
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,1232198.6,1460640.6,1775484.9,2100782.7,2327166.7,2731194.1,3167804.7,3552960.4
1706401,Buxoro shahri,Город Бухара,Bukhara city,Бухоро шаҳри,1196003.9,1494607.7,1860282.3,2136807.3,2557155.4,3130908.7,3764936.2,4320977.5
1706403,Kogon shahri,Город Каган,Kagan city,Когон шаҳри,1672920.6,2249528.3,2645749.1,2987931.4,3858251.0,4329618.1,5268491.9,5753217.6
1706204,Olot tumani,Алатский район,Alat district,Олот тумани,1053399.8,1218291.3,1475474.5,1645792.0,1874710.5,2144676.5,2452164.0,2879343.6
1706207,Buxoro tumani,Бухарский район,Bukhara district,Бухоро тумани,1036601.9,1327242.8,1597539.4,1792461.2,2124798.6,2301893.4,2647984.7,2811519.2
1706212,Vobkent tumani,Вабкентский район,Vobkent district,Вобкент тумани,1212313.9,1286686.6,1575435.7,1763516.0,2018190.1,2340723.5,2508504.6,2801470.7
1706215,G‘ijduvon tumani,Гиждуванский район,Gijduvan district,Ғиждувон тумани,1063172.0,1257112.3,1556497.9,1973841.9,2022479.0,2200355.1,2438522.6,2673963.4
1706219,Kogon tumani,Каганский район,Kagan district,Когон тумани,1277567.0,1529114.4,1824528.4,2183863.7,2253837.7,2506378.6,2757372.0,2984905.8
1706230,Qorako‘l tumani,Каракульский район,Karakul district,Қоракўл тумани,1126544.5,1086214.5,1442222.3,1899983.6,1911169.3,2172928.2,2413822.9,2808575.9
1706232,Qorovulbozor tumani,Караулбазарский район,Qorovulbozor district,Қоровулбозор тумани,1711445.4,2395548.6,2596602.3,3308567.7,3665391.3,4292507.9,5097764.7,5578362.4
1706240,Peshku tumani,Пешкунский  район,Peshkun district,Пешку тумани,1036767.7,1217912.2,1524564.6,1826603.3,1719373.7,2354660.0,2625722.8,3036809.9
1706242,Romitan tumani,Ромитанский район,Romitan district,Ромитан тумани,1507773.2,1407828.3,1661711.3,2035245.9,2033872.7,2703998.7,2789609.7,3053898.2
1706246,Jondor tumani,Жондоpский район,Jondor  district,Жондор тумани,1061180.9,1273897.4,1504271.0,2014276.2,1909312.8,2118510.4,2539590.1,2645273.5
1706258,Shofirkon tumani,Шафирканский район,Shafirkan district,Шофиркон тумани,1031390.6,1199689.9,1585950.4,1744462.4,1744940.7,2105353.6,2340051.4,2565684.5
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,1077894.5,1292839.0,1591105.7,1820344.1,2113186.7,2529666.9,2944351.6,3351251.2
1708401,Jizzax shahri,Город Джизак,Jizzakh city,Жиззах шаҳри,1355407.8,1612552.6,2000859.8,2319592.9,2688064.2,3171507.1,3735115.0,4275487.4
1708201,Arnasoy tumani,Арнасайский район,Arnasay district,Aрнасой тумани,1027958.3,1206116.8,1476365.3,1555814.1,1761173.0,2058729.4,2477366.2,2882790.0
1708204,Baxmal tumani,Бахмальский район,Bakhmal district,Бахмал тумани,1033732.8,1158462.9,1554959.3,1714542.2,2042847.0,2386839.7,2578781.3,2845087.0
1708209,G‘allaorol tumani,Галляаральский район,Gallaaral district,Ғаллаорол тумани,916063.7,1126177.2,1343570.7,1536036.7,1680024.2,2282989.0,2788913.2,3338170.4
1708212,Sharof Rashidov tumani,Шароф-Рашидовский  район,Sharof Rashidov  district,Шароф Рашидов тумани,951161.9,1206626.9,1393845.5,1556257.9,1720509.8,2047143.4,2338937.9,2649442.4
1708215,Do‘stlik tumani,Дустликский район,Dustlik district,Дўстлик тумани,1153215.3,1348553.4,1616496.9,1657610.4,1876687.1,2036073.9,2381257.8,2529607.3
1708218,Zomin tumani,Зааминский район,Zomin district,Зомин тумани,939814.0,1168374.7,1495031.4,1723240.1,2103582.4,2396720.0,2663727.5,3057949.8
1708220,Zarbdor tumani,Зарбдарский район,Zarbdar district,Зарбдор тумани,944228.2,1120342.1,1316149.8,1598804.6,1901016.3,2315396.3,2859202.7,3066811.0
1708223,Mirzacho‘l tumani,Мирзачульский район,Mirzachul district,Мирзачўл тумани,930169.0,1194843.7,1410859.2,1457266.5,1725757.0,2098942.6,2387163.8,2799708.1
1708225,Zafarobod tumani,Зафарабадский район,Zafarabad district,Зафаробод тумани,951237.0,1108911.9,1365699.8,1701289.9,2092576.4,2554486.2,3337936.4,3699913.2
1708228,Paxtakor tumani,Пахтакорский район,Pakhtakor district,Пахтакор тумани,1013970.7,1109355.4,1330263.5,1748775.2,1860510.8,2474212.4,2526435.6,2874402.4
1708235,Forish tumani,Фаришский район,Farish district,Фориш тумани,1005775.4,1086087.9,1363816.2,1515458.9,1811014.8,2113229.8,2318553.7,2512612.0
1708237,Yangiobod tumani,Янгиободский район,Yangiabad district,Янгиобод тумани,885825.2,1118521.2,1345774.3,1592224.6,1864895.6,2029195.5,2253087.9,2753491.3
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,1132971.7,1466691.6,1720268.9,1834526.5,2154379.9,2590142.9,2940211.7,3253857.9
1710401,Qarshi  shahri,Город Карши,Karshi city,Қарши шаҳри,1374449.6,1653357.7,1943364.9,2278504.9,2872947.8,3346631.2,3926965.2,4356873.1
1710405,Shahrisabz shahri,Город Шахрисабз,Shakhrisabz city,Шаҳрисабз шаҳри,1003498.4,1143929.2,1412351.8,1551162.2,1802852.1,2107303.2,2473184.8,2981746.7
1710240,Ko‘kdala tumani,Кукдалинский район,Kukdala district,Кўкдала тумани,0.0,0.0,0.0,0.0,0.0,2091859.3,2375525.3,2754876.3
1710207,G‘uzor tumani,Гузарский район,Gissar district,Ғузор тумани,1946281.3,2319463.4,2624324.1,2372200.3,2728661.8,3113072.4,3332376.1,3597323.7
1710212,Dehqonobod tumani,Дехканабадский район,Dehkanabad district,Деҳқонобод тумани,974243.6,1272485.4,1506075.3,1690318.8,2057810.0,2527403.6,2948864.2,3312726.2
1710220,Qamashi tumani,Камашинский район,Kamashi district,Қамаши тумани,912996.8,1152674.3,1498440.7,1691558.5,1793260.6,2077096.4,2176177.8,2439141.8
1710224,Qarshi tumani,Каршинский район,Karshi district,Қарши тумани,931767.7,1280109.6,1344143.4,1505031.5,1791413.9,2098534.4,2459926.1,2616207.7
1710229,Koson tumani,Касанский район,Kasan district,Косон тумани,1009862.8,1282889.5,1628934.2,1778178.5,1876215.5,2100542.1,2400203.9,2631498.4
1710232,Kitob tumani,Китабский район,Kitab district,Китоб тумани,781813.1,1019787.2,1259142.1,1345530.6,1441713.4,2053239.2,2259449.9,2552342.2
1710233,Mirishkor tumani,Миришкорский район,Mirishkor district,Миришкор тумани,739958.3,1355786.6,1501106.4,1584212.2,1921894.7,2243965.1,2401377.4,2606199.6
1710234,Muborak tumani,Мубарекский район,Mubarek district,Муборак тумани,1824059.9,2252503.4,2510567.6,2231048.6,2405523.9,2792548.0,3424388.2,3729190.1
1710235,Nishon tumani,Нишанский  район,Nishon district,Нишон тумани,968078.3,1371455.2,1756189.6,1806152.3,2142268.6,3516523.0,3716635.0,4173112.9
1710237,Kasbi tumani,Касбинский район,Kasbi district,Касби тумани,929315.2,1370741.9,1651845.5,1688288.7,1934601.4,2285693.9,2826005.4,2974555.2
1710242,Chiroqchi tumani,Чиракчинский район,Chirakchi district,Чироқчи тумани,817552.5,1208826.7,1291995.1,1483509.4,1986194.2,2319905.8,2503710.5,2593229.0
1710245,Shahrisabz tumani,Шахрисабзский район,Shakhrisabz district,Шаҳрисабз тумани,1059120.9,1194374.4,1464766.2,1711378.7,1911806.1,2273849.3,2366130.6,2655233.0
1710250,Yakkabog‘ tumani,Яккабагский район,Yakkabag district,Яккабоғ тумани,755119.4,1092438.1,1291616.9,1554097.0,1736237.3,2155188.6,2352685.2,2543166.8
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,1700169.8,1999826.1,2448655.0,2867899.1,3733342.4,4283738.2,5003204.7,5667793.3
1712401,Navoiy shahri,Город Навои,Navoi city,Навоий шаҳри,1858362.5,2261668.1,2773511.5,3310312.8,4667251.4,4851353.6,5730690.1,6469941.7
1712408,Zarafshon shahri,Город Заpафшан,Zarafshan city,Зарафшон шаҳри,2596299.8,2956697.9,3839510.8,4666396.8,5786970.1,6894047.4,7847877.8,9041598.0
1712412,G‘ozg‘on shahri,Город Газган,Gazgan city,Ғозғон шаҳри,0.0,0.0,0.0,738779.6,1733074.8,1932049.5,2024827.3,2361876.8
1712211,Konimex tumani,Канимехский  район,Kanimekh district,Конимех тумани,868699.8,1106314.2,2119706.6,1517144.3,3606849.9,4547212.7,5491481.2,6304843.3
1712216,Qiziltepa tumani,Кызылтепинский район,Kyzyltepa district,Қизилтепа тумани,981576.1,1215864.2,1340397.5,1514061.8,1750430.8,2050013.7,2369330.4,2597201.9
1712230,Navbahor tumani,Навбахорский район,Navbahor district,Навбаҳор тумани,1078319.6,1225948.9,1328019.6,1436741.9,1662476.2,2315741.9,2634782.9,2956671.5
1712234,Karmana tumani,Карманинский район,Karmana district,Кармана тумани,1166867.7,1375285.0,1677827.8,2080093.7,2486214.4,3089468.1,3583225.1,3990991.1
1712238,Nurota tumani,Нуратинский район,Nurota district,Нурота тумани,988070.6,1127257.5,1324220.9,1450679.3,1700110.1,2027618.5,2222049.0,2501589.3
1712244,Tomdi tumani,Тамдынский район,Tomdy district,Томди тумани,917886.5,1188898.9,1467086.4,1577821.6,1886521.2,2401211.7,2786564.8,3148187.6
1712248,Uchquduq tumani,Учкудукский район,Uchkuduk district,Учқудуқ тумани,2749931.5,3117757.8,3889979.4,4840235.4,6120035.2,7548612.6,8243445.1,9706284.5
1712251,Xatirchi tumani,Хатырчинский район,Khatyrchi district,Хатирчи тумани,1027300.0,1135606.1,1383719.1,1508417.7,1699448.3,1989866.2,2434469.4,2608659.7
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,1012332.8,1242822.5,1560524.0,1704100.0,1987599.8,2540008.6,2786310.6,3170482.6
1714401,Namangan shahri,Город Наманган,Namangan city,Наманган шаҳри,1152181.1,1448659.8,1810491.3,2046139.9,2414146.3,2917843.9,3372014.3,3835912.4
1714204,Mingbuloq tumani,Мингбулакский район,Mingbulak district,Мингбулоқ тумани,1095804.5,1325046.0,1534221.3,1742956.9,1997401.7,4207277.2,2483209.3,2735355.7
1714207,Kosonsoy tumani,Касансайский район,Kasansay district,Косонсой тумани,973411.2,1192777.8,1416592.6,1488483.2,1726879.8,2040430.8,2278206.6,2580066.6
1714212,Namangan tumani,Наманганский район,Namangan district,Наманган тумани,1026971.1,1174480.2,1409851.5,1487245.5,1718703.2,2141111.3,2429013.2,2523203.5
1714216,Norin tumani,Нарынский район,Naryn district,Норин тумани,960627.4,1162294.6,1478427.3,1478394.4,1591930.5,1955299.2,2328283.9,2673110.2
1714219,Pop tumani,Папский район,Pop district,Поп тумани,886928.2,1120035.6,1456476.9,1715620.6,1949534.6,2218248.4,2315430.6,2961082.2
1714224,To‘raqo‘rg‘on tumani,Туракурганский район,Turakurgan district,Тўрақўрғон тумани,1050580.5,1271912.2,1685770.7,1835853.5,2054991.8,2704746.1,3066953.7,3488106.0
1714229,Uychi tumani,Уйчинский район,Uychi district,Уйчи тумани,927704.7,1056368.7,1416544.6,1436716.6,1802409.1,2197946.7,2521365.4,2786579.6
1714234,Uchqo‘rg‘on tumani,Учкурганский район,Uchkurgan district,Учқўрғон тумани,954596.0,1193361.5,1572583.4,1537775.3,1660735.9,2187661.6,2550419.3,2681682.4
1714236,Chortoq tumani,Чартакский район,Chartak district,Чортоқ тумани,916181.0,1045258.4,1347401.9,1482546.4,1710848.4,2332436.6,2367509.6,2846046.7
1714237,Chust tumani,Чустский район,Chust district,Чуст тумани,843028.7,980607.1,1179671.3,1303306.8,1541213.8,2036281.9,2284143.6,2640215.8
1714242,Yangiqo‘rg‘on tumani,Янгикурганский район,Yangikurgan district,Янгиқўрғон тумани,879376.4,1189422.0,1402912.0,1567676.5,1919129.1,2275090.6,2565302.1,2893562.6
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,994118.7,1227256.8,1557301.6,1733821.7,2015109.2,2450813.1,2853458.5,3323198.6
1718401,Samarqand shahri,Город Самарканд,Samarkand city,Самарқанд шаҳри,1234918.1,1467644.0,1829926.8,2135780.8,2562051.0,3108173.0,3652090.3,4266721.1
1718406,Kattaqo'rg'on shahar,Город  Каттакурган,Kattaqo'rg'on city,Каттақўрғон шаҳар,1096341.3,1295959.6,1549951.4,1577389.0,1806274.9,2254529.0,2505612.7,2891001.3
1718203,Oqdaryo tumani,Акдарьинский район,Akdarya district,Оқдарё тумани,917564.9,1168524.7,1356885.4,1516021.7,1702835.1,2116688.7,2317573.3,2595440.8
1718206,Bulung‘ur tumani,Булунгурский район,Bulungur district,Булунғур тумани,853458.9,1066525.2,1305948.3,1491376.0,1685335.7,1996844.9,2257722.8,2596885.5
1718209,Jomboy tumani,Джамбайский район,Jomboy district,Жомбой тумани,969550.3,1369903.5,1830337.3,1862293.0,1878036.3,2234345.4,2412741.6,2923632.5
1718212,Ishtixon tumani,Иштыханский район,Ishtykhan district,Иштихон тумани,933175.8,1125613.7,1396940.1,1538836.2,1658269.3,2132928.2,2464977.6,2693767.9
1718215,Kattaqo‘rg‘on tumani,Каттакурганский район,Kattakurgan district,Каттақўрғон тумани,900677.4,1064072.7,1449906.7,1596342.1,1698750.4,2080464.7,2398762.3,2919669.9
1718216,Qo‘shrabot tumani,Кошрабадский район,Koshrabad district,Қўшработ тумани,915615.7,1119830.2,1433695.8,1653680.8,1721114.4,2049056.9,2406719.2,3249169.9
1718218,Narpay tumani,Нарпайский район,Narpai district,Нарпай тумани,1062463.1,1356491.9,1507927.3,1739867.3,2181918.1,2402897.1,2738858.7,3197218.6
1718224,Payariq tumani,Пайарыкский район,Payaryk district,Паяриқ тумани,845505.5,1157715.4,1413645.6,1493650.8,1673495.8,2046676.3,2385739.5,2641171.3
1718227,Pastdarg‘om tumani,Пастдаргомский район,Pastdargom district,Пастдарғом тумани,1004331.1,1315135.2,1543084.2,1616379.4,1843905.3,2082641.3,2442114.5,2799991.4
1718230,Paxtachi tumani,Пахтачийский район,Pakhtachi district,Пахтачи тумани,961799.2,1114738.6,1443732.9,1505259.1,1752247.3,2070312.0,2441319.1,2783936.8
1718233,Samarqand tumani,Самаркандский район,Samarkand district,Самарқанд тумани,826141.3,976311.7,1346756.4,1388470.5,1742441.7,2226205.2,2643532.3,3098233.8
1718235,Nurobod tumani,Нурабадский район,Nurabad district,Нуробод тумани,932890.0,1133189.8,1426966.0,1641275.4,1891539.8,2311109.2,2614116.2,2946414.4
1718236,Urgut tumani,Ургутский район,Urgut district,Ургут тумани,754797.5,917548.7,1248635.9,1437652.6,1712904.1,2062929.8,2369783.4,2763163.8
1718238,Tayloq tumani,Тайлякский район,Tailak district,Тайлоқ тумани,721161.6,920469.7,1388309.9,1501450.2,1780630.9,2310038.9,2709021.2,2948485.1
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,1062994.9,1301261.8,1609691.4,1825793.0,2082977.2,2530158.6,2958415.0,3262897.1
1722401,Termiz shahri,Город Термез,Termiz  city,Термиз шаҳри,1288959.6,1621110.1,2025825.8,2290814.6,2800376.7,3408289.5,4115268.3,4660829.6
1722201,Oltinsoy tumani,Алтынсайский район,Altynsay district,Олтинсой тумани,873466.0,978607.8,1409342.8,1568277.5,1747507.0,2110436.5,2329232.9,2596917.8
1722202,Angor tumani,Ангорский район,Angor district,Aнгор тумани,924011.0,1118854.5,1545507.9,1659673.4,1924691.9,2215263.6,2396434.3,2592160.1
1722203,Bandixon tumani,Бандихонский район,Bandykhan district,Бандихон тумани,0.0,0.0,0.0,1713082.5,1841537.7,2216155.2,2476440.3,2775575.3
1722204,Boysun tumani,Байсунский район,Baysun district,Бойсун тумани,960792.0,1212343.0,1489291.2,1668392.7,1826526.2,2231870.6,2637801.9,2836033.9
1722207,Muzrabot tumani,Музрабадский район,Muzrabad district,Музработ тумани,923344.9,1148743.9,1487368.7,1620940.9,1836903.3,2268316.8,2466217.5,3007291.7
1722210,Denov tumani,Денауский район,Denau district,Денов тумани,889995.0,1126267.0,1406242.2,1679275.1,1955950.8,2326936.4,2766218.3,2945298.5
1722212,Jarqo‘rg‘on tumani,Джаркурганский район,Jarkurgan district,Жарқўрғон тумани,1427030.0,1583460.6,1799461.2,2069707.0,2229931.0,2457060.7,2940407.0,2977190.8
1722214,Qumqo‘rg‘on tumani,Кумкурганский район,Kumkurgan district,Қумқўрғон тумани,1038581.3,1281519.7,1491308.9,1656565.9,1812868.9,2183181.3,2552957.9,2874202.3
1722215,Qiziriq tumani,Кизирикский район,Kizirik district,Қизириқ тумани,1067725.5,1334127.8,1489574.1,1594444.5,1430785.7,2210987.7,2335743.2,2563894.5
1722217,Sariosiyo tumani,Сариасийский  район,Sariosia district,Сариосиё тумани,1055047.5,1364484.0,1626817.6,1986755.0,2083638.7,2458674.8,2948118.3,3260513.9
1722220,Termiz tumani,Термезский район,Termiz district,Термиз тумани,957214.4,1175199.9,1408127.3,1568716.5,1896732.2,2490459.7,2799842.4,3022971.0
1722221,Uzun tumani,Узунский район,Uzun district,Узун тумани,938132.5,1147240.3,1423129.6,1660537.3,1853904.2,2201162.9,2369740.7,2742702.3
1722223,Sherobod tumani,Шерабадский район,Sherabad district,Шеробод тумани,968559.9,1100869.4,1346621.7,1524202.2,1801683.0,2120831.9,2650034.9,2694097.4
1722226,Sho‘rchi tumani,Шурчинский район,Shurchi district,Шўрчи тумани,1001693.6,1140083.8,1441970.4,1538166.8,1815027.6,2143567.8,2432540.7,2699832.1
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,1161054.4,1372579.6,1724236.7,1949748.6,2265301.7,2656512.4,3058493.4,3543083.1
1724401,Guliston shahri,Город Гулистан,Gulistan city,Гулистон шаҳри,1220202.5,1456047.3,1907649.1,2154592.1,2615350.0,3153187.9,3568376.9,4185422.6
1724410,Shirin shahri,Город Ширин,Shirin city,Ширин шаҳри,1539421.0,1809067.6,2228027.9,2384283.6,3373133.2,4866778.8,5979591.8,6363577.3
1724413,Yangiyer shahri,Город Янгиер,Yangier city,Янгийер шаҳри,1133645.4,1350337.6,1695040.2,1935896.2,2259658.6,2803546.2,3177888.3,3709921.4
1724206,Oqoltin tumani,Акалтынский район,Akaltyn  district,Оқолтин тумани,1275582.4,1529172.3,2010210.9,1957134.2,2210832.8,2204722.8,2436998.1,2747243.9
1724212,Boyovut tumani,Баяутский район,Bayaut district,Боёвут тумани,1174940.1,1196092.7,1711531.5,1907906.7,2160045.6,2362512.5,3025951.9,3704911.1
1724216,Sayxunobod tumani,Сайхунабадский район,Saykhunabad district,Сайхунобод тумани,1141767.6,1440562.0,1679873.3,1975574.1,2104644.6,2425708.6,2780597.6,2940934.4
1724220,Guliston tumani,Гулистанский район,Gulistan district,Гулистон тумани,981578.0,1226554.1,1497269.9,1604980.0,1835988.1,2077151.1,2303774.1,2551756.8
1724226,Sardoba tumani,Сардобский район,Sardoba district,Сардоба тумани,1031308.8,1327864.5,1539141.0,1772982.2,1905670.8,2104274.6,2387273.7,2683301.4
1724228,Mirzaobod tumani,Мирзаабадский район,Mirzaabad district,Мирзаобод тумани,962004.2,1066859.9,1324179.2,1910761.0,1732909.9,2159727.0,2417890.0,2793348.3
1724231,Sirdaryo tumani,Сырдарьинский район,Syrdarya district,Сирдарё тумани,1146474.6,1401268.3,1599527.6,1731313.0,2147598.0,2358950.0,2721699.8,3272000.7
1724235,Xovos tumani,Хавасский район,Khovos district,Ховос тумани,1113284.0,1292802.0,1700323.2,1882122.0,2184957.2,2506906.3,2718762.1,3055723.5
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,1357442.7,1706179.5,2066556.0,2280326.7,2789225.2,3207582.4,3673115.7,4034365.2
1727401,Nurafshon shahri,Город Нурафшон,Nurafshan city,Нурафшон шаҳри,1251322.5,1817190.9,2317738.0,2897699.8,3533264.8,4276484.4,5251000.7,5704599.4
1727404,Olmaliq shahri,Город Алмалык,Almalyk city,Олмалиқ шаҳри,2307696.9,3313476.7,3970477.5,4094237.5,5092179.6,5849584.9,6446309.6,6891211.8
1727407,Angren shahri,Город Ангрен,Angren city,Aнгрен шаҳри,1347877.3,1549974.3,1812233.9,2029154.0,2402556.8,2878046.1,3401221.1,3939054.6
1727413,Bekobod shahri,Город Бекабад,Bekabad city,Бекобод шаҳри,1960229.4,2378671.3,2742637.4,3093154.5,3987543.0,4311229.6,4398165.4,4553875.1
1727419,Chirchiq shahri,Город Чиpчик,Chirchik city,Чирчиқ шаҳри,1452252.7,1796254.4,2131042.1,2423562.7,2810058.1,3308552.2,4024215.1,4404678.9
1727415,Ohangaron shahri,Город Ахангаран,Akhangaran city,Оҳангарон шаҳри,1385846.7,1626853.3,2058998.0,2374291.3,2632784.0,3297407.9,3854657.8,4430072.5
1727424,Yangiyo‘lshahri,Город Янгиюль,Yangiyul city,Янгийўлшаҳри,1143097.3,1307447.5,1556878.1,1659913.4,1956081.9,2320371.7,2572330.5,2737896.0
