Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2024-М01,2024-М02,2024-М03,2024-М04,2024-М05,2024-М06,2024-М07,2024-М08,2024-М09,2024-М10,2024-М11,2024-М12,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-М01,2026-М02,2026-М03,2026-М04
01.20,Tortlar,Торты,Cakes,Тортлар,100.0,100.69,100.35,100.2,100.64,100.16,99.99,101.72,101.89,100.35,100.35,101.73,100.79,100.6,99.22,100.06,100.44,100.19,99.75,100.76,100.63,100.06,100.07,101.12,100.8,100.5,101.0,101.7
01.21,Turli xil pirojniylar,Пирожные разных видов,Pastries of various types,Турли хил пирожнийлар,100.0,100.26,100.74,100.49,100.19,100.36,100.05,100.38,101.48,100.65,101.46,100.52,99.98,100.82,101.72,100.0,99.25,99.99,101.19,100.19,100.47,100.58,100.04,100.91,100.9,99.5,100.9,100.9
01.22,Kekslar,Кексы,Cupcakes,Кекслар,100.0,101.97,101.14,100.31,98.97,100.18,100.08,100.2,100.46,100.2,101.14,99.98,101.23,99.86,99.6,99.97,99.79,100.98,100.73,99.86,101.0,101.79,100.52,100.08,100.2,100.4,100.3,101.0
01.23,Korjiklar,Коржики,Biscuits,Коржиклар,100.0,100.59,100.0,100.03,100.0,100.58,100.0,100.0,100.33,101.54,103.88,100.0,102.24,100.0,100.54,100.0,101.21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
01.24,Chak chak,Чак чак,Chak-chak,Чак чак,100.0,100.3,100.0,100.84,100.0,100.0,100.69,100.0,103.06,100.0,102.26,100.0,100.65,100.35,101.23,100.0,100.8,100.0,99.27,100.0,100.0,100.0,100.74,100.91,100.0,100.3,100.5,99.8
01.25,"Tayyor nonushtalar shaklidagi boshoqli donlar (""quruq nonushtalar"")","Зерна злаков в виде готовых завтраков (""сухие завтраки"")","Ready-to-eat cereal grains (""breakfast cereals"")","Тайёр нонушталар шаклидаги бошоқли донлар (""қуруқ нонушталар"")",99.6,100.86,100.18,97.62,100.22,99.92,101.81,100.2,101.34,100.0,100.18,99.86,99.43,101.63,100.14,101.73,99.0,99.66,102.43,100.21,99.26,99.97,100.57,100.05,100.3,99.6,100.7,100.6
01.26,Vermishel,Вермишель,Vermicelli,Вермишел,96.24,100.69,98.7,100.0,100.84,99.35,99.55,101.83,100.01,104.01,102.0,100.83,101.2,99.22,101.21,100.5,99.54,100.6,98.8,100.99,100.08,99.94,100.14,99.82,100.9,100.5,100.9,100.0
01.27,Ugra (shu jumladan lagʻmon uchun),Лапша (в том числе для лагмана),Noodles (including for lagman),Угра (шу жумладан лағмон учун),98.92,100.44,100.2,100.77,100.64,98.62,100.27,101.5,100.61,99.99,102.45,99.81,101.18,99.12,99.67,101.17,100.33,100.7,99.9,99.76,100.13,100.17,100.36,101.64,100.7,100.6,100.9,100.8
01.28,"Makaronlar, spagetti","Макароны, спагетти","Pasta, spaghetti","Макаронлар, спагетти",99.54,98.24,99.69,100.71,101.46,100.35,100.34,100.74,100.44,101.7,99.64,100.25,100.33,99.58,100.49,100.39,100.02,100.22,100.27,100.37,100.75,100.72,99.96,99.75,100.5,100.5,100.9,100.9
01.29,"Shakldor mahsulotlar (chigʻanoqlar, yulduzchalar va shu kabilar)","Фигурные изделия (ракушки, звездочки и аналогичные)","Shaped products (shells, stars and similar)","Шаклдор маҳсулотлар (чиғаноқлар, юлдузчалар ва шу кабилар)",98.42,99.78,100.18,99.94,101.95,100.28,100.73,100.52,101.42,101.99,99.47,100.53,100.8,99.06,100.56,100.27,100.8,100.43,99.75,100.26,100.56,100.13,100.55,99.94,100.5,100.6,101.1,101.2
01.30,"Chuchvaralar va shu kabi mahsulotlar, xom","Пельмени и аналогичные изделия, сырые","Dumplings and similar products, raw","Чучваралар ва шу каби маҳсулотлар, хом",97.12,101.91,100.25,100.75,100.16,99.62,100.46,100.94,100.34,102.83,100.5,99.9,100.57,101.03,100.27,100.62,100.71,100.14,99.74,99.12,100.83,100.76,99.81,100.91,100.3,100.4,100.9,99.2
01.31,Boshqa toifalarga kiritilmagan makaron mahsulotlari (tez tayyorlanadigan ugra),"Прочие макаронные изделия, не отнесенные к другим категориям",Other noodle products not elsewhere classified,Бошқа тоифаларга киритилмаган макарон маҳсулотлари (тез тайёрланадиган угра),100.0,99.67,100.65,100.15,100.11,100.16,99.57,101.61,100.63,100.32,101.83,99.54,100.73,101.05,100.58,101.48,100.98,100.29,100.68,100.04,100.51,100.96,100.22,100.34,100.1,100.1,100.8,100.2
01.32,Pop-korn,Поп-корн,Popcorn,Поп-корн,100.0,100.0,100.0,100.0,100.0,100.0,101.02,99.41,100.3,102.91,100.97,100.37,100.57,100.0,100.74,100.0,100.68,100.42,100.0,100.0,99.92,100.86,100.36,100.0,100.1,100.6,100.3,101.1
01.33,Non-bulka mahsulotlarini tayyorlash uchun aralashmalar va xamir,Смеси и тесто для приготовления хлебобулочных изделий,Mixes and dough for bakery products,Нон-булка маҳсулотларини тайёрлаш учун аралашмалар ва хамир,100.16,101.19,99.45,99.97,100.26,100.42,100.37,100.49,100.5,101.22,99.85,100.79,100.48,101.21,101.19,100.48,100.65,99.83,100.02,99.13,100.88,100.95,101.45,100.22,100.5,100.1,100.6,100.2
01.34,Mol goʻshti (suyaksiz goʻshtidan tashqari),Говядина (кроме бескостного мяса),Beef (except boneless meat),Мол гўшти (суяксиз гўштидан ташқари),100.17,98.86,99.95,100.55,100.72,100.76,100.97,105.36,102.33,102.06,99.65,101.04,100.29,102.91,109.31,101.31,100.94,101.24,102.62,100.02,101.97,101.42,100.18,100.37,101.0,102.9,102.1,103.0
01.35,Suyaksiz mol goʻshti,Говядина бескостная,Boneless beef,Суяксиз мол гўшти,99.29,98.97,99.56,100.65,100.88,101.25,101.65,105.43,101.5,102.9,100.01,100.65,100.74,102.52,110.29,100.35,100.84,100.62,102.44,100.07,101.33,102.1,100.7,100.57,101.0,101.8,101.1,103.0
01.36,Qoʻy goʻshti,Баранина,Mutton,Қўй гўшти,100.56,99.19,99.88,100.59,101.46,101.47,101.04,105.47,102.69,101.89,101.51,100.83,100.34,102.93,109.55,102.0,101.21,101.03,102.19,100.07,101.69,101.64,100.76,100.33,101.6,103.2,101.6,103.2
01.37,Choʻchqa goʻshti,Свинина,Pork,Чўчқа гўшти,100.0,100.0,100.28,100.68,99.33,100.0,100.0,101.53,101.82,99.33,103.68,99.88,100.0,100.3,103.22,100.0,102.32,100.0,100.0,100.0,100.0,100.17,100.0,102.01,0.0,0.0,0.0,0.0
01.38,Parranda goʻshti (butun tana),Мясо птицы (тушка),Poultry meat (whole carcass),Парранда гўшти (бутун тана),103.19,100.01,99.93,98.79,99.46,100.35,99.45,100.68,98.84,101.14,99.65,100.09,99.85,100.32,100.81,99.57,99.7,102.3,101.19,101.84,101.4,98.55,98.08,100.72,101.2,101.4,100.1,97.9
01.39,"Tovuq boldiri, son va tovuqning boshqa qismlari","Голень куриная, окорочка и другие части курицы","Chicken drumsticks, leg quarters, and other chicken parts","Товуқ болдири, сон ва товуқнинг бошқа қисмлари",102.2,99.39,99.38,98.77,99.11,98.75,99.42,101.53,100.52,100.64,99.64,100.63,100.43,100.09,98.9,100.08,99.95,101.77,101.48,102.36,100.88,99.9,98.29,99.88,101.5,102.3,99.3,98.7
01.40,"Qiyma (yogʻli, yarim yogʻli)","Мясной фарш (жирный, полужирный)","Meat mince (fatty, semi-fatty)","Қийма (ёғли, ярим ёғли)",100.0,99.63,100.11,100.51,100.98,99.67,100.0,104.19,101.53,100.9,100.0,100.78,100.42,101.08,105.84,102.0,100.71,100.0,101.93,100.1,100.44,101.59,100.23,100.63,101.5,101.6,101.3,102.9
01.41,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan mol va qoʻy jigari","Печень говяжья, баранья, парная, охлажденная или мороженая, сушеная, соленая, в рассоле  или копченая","Beef/lamb liver (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган мол ва қўй жигари",100.0,99.81,100.0,100.0,100.0,100.98,102.1,103.58,102.22,101.82,100.0,100.76,100.0,101.03,106.06,101.2,101.66,100.0,101.54,101.02,100.56,101.8,100.0,100.95,101.5,100.6,101.1,102.9
01.42,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan mol oyoqlari","Ножки говяжьи, парные, охлажденные или мороженые, сушеные, соленые, в рассоле  или копченые","Beef feet (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган мол оёқлари",99.83,103.85,102.23,100.87,96.75,100.0,101.95,104.31,101.32,100.0,100.0,102.38,101.01,100.58,105.35,101.79,101.22,100.96,98.38,100.13,100.0,102.4,100.0,102.0,101.4,102.2,100.8,101.8
01.43,"Yangi soʻyilgan, sovitilgan yoki muzlatilgan, quritilgan, tuzlangan, namakobga solingan  yoki dudlangan til","Язык, парной, охлажденный или мороженый, сушеный, соленый, в рассоле  или копченый","Tongue (fresh, chilled or frozen, dried, salted, brined or smoked)","Янги сўйилган, совитилган ёки музлатилган, қуритилган, тузланган, намакобга солинган  ёки дудланган тил",100.0,99.46,101.41,98.99,100.0,100.45,100.4,101.3,102.1,103.07,100.0,101.1,100.0,101.23,107.62,100.72,100.0,100.53,99.55,101.53,100.31,100.86,100.0,101.0,100.0,100.0,102.5,101.9
01.44,Pishirilgan kolbasa,Колбаса вареная,Cooked sausage,Пиширилган колбаса,100.76,100.18,100.12,101.12,100.44,100.83,101.14,100.94,100.62,100.94,100.2,100.76,101.08,101.42,101.88,101.75,100.55,100.21,100.08,100.63,100.26,101.02,100.25,99.76,100.3,101.4,101.2,101.4
01.45,"Sosiskalar, sardelkalar","Сосиски, сардельки","Sausages, frankfurters","Сосискалар, сарделкалар",100.54,100.41,99.82,100.43,100.86,101.09,100.59,100.98,100.06,100.53,99.57,100.32,100.08,101.3,100.45,101.72,100.39,100.15,100.0,101.13,100.5,101.24,100.61,100.83,100.2,100.5,100.9,102.0
01.46,Dudlangan va yarim dudlangan kolbasa,Колбаса копченая и полукопченая,Smoked and semi-smoked sausage,Дудланган ва ярим дудланган колбаса,100.45,99.96,100.2,100.6,100.52,101.46,100.32,100.67,100.21,101.09,99.7,101.56,100.54,101.12,100.05,101.86,100.58,99.37,99.71,99.89,100.67,100.77,100.07,100.18,100.3,100.6,101.5,102.0
01.47,Qazi,Казы,Kazi,Қази,100.66,100.3,100.0,100.87,100.11,102.44,98.44,100.16,101.66,100.73,100.35,100.79,100.38,101.09,100.21,100.0,100.0,100.0,99.13,101.56,100.78,100.16,101.29,100.26,101.4,100.0,100.1,100.6
01.48,Konservalangan dimlangan mol goʻshti,Говядина тушеная консервированная,Canned stewed beef,Консерваланган димланган мол гўшти,98.92,99.83,99.19,100.04,100.88,100.73,100.12,101.61,100.0,102.08,100.88,100.0,101.36,100.23,101.53,99.0,101.5,101.97,100.91,99.14,100.9,100.22,99.7,100.01,100.3,100.4,102.0,100.9
01.49,"Tirik, yangi, sovutilgan  baliq","Рыба, живая, свежая, охлажденная","Fish, live, fresh, chilled","Тирик, янги, совутилган  балиқ",96.44,101.95,101.88,108.19,106.2,100.2,100.86,99.16,100.94,93.69,96.47,101.04,100.84,101.54,102.02,102.23,100.5,99.13,100.0,99.83,100.46,98.41,99.08,100.48,101.0,98.7,101.6,102.6
01.50,Muzlatilgan baliq,Рыба мороженая,Frozen fish,Музлатилган балиқ,99.43,100.02,99.54,104.26,101.24,99.27,100.47,100.0,98.53,100.0,98.84,100.82,100.46,100.43,101.47,99.77,100.29,100.0,100.64,100.0,99.89,99.93,100.54,100.83,99.7,100.0,100.4,101.7
01.51,"Quritilgan, tuzlangan, namakobga solingan  yoki dudlangan baliq","Рыба, вяленая, соленая, в рассоле или копченая","Fish, dried, salted, in brine or smoked","Қуритилган, тузланган, намакобга солинган  ёки дудланган балиқ",100.0,100.89,100.23,100.66,99.18,100.02,101.37,100.22,100.3,102.51,99.9,100.9,101.27,99.97,98.82,100.55,101.61,100.83,99.06,99.52,101.0,100.89,99.71,100.48,100.7,99.7,100.7,100.2
01.52,Moyga solingan sardinalar,Сардины в масле,Sardines in oil,Мойга солинган сардиналар,100.0,100.17,99.45,99.82,100.37,101.47,101.27,100.83,100.66,102.06,99.35,101.93,100.6,101.57,100.79,100.26,100.24,100.79,99.23,99.97,100.99,101.1,98.48,101.99,99.7,100.5,101.1,102.4
01.53,Moyga solingan shprotlar,Шпроты в масле,Sprats in oil,Мойга солинган шпротлар,100.0,96.86,100.65,98.62,100.47,100.95,102.04,100.76,100.61,104.74,101.95,101.81,100.84,100.12,100.29,101.65,100.88,100.83,100.3,100.62,100.76,100.18,100.88,100.46,99.4,101.6,101.5,102.1
01.54,Pomidor qaylasiga solingan kilka,Килька в томатном соусе,Sprat in tomato sauce,Помидор қайласига солинган килка,101.21,97.37,100.48,100.29,100.84,100.46,102.94,101.47,101.81,100.71,100.08,100.93,100.52,100.97,100.71,101.42,101.17,101.22,100.03,98.74,100.56,101.28,101.56,99.9,100.0,100.4,100.8,99.6
01.55,Xom sut (yangi sogʻilgan),Молоко сырое (свежее),Raw milk (fresh),Хом сут (янги соғилган),100.0,98.48,102.96,101.41,99.32,99.9,99.57,100.76,100.31,100.34,99.86,101.89,100.11,100.0,100.99,99.84,100.5,100.43,100.54,100.0,100.0,100.96,100.8,100.8,101.3,100.1,100.0,99.6
01.56,Pasterizatsiya qilingan sut,Молоко пастеризованное,Pasteurized milk,Пастеризация қилинган сут,99.83,100.04,99.49,101.04,100.01,100.1,99.7,100.46,100.1,100.34,100.19,101.72,101.29,101.74,100.9,99.85,101.29,99.94,100.4,100.17,100.46,100.42,100.77,100.27,100.6,100.9,100.2,100.5
01.57,Qaymoq,Каймак,Sweat Cream,Қаймоқ,100.0,94.73,99.96,100.83,100.94,99.19,100.77,100.14,100.57,103.58,101.96,101.71,100.77,100.71,100.97,101.57,101.69,100.44,100.63,100.36,100.62,100.61,100.41,100.23,100.5,100.3,101.0,100.2
01.58,Quyultirilgan sut,Молоко сгущенное,Condensed milk,Қуюлтирилган сут,100.0,100.21,100.73,100.24,99.79,100.45,100.19,99.81,100.43,100.46,101.0,100.27,100.69,100.57,99.99,100.25,99.75,101.05,100.52,99.17,99.55,100.41,99.64,99.61,100.6,101.1,100.3,99.9
01.59,Quruq qaymoq,Сливки сухие,Dry cream,Қуруқ қаймоқ,100.0,101.25,100.0,100.25,99.37,102.16,100.75,101.14,100.19,100.47,100.0,100.09,100.53,100.0,99.73,100.56,101.23,98.55,101.93,100.0,100.0,100.0,99.38,99.56,100.0,100.3,100.0,100.8
01.60,Qattiq pishloqlar,Сыры твердые,Hard cheeses,Қаттиқ пишлоқлар,99.95,100.32,99.92,100.47,100.35,99.32,100.46,100.85,101.04,100.22,100.9,99.43,101.57,100.38,99.86,100.61,101.12,99.68,100.75,100.31,100.78,100.53,99.96,100.16,100.2,100.4,101.1,100.6
01.61,"Yumshoq pishloqlar, kolbasa shaklidagi pishloq","Сыры плавленые, колбасный сыр","Processed cheeses, sausage cheese","Юмшоқ пишлоқлар, колбаса шаклидаги пишлоқ",100.37,101.29,101.16,101.83,100.39,100.41,100.4,100.91,101.25,101.25,101.73,101.27,101.2,100.76,100.88,99.85,101.02,100.38,100.04,100.29,100.71,100.72,100.19,100.4,100.3,100.3,100.5,100.6
01.62,Brinza,Брынза,Feta cheese,Бринза,100.0,101.76,100.52,103.26,99.69,99.86,101.01,100.59,100.9,102.02,98.54,100.79,100.58,100.92,99.82,100.07,101.9,100.59,100.33,100.34,100.34,100.39,100.59,99.92,100.6,100.9,101.2,100.7
01.63,Tvorog,Творог,Cottage cheese,Творог,99.19,100.65,100.26,100.4,100.76,100.1,100.37,101.25,101.04,99.75,100.27,100.89,100.62,100.56,100.12,100.06,101.85,100.16,99.7,100.8,100.23,100.46,100.39,99.42,100.5,100.9,100.5,100.2
01.64,Tvorogli siroklar va sirok massasi,Сырки творожные и сырковая масса,Curd cheese and curd mass,Творогли сироклар ва сирок массаси,100.0,99.8,100.72,103.66,100.31,102.78,100.52,100.15,100.22,99.95,100.67,100.7,99.68,103.3,100.15,99.97,100.81,101.31,99.99,100.17,99.9,101.52,99.42,100.19,99.8,100.7,101.1,101.3
01.65,Tayoqcha shaklidagi pishloqlar,Сырные палочки,Cheese sticks,Таёқча шаклидаги пишлоқлар,100.18,100.0,100.13,101.68,100.17,101.77,100.05,100.64,100.74,100.06,99.67,100.38,99.95,100.21,100.08,101.24,100.5,101.86,102.64,100.28,100.46,99.82,99.6,100.48,100.3,100.0,100.2,100.8
01.66,Smetana,Сметана,Sour cream,Сметана,99.45,98.7,100.88,100.28,100.02,100.42,99.91,100.24,100.77,103.6,101.93,100.47,100.4,98.89,100.96,100.85,101.05,100.06,100.14,100.69,100.96,100.3,99.72,100.28,101.0,100.8,100.7,100.6
01.67,"Kefir, prostokvasha va boshqalar","Кефир, пpостокваша и т.п.","Kefir, sour milk, etc.","Кефир, простокваша ва бошқалар",100.0,99.96,103.32,99.28,100.08,99.81,100.72,101.5,100.38,100.38,100.2,100.49,100.48,100.78,99.68,101.24,100.35,100.22,99.59,100.72,100.6,100.55,100.1,100.44,100.6,100.3,100.3,100.3
01.68,Yogurt,Йогурт,Yoghurt,Йогурт,100.0,99.88,100.71,101.15,101.56,101.65,100.1,100.36,99.9,99.96,101.93,101.26,100.88,101.25,100.98,100.67,100.03,100.49,100.23,100.25,100.42,100.11,99.72,99.79,100.1,100.3,101.2,100.2
01.69,Suzma,Сузьма,Suzma,Сузма,99.24,100.0,99.12,99.49,100.08,99.81,100.75,101.34,100.81,99.23,99.77,101.62,100.57,100.35,96.62,100.0,101.0,100.7,98.9,99.54,100.88,101.71,100.09,101.54,101.0,100.4,101.0,100.1
01.70,Qurt,Курт,Kurt,Қурт,100.35,100.37,100.82,100.32,101.31,99.99,99.74,101.82,104.72,100.12,99.0,100.5,100.17,100.15,100.37,100.39,100.44,100.57,100.1,100.28,100.94,99.85,101.03,100.8,100.7,100.3,100.4,100.8
01.71,Tovuq tuxumlari,Яйца куриные,Chicken eggs,Товуқ тухумлари,102.49,98.09,97.55,94.39,91.18,98.89,97.98,101.32,103.75,100.38,101.0,119.94,83.9,87.9,100.18,95.6,98.32,106.48,97.71,103.13,106.78,103.63,102.09,102.83,100.5,100.3,101.7,97.4
01.72,Paxta moyi,Масло хлопковое,Cottonseed oil,Пахта мойи,98.08,98.67,98.65,99.08,99.09,100.51,101.33,104.24,101.25,101.39,102.05,111.18,100.77,100.0,101.81,102.52,105.34,100.97,100.39,101.81,100.34,101.06,98.64,100.7,100.5,100.2,100.4,100.2
01.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,100.07,98.59,98.57,100.52,100.97,99.37,101.02,102.36,100.73,101.42,104.98,106.1,101.33,100.06,100.1,104.28,104.65,99.92,101.78,99.82,100.32,100.55,99.78,99.27,100.2,100.2,101.0,100.5
01.74,Sariyogʻ,Масло сливочное,Butter,Сариёғ,99.91,100.3,100.66,100.39,99.8,100.85,99.77,101.08,100.44,100.45,102.7,100.66,100.84,100.43,100.56,100.29,100.89,100.8,101.81,101.11,100.31,100.27,99.78,100.48,100.4,100.4,101.6,101.7
01.75,Margarin,Маргарин,Margarine,Маргарин,100.48,100.26,100.6,99.93,99.62,100.41,99.66,100.97,100.34,100.08,100.38,100.58,100.61,100.11,100.27,100.83,100.21,99.79,100.57,100.19,99.92,100.43,99.98,99.79,100.1,100.1,101.1,100.7
