Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2024-М01,2024-М02,2024-М03,2024-М04,2024-М05,2024-М06,2024-М07,2024-М08,2024-М09,2024-М10,2024-М11,2024-М12,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-М01,2026-М02,2026-М03,2026-М04
1,YIGʻMA INDEKS,СВОДНЫЙ ИНДЕКС,COMPOSITE INDEX,ЙИҒМА ИНДEКС,100.57,100.28,100.56,100.67,102.53,99.67,99.63,100.52,101.33,100.87,100.85,101.09,100.74,100.54,100.85,100.63,101.48,99.67,99.61,100.4,100.58,100.91,100.64,101.02,100.7,100.6,100.6,100.6
1.02,OZIQ-OVQAT MAHSULOTLARI,ПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,FOOD PRODUCTS,ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.68,100.24,100.8,100.4,97.82,98.02,98.44,100.39,101.58,100.96,101.07,101.87,100.74,100.65,101.35,100.8,99.27,98.94,98.96,100.6,100.87,100.84,100.94,101.37,100.8,100.9,101.2,100.9
01.1,Uzun boshoqli guruch,Рис длиннозерный,Long-grain rice,Узун бошоқли гуруч,100.56,99.39,101.08,102.23,101.88,100.35,101.48,100.37,102.05,98.26,95.34,97.19,98.26,97.48,97.32,99.19,99.71,99.69,99.6,99.9,99.41,97.67,95.49,98.53,99.5,99.3,99.4,98.4
01.2,Yumaloq boshoqli guruch,Рис круглозерный,Round grain rice,Юмалоқ бошоқли гуруч,98.82,100.17,101.17,100.39,100.3,99.14,99.71,100.42,100.64,96.71,96.0,97.13,99.57,96.82,97.5,99.54,98.8,100.27,100.23,99.94,99.56,97.43,94.57,98.24,99.0,99.1,99.2,98.8
01.3,Guruch oqshogʻi,Рисовая сечка,Chopped rice,Гуруч оқшоғи,100.0,100.56,101.37,101.84,101.08,102.66,100.0,101.85,100.0,96.36,91.96,98.04,99.78,98.35,98.7,98.91,98.99,99.68,100.01,99.36,99.08,98.06,97.7,96.64,98.2,100.4,100.1,97.7
01.4,Manniy yormasi,Крупа манная,Semolina groats,Манний ёрмаси,98.79,100.0,101.21,100.96,100.0,100.0,100.87,100.6,100.44,100.0,98.0,99.97,100.0,99.13,100.0,100.0,100.94,100.0,100.41,100.0,100.0,100.0,100.0,100.5,100.2,100.0,100.0,101.1
01.5,Grechixa (doni),Гречиха (зерно),Buckwheat (grain),Гречиха (дони),98.93,99.89,98.75,98.71,100.7,96.91,99.11,99.81,97.15,99.92,98.81,98.26,100.05,99.39,99.45,101.01,101.41,100.53,100.19,99.87,101.3,100.68,100.26,99.66,100.0,101.0,100.5,100.7
01.6,Suli yormasi,Крупа овсяная,Oat groats,Сули ёрмаси,100.0,100.86,99.97,99.69,101.45,101.1,100.08,100.06,101.02,100.41,98.54,99.99,100.38,99.89,100.66,101.79,100.13,100.19,100.13,100.3,101.78,100.5,100.24,100.2,99.6,100.6,101.0,100.1
01.7,Arpa yormasi,Перловка,Pearl barley,Арпа ёрмаси,99.81,99.72,97.84,101.86,101.07,102.01,100.46,100.94,100.76,99.41,100.11,100.0,100.04,100.8,98.61,100.67,99.24,100.47,100.08,99.96,100.81,100.15,99.91,101.52,99.8,100.4,100.5,100.6
01.8,"Soʻk (yorma), jumladan briketlarda","Пшено (крупа), в том числе в брикетах","Millet (groats), including in briquettes","Сўк (ёрма), жумладан брикетларда",100.0,98.6,100.17,99.9,100.81,99.44,99.37,99.73,101.91,102.17,100.37,99.81,99.79,99.63,100.27,101.06,100.54,100.12,99.22,99.87,101.55,100.81,100.19,100.4,99.6,100.9,101.0,100.1
