Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,527.2,1210.0,1949.1,2845.1,4863.1,5924.8,6777.4,7664.0,8485.4,10403.7,13176.6,14081.1,1241.0,1405.4,5211.6,6279.8,7202.6,8254.1,9204.7,10223.9,11171.4,12182.6,15275.9,15275.9,1809.5,2602.8,4765.1,6310.5,8720.8,9838.7,12018.4,13006.2,13870.9,16050.3,18380.8,19229.1,744.9,2906.4,5260.2,6955.1,8848.0,9930.9,11190.6,13063.2,14873.2,16855.8,17910.9,19743.8,817.7,3466.4,6375.6,9376.8,11568.8,12830.3,15261.9,17273.6,19921.5,21251.8,22416.6
