Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026-Q1
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,4163.2,6188.3,7925.5,10377.7,13944.9,16954.0,19671.0,22469.4,37451.7,53960.9,63866.6,77907.1,93554.5,159285.9,198789.8,230926.89999999997,47998.3
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,147.5,275.1,405.3,529.1,777.2,920.5,933.4,1083.1,1903.0,2943.5,3597.3,3843.6,4649.0,6681.3,7416.0,8191.4,1617.9
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,311.1,466.0,607.8,754.0,1055.3,1259.8,1471.5,1672.0,2731.2,3360.1,4361.9,5385.3,6441.4,9514.6,12025.2,13977.6,2862.6
1706,Buxoro viloyati,Бухарская область,Bukhara region,Бухоро вилояти,303.0,490.8,591.1,816.8,1070.5,1255.4,1449.1,1684.4,2989.4,3774.9,4486.2,5503.5,6781.4,11959.0,14167.2,16101.8,3325.3999999999996
1708,Jizzax viloyati,Джизакская область,Jizzakh region,Жиззах вилояти,192.1,247.6,307.8,440.2,609.5,697.6,838.4,889.8,1520.1,2460.7,2616.9,2891.9,3234.0,5113.0,5878.7,6741.7,1449.1
1710,Qashqadaryo viloyati,Кашкадарьинская область,Kashkadarya region,Қашқадарё вилояти,446.0,593.8,660.7,825.1,1153.6,1322.3,1863.7,2081.1,3075.6,3627.3,4274.3,4826.1,5664.9,10406.2,11368.7,12464.2,2370.2
1712,Navoiy viloyati,Навоийская область,Navoi region,Навоий вилояти,198.3,345.7,405.0,490.6,656.5,772.9,862.9,990.1,1657.5,2492.2,2921.8,3899.5,4706.8,8202.6,8963.3,9883.7,2172.1
1714,Namangan viloyati,Наманганская область,Namangan region,Наманган вилояти,284.2,391.9,455.6,651.8,839.1,956.1,1226.4,1363.6,2072.6,3310.1,4260.7,5229.7,6069.8,10083.6,12298.2,14237.3,2792.1
1718,Samarqand viloyati,Самаркандская область,Samarkand region,Самарқанд вилояти,428.1,660.5,815.8,1107.8,1417.9,1874.7,2073.8,2137.8,3250.0,4371.9,4687.4,6136.0,6922.3,10230.6,13468.6,16277.300000000001,3152.3
1722,Surxondaryo viloyati,Сурхандарьинская область,Surkhandarya region,Сурхондарё вилояти,252.3,345.8,444.9,632.6,832.1,1052.8,1303.7,1407.4,2336.3,3205.1,4020.9,5086.2,6015.4,9993.2,11927.5,13074.5,2892.6
1724,Sirdaryo viloyati,Сырдарьинская область,Syrdarya region,Сирдарё вилояти,100.2,136.2,186.0,257.2,318.8,429.3,487.8,480.4,952.8,1792.0,2327.5,2146.9,2563.9,3631.4,4117.2,5773.900000000001,948.7
1727,Toshkent viloyati,Ташкентская область,Tashkent region,Тошкент вилояти,275.9,438.7,623.9,762.1,935.0,1104.0,1214.9,1409.2,2257.9,4451.6,5500.2,7179.3,9096.9,16825.3,24248.2,28537.1,5131.9
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,359.7,539.8,638.1,907.2,1212.0,1462.4,1642.8,1707.4,2707.4,3759.8,5010.9,6099.1,6951.3,11399.0,13336.1,15926.9,3786.7
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,229.9,321.5,426.2,572.8,755.1,964.2,1081.7,1170.9,1687.9,2298.5,2534.6,3725.4,4375.6,7974.3,10465.2,12692.4,2661.8
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,634.9,934.9,1357.3,1630.4,2312.3,2882.0,3220.9,4392.3,8310.0,12113.2,13266.0,15954.6,20081.8,37271.8,49109.7,57047.1,12834.900000000001
