Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,105.1,107.8,113.7,117.2,117.6,118.8,107.2,106.0,114.3,122.9,109.5,106.8,106.6,107.2,110.0
1735,Qoraqalpog‘iston Respublikasi,Республика Каракалпакстан,Republic of Karakalpakstan,Қорақалпоғистон Республикаси,121.8,150.8,121.8,119.9,119.3,105.3,89.4,112.3,125.8,128.0,107.0,103.8,107.3,98.4,99.6
1735401,Nukus shahri,Город Нукус,Nukus city,Нукус шаҳри,119.4,199.4,142.9,122.7,125.4,95.1,93.7,104.0,132.7,110.2,98.7,87.2,126.6,95.2,81.8
1735204,Amudaryo tumani,Амударьинский район,Amudarya district,Aмударё тумани,117.1,146.5,111.2,144.1,92.4,113.6,106.3,108.6,109.7,88.8,132.8,117.0,111.0,101.3,98.0
1735207,Beruniy tumani,Берунийский район,Beruniy  district,Беруний тумани,104.3,136.3,112.3,93.4,144.7,112.6,101.0,125.5,129.6,134.6,105.4,101.2,117.9,119.2,98.3
1735209,Bo‘zatov tumani,Бозатауский район,Bozatau district,Бўзатов тумани,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.9,111.0,76.6,147.8,62.9
1735211,Qorao‘zak tumani,Караузякский район,Karauzak district,Қораўзак тумани,119.5,150.5,146.7,214.8,132.5,130.3,80.2,85.9,185.4,80.1,133.1,158.4,101.8,141.0,33.2
1735212,Kegeyli tumani,Кегейлийский район,Kegeyli district,Кегейли тумани,177.4,139.6,142.6,77.2,180.3,63.4,152.5,57.4,127.7,171.5,85.2,105.6,129.1,73.1,108.2
1735215,Qo‘ng‘irot tumani,Кунградский район,Kungrad district,Қўнғирот тумани,196.8,102.9,92.9,139.1,110.8,113.7,65.2,142.7,95.2,99.3,110.4,75.4,104.6,70.4,143.7
1735218,Qanliko‘l tumani,Канлыкульский район,Kanlykul district,Қанликўл тумани,136.3,155.8,158.6,99.0,129.9,134.3,76.2,109.4,158.5,184.7,85.8,102.4,139.3,65.3,110.5
1735222,Mo‘ynoq tumani,Муйнакский район,Muynak district,Мўйноқ тумани,151.6,114.3,54.0,123.8,99.6,349.5,134.4,181.5,93.5,516.6,215.3,96.9,46.3,113.6,149.1
1735225,Nukus tumani,Нукусский район,Nukus district,Нукус тумани,88.7,110.8,69.7,250.1,128.0,129.4,141.3,213.7,136.7,154.4,86.5,130.4,117.0,65.2,113.1
1735228,Taxiatosh tumani,Тахиаташский район,Takhiatash district,Тахиатош тумани,78.8,147.3,76.8,0.0,0.0,0.0,74.1,75.8,127.9,175.5,105.6,173.3,71.8,91.9,90.1
1735230,Taxtako‘pir tumani,Тахтакупырский район,Takhtakupyr district,Тахтакўпир тумани,141.1,151.0,123.3,125.3,111.7,62.6,138.0,175.0,294.6,77.4,139.6,105.4,79.2,68.6,93.2
1735233,To‘rtko‘l tumani,Турткульский район,Turtkul district,Тўрткўл тумани,119.7,101.2,109.2,115.9,114.6,129.3,128.7,99.5,113.6,159.3,110.4,124.9,106.3,103.6,92.3
1735236,Xo‘jayli tumani,Ходжейлийский район,Khojeyli district,Хўжайли тумани,130.1,159.0,133.0,103.1,94.6,113.1,77.8,55.6,180.9,264.8,57.8,113.9,92.0,100.3,149.9
1735240,Chimboy tumani,Чимбайский район,Chimbay district,Чимбой тумани,119.2,180.6,111.3,90.5,219.7,128.6,114.8,157.6,91.9,126.4,139.5,100.1,114.2,110.7,102.1
1735243,Shumanay tumani,Шуманайский район,Shumanai district,Шуманай тумани,217.2,238.7,86.2,188.1,81.7,114.2,121.8,153.2,182.2,111.3,201.3,43.2,101.1,85.9,163.4
1735250,Ellikkala tumani,Элликкалинский район,Ellikkala district,Елликкала тумани,80.9,180.5,146.2,94.0,131.3,108.8,97.7,100.1,119.0,109.8,100.5,157.3,135.5,99.7,97.4
1703,Andijon viloyati,Андижанская область,Andijan region,Aндижон вилояти,119.5,141.8,112.1,113.0,118.3,107.1,106.4,103.1,121.8,99.3,109.5,108.7,109.2,100.0,107.6
1703401,Andijon shahri,Город Андижан,Andijan city,Aндижон шаҳри,130.4,135.2,108.0,106.1,111.4,99.4,125.9,99.5,125.6,87.3,107.0,104.0,110.8,124.3,116.0
1703408,Xonobod shahri,Город Ханабад,Khanabadcity,Хонобод шаҳри,100.6,137.9,98.0,115.0,110.4,77.0,127.1,101.1,256.5,85.0,109.5,100.1,118.4,75.2,92.7
1703202,Oltinko‘l tumani,Алтынкульский район,Altynkul  district,Олтинкўл тумани,98.5,147.7,115.2,122.1,146.0,91.3,216.9,100.5,83.3,112.5,117.0,105.3,108.8,80.7,105.3
1703203,Andijon tumani,Андижанский район,Andijan district,Aндижон тумани,133.2,138.4,110.9,123.1,98.1,120.8,94.4,134.9,142.2,121.8,101.5,89.7,152.1,52.0,93.0
