Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2021-M01,2021-M02,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11
1700,O‘zbekiston Respublikasi,Республика Узбекистан,Republic of Uzbekistan,Ўзбекистон Республикаси,1583.4,3095.5,4745.3,6770.4,8686.0,10769.4,12755.5,14826.9,16746.9,18918.5,21054.2,23740.4,1969.6,4346.8,6883.3,9386.1,11268.4,13458.8,15562.3,17992.0,20395.3,22756.3,25336.9,28220.3,2810.1,5485.0,8595.4,11255.6,14470.9,16015.0,18765.9,22039.7,25206.9,28455.5,31819.4,35574.8,2823.5,5782.6,8687.5,11407.4,14687.9,17227.7,20209.6,23169.4,25935.9,29017.8,31864.9,35237.9,2866.8,5541.8,8227.5,11386.6,14797.9,18063.1,21778.8,25529.3,29465.0,33466.7,37419.7
