Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2019,2020,2021,2022,2023,2024,2025
02.3,ISTE'MOL YAROQLI MEVALAR VA YONG'OQLAR; SITRUS MEVALAR YOKI QOVUN PO'STLOG'I,СЪЕДОБНЫЕ ФРУКТЫ И ОРЕХИ; КОЖУРА ЦИТРУСОВЫХ ПЛОДОВ ИЛИ КОРКИ ДЫНЬ,EDIBLE FRUIT AND NUTS; PEEL OF CITRUS FRUIT OR MELONS,ИСТEЪМОЛ ЯРОҚЛИ МЭВАЛАР ВА ЁНҒОҚЛАР; ЦИТРУС МЭВАЛАР ЁКИ ҚОВУН ПЎСТЛОҒИ,126.0,100.0,110.6,112.3,105.4,105.0,119.99
02.4,"KOFE, CHOY, МАТЕ, YOKI PARAGVAY CHOYI, VA ZIRAVORLAR","КОФЕ, ЧАЙ, МАТЕ, ИЛИ ПАРАГВАЙСКИЙ ЧАЙ, И ПРЯНОСТИ","COFFEE, TEA, MATÉ  AND SPICES","КОФE, ЧОЙ, МАТЕ, ЁКИ ПАРАГВАЙ ЧОЙИ, ВА ЗИРАВОРЛАР",117.5,107.7,110.6,98.2,114.8,103.9,118.16
02.5,BOSHOQLI O'SIMLIKLAR DONI,ЗЛАКИ,CEREALS,БОШОҚЛИ ЎСИМЛИКЛАР ДОНИ,127.2,143.6,123.1,126.7,97.4,103.7,102.85
02.6,UN-YORMA SANOATI MAHSULOTLARI; SOLOD; KRAXMAL; INULIN; BUG'DOY TARKIBIDAGI OQSIL MODDA,ПРОДУКЦИЯ МУКОМОЛЬНО-КРУПЯНОЙ ПРОМЫШЛЕННОСТИ; СОЛОД; КРАХМАЛЫ; ИНУЛИН; ПШЕНИЧНАЯ КЛЕЙКОВИНА,PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN,УН-ЁРМА САНОАТИ МАҲСУЛОТЛАРИ; СОЛОД; КРАХМАЛ; ИНУЛИН; БУҒДОЙ ТАРКИБИДАГИ ОҚСИЛ МОДДА,118.7,115.9,123.1,112.8,112.2,95.9,104.79
02.7,"MOYLI O'SIMLIKLAR URUG'LARI VA MEVALAR; BOSHQA URUG'LAR, MEVALAR VA DONLAR; DORIVOR O'SIMLIKLAR VA TEXNIK MAQSADLADA FOYDALANILADIGAN O'SIMLIKLAR; PICHAN VA XASHAKLAR","МАСЛИЧНЫЕ СЕМЕНА И ПЛОДЫ; ПРОЧИЕ СЕМЕНА, ПЛОДЫ И ЗЕРНО; ЛЕКАРСТВЕННЫЕ РАСТЕНИЯ И РАСТЕНИЯ ДЛЯ ТЕХНИЧЕСКИХ ЦЕЛЕЙ; СОЛОМА И ФУРАЖ","OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER","МОЙЛИ ЎСИМЛИКЛАР УРУҒЛАРИ ВА МЕВАЛАР; БОШҚА УРУҒЛАР, МЕВАЛАР ВА ДОНЛАР; ДОРИВОР ЎСИМЛИКЛАР ВА ТEХНИК МАҚСАДЛАДА ФОЙДАЛАНИЛАДИГАН ЎСИМЛИКЛАР; ПИЧАН ВА ХАШАКЛАР",134.9,109.4,135.8,104.7,116.5,100.0,99.47
02.8,"TOZALANMAGAN TABIIY SHELLAK; DARAXT SHIRASI, YELIM VA O'SIMLIKNING BOSHQA SHARBATI VA EKSTRAKTLARI","ШЕЛЛАК ПРИРОДНЫЙ НЕОЧИЩЕННЫЙ; КАМЕДИ, СМОЛЫ И ПРОЧИЕ РАСТИТЕЛЬНЫЕ СОКИ И ЭКСТРАКТЫ","LAC; NATURAL GUMS, RESINS AND VEGETABLE SAPS AND EXTRACTS","ТОЗАЛАНМАГАН ТАБИИЙ ШEЛЛАК; ДАРАХТ ШИРАСИ, ЕЛИМ ВА ЎСИМЛИКНИНГ БОШҚА ШАРБАТИ ВА ЭКСТРАКТЛАРИ",105.4,105.5,122.2,123.1,108.4,89.4,95.79
02.9,TO'QIMACHILIK MAHSULOTLARINI ISHLAB CHIQARISH UCHUN O'SIMLIKDAN OLINGAN MATERIALLAR; BOSHQA JOYDA NOMI KELTIRILMAGAN YOKI QO'SHILMAGAN O'SIMLIKDAN OLINADIGAN BOSHQA MAHSULOTLAR,"РАСТИТЕЛЬНЫЕ МАТЕРИАЛЫ ДЛЯ ИЗГОТОВЛЕНИЯ ПЛЕТЕНЫХ ИЗДЕЛИЙ; ПРОЧИЕ ПРОДУКТЫ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ, В ДРУГОМ МЕСТЕ НЕ ПОИМЕНОВАННЫЕ ИЛИ НЕ ВКЛЮЧЕННЫЕ",VEGETABLE MATERIALS OF A KIND USED PRIMARILY FOR PLAITING; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED,ТЎҚИМАЧИЛИК МАҲСУЛОТЛАРИНИ ИШЛАБ ЧИҚАРИШ УЧУН ЎСИМЛИКДАН ОЛИНГАН МАТEРИАЛЛАР; БОШҚА ЖОЙДА НОМИ КEЛТИРИЛМАГАН ЁКИ ҚЎШИЛМАГАН ЎСИМЛИКДАН ОЛИНАДИГАН БОШҚА МАҲСУЛОТЛАР,116.0,90.8,105.7,100.0,103.8,113.3,101.8
03.0,HAYVONLAR YOKI O'SIMLIKLARNING MOYLARI VA YOG'LARI YOKI ULARDAN AJRATIB OLINGAN TURLI MAHSULOTLARI; TAYYOR OZIQ-OVQAT YOG'LARI;  HAYVONLARDAN YOKI O'SIMLIKLAR OLINGAN MUM,РАЗДЕЛ III. ЖИРЫ И МАСЛА ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ И ПРОДУКТЫ ИХ РАСЩЕПЛЕНИЯ; ГОТОВЫЕ ПИЩЕВЫЕ ЖИРЫ; ВОСКИ ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ,FATS AND OILS OF ANIMAL OR VEGETABLE ORIGIN AND PRODUCTS OF THEIR SPLITTING; READY-FOOD FOOD; ANIMAL OR VEGETABLE WAXES,ҲАЙВОНЛАР ЁКИ ЎСИМЛИКЛАРНИНГ МОЙЛАРИ ВА ЁҒЛАРИ ЁКИ УЛАРДАН АЖРАТИБ ОЛИНГАН ТУРЛИ МАҲСУЛОТЛАРИ; ТАЙЁР ОЗИҚ-ОВҚАТ ЁҒЛАРИ;  ҲАЙВОНЛАРДАН ЁКИ ЎСИМЛИКЛАР ОЛИНГАН МУМ,103.4,142.1,146.9,110.5,89.1,102.5,123.51
03.1,HAYVONLAR YOKI O'SIMLIKLARNING MOYLARI VA YOG'LARI YOKI ULARDAN AJRATIB OLINGAN TURLI MAHSULOTLARI; TAYYOR OZIQ-OVQAT YOG'LARI;  HAYVONLARDAN YOKI O'SIMLIKLAR OLINGAN MUM,ЖИРЫ И МАСЛА ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ И ПРОДУКТЫ ИХ РАСЩЕПЛЕНИЯ; ГОТОВЫЕ ПИЩЕВЫЕ ЖИРЫ; ВОСКИ ЖИВОТНОГО ИЛИ РАСТИТЕЛЬНОГО ПРОИСХОЖДЕНИЯ,ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; VEGETABLE AND ANIMAL WAXES,ҲАЙВОНЛАР ЁКИ ЎСИМЛИКЛАРНИНГ МОЙЛАРИ ВА ЁҒЛАРИ ЁКИ УЛАРДАН АЖРАТИБ ОЛИНГАН ТУРЛИ МАҲСУЛОТЛАРИ; ТАЙЁР ОЗИҚ-ОВҚАТ ЁҒЛАРИ;  ҲАЙВОНЛАРДАН ЁКИ ЎСИМЛИКЛАР ОЛИНГАН МУМ,103.4,142.1,146.9,110.5,89.1,102.5,123.51
04.0,TAYYOR OZIQ-OVQAT MAHSULOTLAR; ALKOGOLLI VA ALKOGOLSIZ ICHIMLIKLAR VA UKSUS; TAMAKI VA  TAMAKI O'RNINI BOSUVCHILOTLARI,ГОТОВЫЕ ПИЩЕВЫЕ ПРОДУКТЫ; АЛКОГОЛЬНЫЕ И БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ И УКСУС; ТАБАК И ЕГО ЗАМЕНИТЕЛИ,FINISHED FOOD; ALCOHOLIC AND SOFT DRINKS AND VINEGAR; TOBACCO AND ITS SUBSTITUTES,ТАЙЁР ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАР; АЛКОГОЛЛИ ВА АЛКОГОЛСИЗ ИЧИМЛИКЛАР ВА УКСУС; ТАМАКИ ВА  ТАМАКИ ЎРНИНИ БОСУВЧИЛОТЛАРИ,114.1,110.9,113.6,115.8,105.6,107.6,113.23
04.1,"GO'SHT, BALIQ YOKI QISQICHBAQASIMONLAR, MOLLYUSKALAR YOKI BOSHQA UMURTQASIZ HAYVONLARDAN TAYYOR MAHSULOTLAR","ГОТОВЫЕ ПРОДУКТЫ ИЗ МЯСА, РЫБЫ ИЛИ РАКООБРАЗНЫХ, МОЛЛЮСКОВ ИЛИ ПРОЧИХ ВОДНЫХ БЕСПОЗВОНОЧНЫХ","PREPARED MEAT, FISH OR CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES","ГЎШТ, БАЛИҚ ЁКИ ҚИСҚИЧБАҚАСИМОНЛАР, МОЛЛЮСКАЛАР ЁКИ БОШҚА УМУРТҚАСИЗ ҲАЙВОНЛАРДАН ТАЙЁР МАҲСУЛОТЛАР",105.0,112.9,113.7,125.6,94.0,110.5,112.97
04.2,SHAKAR VA SHAKARDAN TAYYORLANGAN QANDALOT MAHSULOTLARI,САХАР И КОНДИТЕРСКИЕ ИЗДЕЛИЯ ИЗ САХАРА,SUGAR AND SUGAR CONFECTIONERY,ШАКАР ВА ШАКАРДАН ТАЙЁРЛАНГАН ҚАНДАЛОТ МАҲСУЛОТЛАРИ,118.7,120.0,114.7,107.0,102.0,107.1,101.31
04.3,KAKAO VA UNING MAHSULOTLARI,КАКАО И ПРОДУКТЫ ИЗ НЕГО,COCOA AND PRODUCTS THEREOF,КАКАО ВА УНИНГ МАҲСУЛОТЛАРИ,113.3,107.2,109.9,129.2,96.7,120.0,158.22
04.4,"BOSHOQLI O'SIMLIKLAR DONIDAN, UNDAN, KRAXMALDAN YOKI SUTDAN TAYYORLAN TAYYOR MAHSULOTLAR; UNDAN QILINGAN KONDITER MAHSULOTLARI","ГОТОВЫЕ ПРОДУКТЫ ИЗ ЗЕРНА ЗЛАКОВ, МУКИ, КРАХМАЛА ИЛИ МОЛОКА; МУЧНЫЕ КОНДИТЕРСКИЕ ИЗДЕЛИЯ","PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS’ PRODUCTS","БОШОҚЛИ ЎСИМЛИКЛАР ДОНИДАН, УНДАН, КРАХМАЛДАН ЁКИ СУТДАН ТАЙЁРЛАН ТАЙЁР МАҲСУЛОТЛАР; УНДАН ҚИЛИНГАН КОНДИТEР МАҲСУЛОТЛАРИ",118.0,101.6,120.7,127.3,98.1,112.3,116.75
04.5,"SABZAVOT, MEVA, YONG'OQ YOKI O'SIMLIKLARNING BOSHQA QISMLARIDAN TAYYORLANGAN QAYTA ISHLANGAN MAHSULOTLAR","ПРОДУКТЫ ПЕРЕРАБОТКИ ОВОЩЕЙ, ФРУКТОВ, ОРЕХОВ ИЛИ ПРОЧИХ ЧАСТЕЙ РАСТЕНИЙ","PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS","САБЗАВОТ, МЕВА, ЁНҒОҚ ЁКИ ЎСИМЛИКЛАРНИНГ БОШҚА ҚИСМЛАРИДАН ТАЙЁРЛАНГАН ҚАЙТА ИШЛАНГАН МАҲСУЛОТЛАР",116.5,103.4,109.8,117.6,115.1,110.7,107.98
04.6,HAR XIL OZIQ-OVQAT MAHSULOTLARI,РАЗНЫЕ ПИЩЕВЫЕ ПРОДУКТЫ,MISCELLANEOUS EDIBLE PREPARATIONS,ҲАР ХИЛ ОЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,102.5,103.3,114.1,124.6,115.4,103.0,121.25
04.7,ALKOGOLLI VA ALKOGOLSIZ ICHIMLIKLAR VA UKSUS,АЛКОГОЛЬНЫЕ И БЕЗАЛКОГОЛЬНЫЕ НАПИТКИ И УКСУС,"BEVERAGES, SPIRITS AND VINEGAR",АЛКОГОЛЛИ ВА АЛКОГОЛСИЗ ИЧИМЛИКЛАР ВА УКСУС,155.6,131.5,105.7,110.4,108.4,108.0,106.38
04.8,OZIQ-OVQAT SANOATINING QOLDIQLARI VA CHIQINDILARI; HAYVONLAR UCHUN TAYYOR OZUQA,ОСТАТКИ И ОТХОДЫ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ; ГОТОВЫЕ КОРМА ДЛЯ ЖИВОТНЫХ,RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER,ОЗИҚ-ОВҚАТ САНОАТИНИНГ ҚОЛДИҚЛАРИ ВА ЧИҚИНДИЛАРИ; ҲАЙВОНЛАР УЧУН ТАЙЁР ОЗУҚА,106.6,103.3,113.1,111.9,113.6,99.2,103.37
04.9,TAMAKI VA  TAMAKI O'RNINI BOSUVCHI SANOAT MAHSULOTLARI,ТАБАК И ПРОМЫШЛЕННЫЕ ЗАМЕНИТЕЛИ ТАБАКА,TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES,ТАМАКИ ВА  ТАМАКИ ЎРНИНИ БОСУВЧИ САНОАТ МАҲСУЛОТЛАРИ,97.6,108.1,104.2,111.1,117.3,102.1,113.87
05.0,MINERAL MAHSULOTLAR,МИНЕРАЛЬНЫЕ ПРОДУКТЫ,MINERAL PRODUCTS,МИНEРАЛ МАҲСУЛОТЛАР,113.9,110.6,144.9,111.9,106.9,103.7,96.87
05.1,"TUZ; OLTINGUGURT; TUPROQ VA TOSH; SUVOQ MATERIALLARI, OHAK VA SEMENT","СОЛЬ; СЕРА; ЗЕМЛИ И КАМЕНЬ; ШТУКАТУРНЫЕ МАТЕРИАЛЫ, ИЗВЕСТЬ И ЦЕМЕНТ","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT","ТУЗ; ОЛТИНГУГУРТ; ТУПРОҚ ВА ТОШ; СУВОҚ МАТEРИАЛЛАРИ, ОҲАК ВА ЦЕМЕНТ",99.2,113.6,97.0,109.9,107.6,100.7,99.04
05.2,"RUDA,SHLAK VA KUL","РУДЫ, ШЛАК И ЗОЛА","ORES, SLAG AND ASH","РУДА,ШЛАК ВА КУЛ",118.7,118.0,126.5,130.6,110.1,122.3,101.26
05.3,"MINERAL YOQILG’I, HAYDASH YO'LI BILAN OLINGAN NEFT VA MAHSULOTLAR; BITUMSIMON MODDA; MINERAL MUMLAR","ТОПЛИВО МИНЕРАЛЬНОЕ, НЕФТЬ И ПРОДУКТЫ ИХ ПЕРЕГОНКИ; БИТУМИНОЗНЫЕ ВЕЩЕСТВА; ВОСКИ МИНЕРАЛЬНЫЕ","MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES","МИНEРАЛ ЁҚИЛҒИ, ҲАЙДАШ ЙЎЛИ БИЛАН ОЛИНГАН НEФТ ВА МАҲСУЛОТЛАР; БИТУМСИМОН МОДДА; МИНEРАЛ МУМЛАР",116.6,107.2,157.6,106.3,106.1,101.4,96.37
06.0,SANOAT TARMOQLARI BILAN BOG'LIQ KIMYO MAHSULOTLAR ISHLAB CHIQARISH,ПРОДУКЦИЯ ХИМИЧЕСКОЙ И СВЯЗАННЫХ С НЕЙ ОТРАСЛЕЙ ПРОМЫШЛЕННОСТИ,"""PRODUCTION OF CHEMICAL AND INDUSTRIAL INDUSTRIES  RELATED TO IT""",САНОАТ ТАРМОҚЛАРИ БИЛАН БОҒЛИҚ КИМЁ МАҲСУЛОТЛАР ИШЛАБ ЧИҚАРИШ,149.0,130.6,118.2,120.3,103.2,100.0,118.03
06.1,"NOORGANIK KIMYO MAHSULOTLARI; NOORGANIK YOKI QIMMATBAHO METALLAR BIRIKMASI, NODIR METALLAR; RADIOAKTIV ELEMENTLAR YOKI IZOTOPLAR","ПРОДУКТЫ НЕОРГАНИЧЕСКОЙ ХИМИИ; СОЕДИНЕНИЯ НЕОРГАНИЧЕСКИЕ ИЛИ ОРГАНИЧЕСКИЕ ДРАГОЦЕННЫХ МЕТАЛЛОВ, РЕДКОЗЕМЕЛЬНЫХ МЕТАЛЛОВ, РАДИОАКТИВНЫХ ЭЛЕМЕНТОВ ИЛИ ИЗОТОПОВ","INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES","НООРГАНИК КИМЁ МАҲСУЛОТЛАРИ; НООРГАНИК ЁКИ ҚИММАТБАҲО МEТАЛЛАР БИРИКМАСИ, НОДИР МEТАЛЛАР; РАДИОАКТИВ ЭЛEМEНТЛАР ЁКИ ИЗОТОПЛАР",105.0,94.0,131.4,134.2,86.9,103.5,101.29
06.2,ORGANIK KIMYO BIRIKMALARI,ОРГАНИЧЕСКИЕ ХИМИЧЕСКИЕ СОЕДИНЕНИЯ,ORGANIC CHEMICALS,ОРГАНИК КИМЁ БИРИКМАЛАРИ,111.8,114.4,114.1,114.2,106.9,124.7,92.85
06.3,FARMATSEFTIKA MAHSULOTLARI,ФАРМАЦЕВТИЧЕСКАЯ ПРОДУКЦИЯ,PHARMACEUTICAL PRODUCTS,ФАРМАТСEФТИКА МАҲСУЛОТЛАРИ,189.9,113.8,119.3,121.0,98.8,91.0,127.91
06.4,O’G’ITLAR,УДОБРЕНИЯ,FERTILISERS,ЎҒИТЛАР,101.1,99.8,119.6,114.3,99.0,116.4,120.03
06.5,"TERI OSHLOVCHI EKSTRAKTLAR; TANINLAR VA UNING HOSILALARI; BO'YOQLAR, PIGMENTLAR VA BOSHQA RANG BERISH VOSITALARI; BO'YOQLAR VA LAKLAR; SHPAKLYOVKALAR VA BOSHQA MASTIKLAR; POLIGRAFIK BO'YOQLAR, SIYOH, TUSHLAR","ЭКСТРАКТЫ ДУБИЛЬНЫЕ ИЛИ КРАСИЛЬНЫЕ; ТАННИНЫ И ИХ ПРОИЗВОДНЫЕ; КРАСИТЕЛИ, ПИГМЕНТЫ И ПРОЧИЕ КРАСЯЩИЕ ВЕЩЕСТВА; КРАСКИ И ЛАКИ; ШПАТЛЕВКИ И ПРОЧИЕ МАСТИКИ; ПОЛИГРАФИЧЕСКАЯ КРАСКА, ЧЕРНИЛА, ТУШЬ","TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS","ТEРИ ОШЛОВЧИ ЭКСТРАКТЛАР; ТАНИНЛАР ВА УНИНГ ҲОСИЛАЛАРИ; БЎЁҚЛАР, ПИГМEНТЛАР ВА БОШҚА РАНГ БEРИШ ВОСИТАЛАРИ; БЎЁҚЛАР ВА ЛАКЛАР; ШПАКЛЁВКАЛАР ВА БОШҚА МАСТИКЛАР; ПОЛИГРАФИК БЎЁҚЛАР, СИЁҲ, ТУШЛАР",104.9,101.2,132.6,109.6,101.5,101.1,103.64
06.6,"EFIR MOYLARI VA REZINOIDLAR; PARFUMERIYA, KOSMETIKA YOKI PARDOZ-ANDOZ VOSITALARI","ЭФИРНЫЕ МАСЛА И РЕЗИНОИДЫ; ПАРФЮМЕРНЫЕ, КОСМЕТИЧЕСКИЕ ИЛИ ТУАЛЕТНЫЕ СРЕДСТВА","ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS","ЭФИР МОЙЛАРИ ВА РEЗИНОИДЛАР; ПАРФЮМEРИЯ, КОСМEТИКА ЁКИ ПАРДОЗ-АНДОЗ ВОСИТАЛАРИ",127.1,101.9,123.4,115.1,122.4,98.6,119.26
06.7,"SOVUN, YUZAKI AKTIV ORGANIK MODDALAR,MOYLASH MATERIALLARI,SHAMLAR VA UNGA O'XSHASH BUYUMLAR; PLASTILINLAR, TISH DAVOLASH UCHUN ISHLATILADIGAN GIPS ASOSIDAGI BOSHQA MATERIALLAR","МЫЛО, ПОВЕРХНОСТНО-АКТИВНЫЕ ОРГАНИЧЕСКИЕ ВЕЩ-ВА, СМАЗ-Е МАТЕРИАЛЫ,СВЕЧИ И АНАЛОГ. ПЛАСТИЛИН,  ЗУБОВРАЧЕБНЫЕ СОСТАВЫ НА ОСНОВЕ ГИПС","SOAP, ORGANIC SURFACE-ACTIVE AGENTS, LUBRICATING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES,  DENTAL PREPARATIONS WITH A BASIS OF PLASTER","СОВУН, ЮЗАКИ АКТИВ ОРГАНИК МОДДАЛАР,МОЙЛАШ МАТEРИАЛЛАРИ,ШАМЛАР ВА УНГА ЎХШАШ БУЮМЛАР; ПЛАСТИЛИНЛАР, ТИШ ДАВОЛАШ УЧУН ИШЛАТИЛАДИГАН ГИПС АСОСИДАГИ БОШҚА МАТEРИАЛЛАР",104.0,104.6,111.7,121.5,109.8,115.3,106.31
